mode,target,modality,regressor,feature_count_request,feature_count_resolved,feature,selected_folds,outer_folds,selection_frequency,mean_feature_score
individual,arousal,eeg,knn,5,5,eeg_bp_alpha__Fz,8,5,0.034782608695652174,1.0391709200356047
individual,arousal,eeg,knn,5,5,eeg_bp_alpha__Oz,4,5,0.017391304347826087,1.044199251078774
individual,arousal,eeg,knn,5,5,eeg_bp_alpha__PO7,13,5,0.05652173913043478,1.2762432694024646
individual,arousal,eeg,knn,5,5,eeg_bp_alpha__PO8,6,5,0.02608695652173913,1.066317466469483
individual,arousal,eeg,knn,5,5,eeg_bp_alpha__Pz,2,5,0.008695652173913044,1.0419570647787717
individual,arousal,eeg,knn,5,5,eeg_bp_beta__C3,8,5,0.034782608695652174,1.1752646673321407
individual,arousal,eeg,knn,5,5,eeg_bp_beta__C4,5,5,0.021739130434782608,1.3884769930964833
individual,arousal,eeg,knn,5,5,eeg_bp_beta__Cz,3,5,0.013043478260869565,1.0366827553345677
individual,arousal,eeg,knn,5,5,eeg_bp_beta__Fz,16,5,0.06956521739130435,1.4422294244329907
individual,arousal,eeg,knn,5,5,eeg_bp_beta__Oz,7,5,0.030434782608695653,1.2212882115562607
individual,arousal,eeg,knn,5,5,eeg_bp_beta__PO7,12,5,0.05217391304347826,1.466711301229227
individual,arousal,eeg,knn,5,5,eeg_bp_beta__PO8,11,5,0.04782608695652174,1.0880043596520916
individual,arousal,eeg,knn,5,5,eeg_bp_beta__Pz,9,5,0.0391304347826087,1.3498839933705054
individual,arousal,eeg,knn,5,5,eeg_bp_delta__C3,3,5,0.013043478260869565,0.8567542654516139
individual,arousal,eeg,knn,5,5,eeg_bp_delta__C4,3,5,0.013043478260869565,1.0646763858288468
individual,arousal,eeg,knn,5,5,eeg_bp_delta__Cz,6,5,0.02608695652173913,1.1289912137231028
individual,arousal,eeg,knn,5,5,eeg_bp_delta__Fz,12,5,0.05217391304347826,1.3618836886806778
individual,arousal,eeg,knn,5,5,eeg_bp_delta__Oz,2,5,0.008695652173913044,1.2298752350154583
