mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
general,COHORT,P18,valence,face,gnb,10,10,7,P10;P11;P14;P15;P16;P17;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.489154616240267,0.49166666666666664,0.5072463768115942,0.5645161290322581,0.5343511450381679,24,34,27,35
general,COHORT,P19,valence,face,gnb,10,10,8,P10;P11;P14;P15;P16;P17;P18;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4699486559951676,0.5833333333333334,0.6261682242990654,0.8701298701298701,0.7282608695652174,3,40,10,67
general,COHORT,P20,valence,face,gnb,10,10,9,P10;P11;P14;P15;P16;P17;P18;P19;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5140805406927627,0.475,0.6,0.1791044776119403,0.27586206896551724,45,8,55,12
general,COHORT,P22,valence,face,gnb,10,10,10,P10;P11;P14;P15;P16;P17;P18;P19;P20;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.47002262443438914,0.425,0.4158415841584158,0.8076923076923077,0.5490196078431373,9,59,10,42
general,COHORT,P23,valence,face,gnb,10,10,11,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5008525149190111,0.5083333333333333,0.42592592592592593,0.45098039215686275,0.4380952380952381,38,31,28,23
general,COHORT,P24,valence,face,gnb,10,10,12,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5319799777530589,0.525,0.5058823529411764,0.7413793103448276,0.6013986013986014,20,42,15,43
general,COHORT,P25,valence,face,gnb,10,10,13,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4132996632996633,0.39166666666666666,0.3939393939393939,0.19696969696969696,0.26262626262626265,34,20,53,13
general,COHORT,P26,valence,face,gnb,10,10,14,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5265837104072397,0.525,0.45901639344262296,0.5384615384615384,0.49557522123893805,35,33,24,28
general,COHORT,P27,valence,face,gnb,10,10,15,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4776828110161443,0.36666666666666664,0.6190476190476191,0.16049382716049382,0.2549019607843137,31,8,68,13
general,COHORT,P30,valence,face,gnb,10,10,16,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.545012503473187,0.5416666666666666,0.5833333333333334,0.3442622950819672,0.4329896907216495,44,15,40,21
general,COHORT,P32,valence,face,gnb,10,10,17,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5817575083426029,0.5833333333333334,0.5909090909090909,0.6290322580645161,0.609375,31,27,23,39
general,COHORT,P33,valence,face,gnb,10,10,18,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5416666666666666,0.5416666666666666,0.5471698113207547,0.48333333333333334,0.5132743362831859,36,24,31,29
general,COHORT,P34,valence,face,gnb,10,10,19,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5593561368209256,0.5833333333333334,0.4883720930232558,0.42857142857142855,0.45652173913043476,49,22,28,21
general,COHORT,P38,valence,face,gnb,10,10,20,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4758551307847082,0.4583333333333333,0.5625,0.38028169014084506,0.453781512605042,28,21,44,27
general,COHORT,P39,valence,face,gnb,10,10,21,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5036572622779519,0.7166666666666667,0.7264957264957265,0.9770114942528736,0.8333333333333334,1,32,2,85
general,COHORT,P40,valence,face,gnb,10,10,22,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.494949494949495,0.48333333333333334,0.5434782608695652,0.3787878787878788,0.44642857142857145,33,21,41,25
general,COHORT,P41,valence,face,gnb,10,10,23,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5025252525252525,0.5416666666666666,0.5514018691588785,0.8939393939393939,0.6820809248554913,6,48,7,59
general,COHORT,P42,valence,face,gnb,10,10,24,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5661764705882353,0.5083333333333333,1.0,0.1323529411764706,0.23376623376623376,52,0,59,9
general,COHORT,P43,valence,face,gnb,10,10,25,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P44;P45;P46,3360,3240,120,1494,1866,0.472817879794624,0.475,0.6166666666666667,0.4805194805194805,0.5401459854014599,20,23,40,37
general,COHORT,P44,valence,face,gnb,10,10,26,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P45;P46,3360,3240,120,1494,1866,0.4464285714285714,0.5583333333333333,0.6703296703296703,0.7261904761904762,0.6971428571428572,6,30,23,61
general,COHORT,P45,valence,face,gnb,10,10,27,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P46,3360,3240,120,1494,1866,0.48626373626373626,0.625,0.6434782608695652,0.9487179487179487,0.7668393782383419,1,41,4,74
general,COHORT,P46,valence,face,gnb,10,10,28,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45,3360,3240,120,1494,1866,0.45268542199488493,0.5,0.5463917525773195,0.7681159420289855,0.6385542168674698,7,44,16,53
general,COHORT,P10,valence,face,gnb,20,10,1,P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5114285714285715,0.43333333333333335,0.75,0.04285714285714286,0.08108108108108109,49,1,67,3
general,COHORT,P11,valence,face,gnb,20,10,2,P10;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.6131813125695217,0.6083333333333333,0.6744186046511628,0.46774193548387094,0.5523809523809524,44,14,33,29
general,COHORT,P14,valence,face,gnb,20,10,3,P10;P11;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5284043441938179,0.5416666666666666,0.5357142857142857,0.2631578947368421,0.35294117647058826,50,13,42,15
general,COHORT,P15,valence,face,gnb,20,10,4,P10;P11;P14;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.55625,0.675,0.6952380952380952,0.9125,0.7891891891891892,8,32,7,73
general,COHORT,P16,valence,face,gnb,20,10,5,P10;P11;P14;P15;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5314685314685315,0.55,0.5632183908045977,0.7538461538461538,0.6447368421052632,17,38,16,49
general,COHORT,P17,valence,face,gnb,20,10,6,P10;P11;P14;P15;P16;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.545814479638009,0.575,0.5977011494252874,0.7647058823529411,0.6709677419354839,17,35,16,52
general,COHORT,P18,valence,face,gnb,20,10,7,P10;P11;P14;P15;P16;P17;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.489154616240267,0.49166666666666664,0.5072463768115942,0.5645161290322581,0.5343511450381679,24,34,27,35
general,COHORT,P19,valence,face,gnb,20,10,8,P10;P11;P14;P15;P16;P17;P18;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4699486559951676,0.5833333333333334,0.6261682242990654,0.8701298701298701,0.7282608695652174,3,40,10,67
general,COHORT,P20,valence,face,gnb,20,10,9,P10;P11;P14;P15;P16;P17;P18;P19;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5140805406927627,0.475,0.6,0.1791044776119403,0.27586206896551724,45,8,55,12
general,COHORT,P22,valence,face,gnb,20,10,10,P10;P11;P14;P15;P16;P17;P18;P19;P20;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.47002262443438914,0.425,0.4158415841584158,0.8076923076923077,0.5490196078431373,9,59,10,42
general,COHORT,P23,valence,face,gnb,20,10,11,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5008525149190111,0.5083333333333333,0.42592592592592593,0.45098039215686275,0.4380952380952381,38,31,28,23
general,COHORT,P24,valence,face,gnb,20,10,12,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5319799777530589,0.525,0.5058823529411764,0.7413793103448276,0.6013986013986014,20,42,15,43
general,COHORT,P25,valence,face,gnb,20,10,13,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4132996632996633,0.39166666666666666,0.3939393939393939,0.19696969696969696,0.26262626262626265,34,20,53,13
general,COHORT,P26,valence,face,gnb,20,10,14,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5265837104072397,0.525,0.45901639344262296,0.5384615384615384,0.49557522123893805,35,33,24,28
general,COHORT,P27,valence,face,gnb,20,10,15,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4776828110161443,0.36666666666666664,0.6190476190476191,0.16049382716049382,0.2549019607843137,31,8,68,13
general,COHORT,P30,valence,face,gnb,20,10,16,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.545012503473187,0.5416666666666666,0.5833333333333334,0.3442622950819672,0.4329896907216495,44,15,40,21
general,COHORT,P32,valence,face,gnb,20,10,17,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5817575083426029,0.5833333333333334,0.5909090909090909,0.6290322580645161,0.609375,31,27,23,39
general,COHORT,P33,valence,face,gnb,20,10,18,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5416666666666666,0.5416666666666666,0.5471698113207547,0.48333333333333334,0.5132743362831859,36,24,31,29
general,COHORT,P34,valence,face,gnb,20,10,19,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P38;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5593561368209256,0.5833333333333334,0.4883720930232558,0.42857142857142855,0.45652173913043476,49,22,28,21
general,COHORT,P38,valence,face,gnb,20,10,20,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P39;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.4758551307847082,0.4583333333333333,0.5625,0.38028169014084506,0.453781512605042,28,21,44,27
general,COHORT,P39,valence,face,gnb,20,10,21,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P40;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5036572622779519,0.7166666666666667,0.7264957264957265,0.9770114942528736,0.8333333333333334,1,32,2,85
general,COHORT,P40,valence,face,gnb,20,10,22,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P41;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.494949494949495,0.48333333333333334,0.5434782608695652,0.3787878787878788,0.44642857142857145,33,21,41,25
general,COHORT,P41,valence,face,gnb,20,10,23,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P42;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5025252525252525,0.5416666666666666,0.5514018691588785,0.8939393939393939,0.6820809248554913,6,48,7,59
general,COHORT,P42,valence,face,gnb,20,10,24,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P43;P44;P45;P46,3360,3240,120,1494,1866,0.5661764705882353,0.5083333333333333,1.0,0.1323529411764706,0.23376623376623376,52,0,59,9
general,COHORT,P43,valence,face,gnb,20,10,25,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P44;P45;P46,3360,3240,120,1494,1866,0.472817879794624,0.475,0.6166666666666667,0.4805194805194805,0.5401459854014599,20,23,40,37
general,COHORT,P44,valence,face,gnb,20,10,26,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P45;P46,3360,3240,120,1494,1866,0.4464285714285714,0.5583333333333333,0.6703296703296703,0.7261904761904762,0.6971428571428572,6,30,23,61
general,COHORT,P45,valence,face,gnb,20,10,27,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P46,3360,3240,120,1494,1866,0.48626373626373626,0.625,0.6434782608695652,0.9487179487179487,0.7668393782383419,1,41,4,74
general,COHORT,P46,valence,face,gnb,20,10,28,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45,3360,3240,120,1494,1866,0.45268542199488493,0.5,0.5463917525773195,0.7681159420289855,0.6385542168674698,7,44,16,53
general,COHORT,P10,valence,multimodal,knn,all,all,1,P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.41714285714285715,0.4166666666666667,0.5,0.4142857142857143,0.453125,21,29,41,29
general,COHORT,P11,valence,multimodal,knn,all,all,2,P10;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5278086763070078,0.5333333333333333,0.5375,0.6935483870967742,0.6056338028169014,21,37,19,43
general,COHORT,P14,valence,multimodal,knn,all,all,3,P10;P11;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.4787933094384707,0.45689655172413796,0.45263157894736844,0.7962962962962963,0.5771812080536913,10,52,11,43
general,COHORT,P15,valence,multimodal,knn,all,all,4,P10;P11;P14;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.4632253711201079,0.5775862068965517,0.6526315789473685,0.7948717948717948,0.7167630057803468,5,33,16,62
general,COHORT,P16,valence,multimodal,knn,all,all,5,P10;P11;P14;P15;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.543841642228739,0.5470085470085471,0.5692307692307692,0.5967741935483871,0.5826771653543307,27,28,25,37
general,COHORT,P17,valence,multimodal,knn,all,all,6,P10;P11;P14;P15;P16;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.50804799531753,0.5423728813559322,0.5730337078651685,0.7611940298507462,0.6538461538461539,13,38,16,51
general,COHORT,P18,valence,multimodal,knn,all,all,7,P10;P11;P14;P15;P16;P17;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.543452380952381,0.5431034482758621,0.5614035087719298,0.5333333333333333,0.5470085470085471,31,25,28,32
general,COHORT,P19,valence,multimodal,knn,all,all,8,P10;P11;P14;P15;P16;P17;P18;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.3757173059498641,0.38333333333333336,0.5254237288135594,0.4025974025974026,0.45588235294117646,15,28,46,31
general,COHORT,P20,valence,multimodal,knn,all,all,9,P10;P11;P14;P15;P16;P17;P18;P19;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5115384615384615,0.5213675213675214,0.5652173913043478,0.6,0.582089552238806,22,30,26,39
general,COHORT,P22,valence,multimodal,knn,all,all,10,P10;P11;P14;P15;P16;P17;P18;P19;P20;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4683257918552036,0.43333333333333335,0.41304347826086957,0.7307692307692307,0.5277777777777778,14,54,14,38
general,COHORT,P23,valence,multimodal,knn,all,all,11,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.46150362318840576,0.4358974358974359,0.3815789473684211,0.6041666666666666,0.46774193548387094,22,47,19,29
general,COHORT,P24,valence,multimodal,knn,all,all,12,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4755131964809384,0.46153846153846156,0.45348837209302323,0.7090909090909091,0.5531914893617021,15,47,16,39
general,COHORT,P25,valence,multimodal,knn,all,all,13,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.4377104377104377,0.45,0.5,0.5606060606060606,0.5285714285714286,17,37,29,37
general,COHORT,P26,valence,multimodal,knn,all,all,14,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.4674688057040999,0.4444444444444444,0.4125,0.6470588235294118,0.5038167938931297,19,47,18,33
general,COHORT,P27,valence,multimodal,knn,all,all,15,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.4613410879233664,0.49137931034482757,0.6515151515151515,0.5443037974683544,0.593103448275862,14,23,36,43
general,COHORT,P30,valence,multimodal,knn,all,all,16,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.49895926256318757,0.5,0.5076923076923077,0.559322033898305,0.532258064516129,25,32,26,33
general,COHORT,P32,valence,multimodal,knn,all,all,17,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.510567296996663,0.5166666666666667,0.524390243902439,0.6935483870967742,0.5972222222222222,19,39,19,43
general,COHORT,P33,valence,multimodal,knn,all,all,18,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5105263157894737,0.5042735042735043,0.4942528735632184,0.7543859649122807,0.5972222222222222,16,44,14,43
general,COHORT,P34,valence,multimodal,knn,all,all,19,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3187,118,1475,1830,0.5160714285714285,0.4491525423728814,0.4158415841584158,0.875,0.5637583892617449,11,59,6,42
general,COHORT,P38,valence,multimodal,knn,all,all,20,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P39;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.46068427370948384,0.49572649572649574,0.5542168674698795,0.6764705882352942,0.609271523178808,12,37,22,46
general,COHORT,P39,valence,multimodal,knn,all,all,21,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P40;P41;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.5330086580086579,0.6068376068376068,0.7375,0.7023809523809523,0.7195121951219512,12,21,25,59
general,COHORT,P40,valence,multimodal,knn,all,all,22,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5412457912457913,0.5583333333333333,0.5802469135802469,0.7121212121212122,0.6394557823129252,20,34,19,47
general,COHORT,P41,valence,multimodal,knn,all,all,23,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P42;P43;P44;P45;P46,3305,3188,117,1475,1830,0.47307692307692306,0.5042735042735043,0.5384615384615384,0.7538461538461538,0.6282051282051282,10,42,16,49
general,COHORT,P42,valence,multimodal,knn,all,all,24,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5005656108597285,0.5416666666666666,0.5670103092783505,0.8088235294117647,0.6666666666666666,10,42,13,55
general,COHORT,P43,valence,multimodal,knn,all,all,25,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P44;P45;P46,3305,3185,120,1475,1830,0.4901842343702809,0.55,0.6352941176470588,0.7012987012987013,0.6666666666666666,12,31,23,54
general,COHORT,P44,valence,multimodal,knn,all,all,26,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P45;P46,3305,3186,119,1475,1830,0.39404761904761904,0.46218487394957986,0.6351351351351351,0.5595238095238095,0.5949367088607594,8,27,37,47
general,COHORT,P45,valence,multimodal,knn,all,all,27,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P46,3305,3185,120,1475,1830,0.5448717948717948,0.6083333333333333,0.6781609195402298,0.7564102564102564,0.7151515151515152,14,28,19,59
general,COHORT,P46,valence,multimodal,knn,all,all,28,P10;P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45,3305,3188,117,1475,1830,0.5586734693877551,0.5897435897435898,0.6219512195121951,0.75,0.68,18,31,17,51
general,COHORT,P10,valence,multimodal,knn,5,5,1,P11;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.5128571428571429,0.525,0.5942028985507246,0.5857142857142857,0.5899280575539568,22,28,29,41
general,COHORT,P11,valence,multimodal,knn,5,5,2,P10;P14;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3185,120,1475,1830,0.49332591768631817,0.5,0.5119047619047619,0.6935483870967742,0.589041095890411,17,41,19,43
general,COHORT,P14,valence,multimodal,knn,5,5,3,P10;P11;P15;P16;P17;P18;P19;P20;P22;P23;P24;P25;P26;P27;P30;P32;P33;P34;P38;P39;P40;P41;P42;P43;P44;P45;P46,3305,3189,116,1475,1830,0.5194145758661888,0.5258620689655172,0.48936170212765956,0.42592592592592593,0.45544554455445546,38,24,31,23
