video_irisdo_norm_mean,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_std,video_mwo_norm_std
0.0882226744690297,0.0062668831637754,0.0024572303769381,0.0050672843673854,0.0086434979263363
0.0790880884962335,0.0059119889204578,0.003184162634389,0.0061372708105485,0.0126822987065796
0.0702393626776362,0.0190271114260903,0.0145401214421576,0.0136269463762965,0.0122477391552973
0.0867288997639687,0.0017451824758797,0.0017304584439607,0.0046145209177039,0.0122475285327955
0.0794689551319762,0.0093985923868167,0.0034604420609959,0.0072940651788473,0.0109540893682131
0.0831872465323119,0.0035343372116282,0.0033531045315869,0.0030999370180541,0.0084162604078093
0.0715133971377286,0.0146146733913758,0.0078674113113341,0.0108860664680193,0.0056080464274089
0.0802451789625411,0.0153779601380149,0.0084015538063362,0.0110041448335006,0.0089020660177016
0.0657724056521009,0.0186418241645402,0.0131260271427994,0.0129474719899929,0.0189604108741201
0.0838689351806347,0.0093107038031534,0.0041337484961914,0.006221672938145,0.0100219496800541
0.0824348375851944,0.0053068121587117,0.0030021980171611,0.0041619633708751,0.0077127608980324
0.0500835760979958,0.024050226819054,0.0182534755341102,0.0244209451870985,0.0171273042407891
0.0699027273534186,0.0185462277529952,0.0117460874949726,0.01803643987941,0.0141331582589097
0.0737924224218375,0.0122153515208015,0.0068123225994744,0.0089019780614656,0.0106746934928928
0.0535921053524193,0.0251230089105036,0.0189705449277535,0.0237934218392103,0.0145226938884968
0.0912956415943018,0.0047067449291822,0.0016507941545316,0.0070973263432492,0.0087755427813574
