mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
individual,P24,P24,arousal,face,gnb,20,10,5,P24,120,96,24,56,64,0.5,0.5,0.5,0.75,0.6,3,9,3,9
individual,P25,P25,arousal,face,gnb,20,10,1,P25,120,96,24,52,68,0.5594405594405594,0.5833333333333334,0.5789473684210527,0.8461538461538461,0.6875,3,8,2,11
individual,P25,P25,arousal,face,gnb,20,10,2,P25,120,96,24,52,68,0.5664335664335665,0.5833333333333334,0.5882352941176471,0.7692307692307693,0.6666666666666666,4,7,3,10
individual,P25,P25,arousal,face,gnb,20,10,3,P25,120,96,24,52,68,0.39285714285714285,0.4583333333333333,0.5238095238095238,0.7857142857142857,0.6285714285714286,0,10,3,11
individual,P25,P25,arousal,face,gnb,20,10,4,P25,120,96,24,52,68,0.6071428571428572,0.625,0.6666666666666666,0.7142857142857143,0.6896551724137931,5,5,4,10
individual,P25,P25,arousal,face,gnb,20,10,5,P25,120,96,24,52,68,0.4714285714285714,0.5,0.5625,0.6428571428571429,0.6,3,7,5,9
individual,P26,P26,arousal,face,gnb,20,10,1,P26,120,96,24,45,75,0.26666666666666666,0.3333333333333333,0.47058823529411764,0.5333333333333333,0.5,0,9,7,8
individual,P26,P26,arousal,face,gnb,20,10,2,P26,120,96,24,45,75,0.48888888888888893,0.5833333333333334,0.6190476190476191,0.8666666666666667,0.7222222222222222,1,8,2,13
individual,P26,P26,arousal,face,gnb,20,10,3,P26,120,96,24,45,75,0.4666666666666667,0.5833333333333334,0.6086956521739131,0.9333333333333333,0.7368421052631579,0,9,1,14
individual,P26,P26,arousal,face,gnb,20,10,4,P26,120,96,24,45,75,0.4444444444444444,0.5,0.5882352941176471,0.6666666666666666,0.625,2,7,5,10
individual,P26,P26,arousal,face,gnb,20,10,5,P26,120,96,24,45,75,0.3666666666666667,0.375,0.5,0.4,0.4444444444444444,3,6,9,6
