participant,target,task,window_id,window_index,window_start_s,high_class_score,nearest_image_distance,image_reference_distance_percentile,image_reference_nearest_distance_p95,image_reference_nearest_distance_max,nearest_distance_exceeds_image_p95,nearest_distance_exceeds_image_max,mean_11_image_neighbor_distance,feature_domain_reliability
P19,valence,stack,stack_s1_18.000,19,18.0,0.0,61.800745382291005,100.0,1.3099880359456375,2.3901764237130623,True,True,63.42888424860707,beyond_image_reference
P19,valence,stack,stack_s1_19.000,20,19.0,0.0,135.58251161674846,100.0,1.3099880359456375,2.3901764237130623,True,True,137.16287409625704,beyond_image_reference
P19,valence,stack,stack_s1_20.000,21,20.0,0.0,146.30908499696676,100.0,1.3099880359456375,2.3901764237130623,True,True,147.88073196453095,beyond_image_reference
P19,valence,stack,stack_s1_21.000,22,21.0,0.0,59.241465346601515,100.0,1.3099880359456375,2.3901764237130623,True,True,60.82177521556243,beyond_image_reference
P19,valence,stack,stack_s1_22.000,23,22.0,5.361499151461001e-26,10.40724545071178,100.0,1.3099880359456375,2.3901764237130623,True,True,11.543709192650757,beyond_image_reference
P19,valence,stack,stack_s1_23.000,24,23.0,1.7111648948141328e-15,6.252681796621455,100.0,1.3099880359456375,2.3901764237130623,True,True,7.535870196480212,beyond_image_reference
P19,valence,stack,stack_s1_24.000,25,24.0,2.1825939475649912e-160,30.51606140289984,100.0,1.3099880359456375,2.3901764237130623,True,True,32.074559591102464,beyond_image_reference
P19,valence,stack,stack_s1_25.000,26,25.0,7.563298183339863e-120,25.435258822509415,100.0,1.3099880359456375,2.3901764237130623,True,True,27.07329706994541,beyond_image_reference
P19,valence,stack,stack_s1_26.000,27,26.0,2.8178901362570266e-116,24.740422575901118,100.0,1.3099880359456375,2.3901764237130623,True,True,26.488896334309473,beyond_image_reference
P19,valence,stack,stack_s1_27.000,28,27.0,1.1278318076760214e-102,22.69686041560389,100.0,1.3099880359456375,2.3901764237130623,True,True,24.55183052720695,beyond_image_reference
P19,valence,stack,stack_s1_28.000,29,28.0,0.0,86.90292154442581,100.0,1.3099880359456375,2.3901764237130623,True,True,88.44996316517695,beyond_image_reference
P19,valence,stack,stack_s1_29.000,30,29.0,0.0,51.56225289237944,100.0,1.3099880359456375,2.3901764237130623,True,True,53.14089282611392,beyond_image_reference
P19,valence,stack,stack_s1_30.000,31,30.0,3.519466357011392e-84,20.433430091484137,100.0,1.3099880359456375,2.3901764237130623,True,True,22.069415477225473,beyond_image_reference
P19,valence,stack,stack_s1_31.000,32,31.0,4.6398763750269775e-106,23.59214572826166,100.0,1.3099880359456375,2.3901764237130623,True,True,25.27933826444049,beyond_image_reference
P19,valence,stack,stack_s1_32.000,33,32.0,0.0,45.20790294390219,100.0,1.3099880359456375,2.3901764237130623,True,True,46.919074206032434,beyond_image_reference
P19,valence,stack,stack_s1_33.000,34,33.0,3.7519931456271245e-116,24.677584406130773,100.0,1.3099880359456375,2.3901764237130623,True,True,26.443141397189514,beyond_image_reference
P19,valence,stack,stack_s1_34.000,35,34.0,4.134414571410687e-16,7.800461773524957,100.0,1.3099880359456375,2.3901764237130623,True,True,8.855567882255205,beyond_image_reference
P19,valence,stack,stack_s1_35.000,36,35.0,9.334326065200234e-10,4.620675080877834,100.0,1.3099880359456375,2.3901764237130623,True,True,5.783594140105857,beyond_image_reference
P19,valence,stack,stack_s1_36.000,37,36.0,1.2327112804919258e-19,7.465910881430873,100.0,1.3099880359456375,2.3901764237130623,True,True,8.982428828346848,beyond_image_reference
P19,valence,stack,stack_s1_37.000,38,37.0,0.0,66.27409153019991,100.0,1.3099880359456375,2.3901764237130623,True,True,67.88375255739273,beyond_image_reference
P19,valence,stack,stack_s1_38.000,39,38.0,0.0,93.09985276960136,100.0,1.3099880359456375,2.3901764237130623,True,True,94.7091496981663,beyond_image_reference
