participant,representation,target,task,window_id,window_index,window_start_s,predicted_class,high_class_score,nearest_image_distance,image_reference_distance_percentile,image_reference_nearest_distance_p95,image_reference_nearest_distance_max,nearest_distance_exceeds_image_p95,nearest_distance_exceeds_image_max,feature_domain_reliability,selected_feature_abs_z_median,selected_feature_abs_z_p95
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_37.000,38,37.0,LOW,0.16199629259212486,1.34406944653373,47.5,2.485158304273641,3.320050218792256,False,False,within_reference,0.6057377482040542,1.2739791105335043
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_38.000,39,38.0,LOW,0.3593157411498282,3.41580973584888,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1073626575148792,2.4050231142525895
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_39.000,40,39.0,LOW,0.24941771207657715,2.090311696689549,90.0,2.485158304273641,3.320050218792256,False,False,within_reference,0.6260250616032919,2.15881325935331
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_40.000,41,40.0,LOW,0.2724460696322722,4.13184119070224,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.0639475403310308,3.2011525090768966
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_41.000,42,41.0,LOW,0.26484557477849713,1.651844834833962,71.66666666666667,2.485158304273641,3.320050218792256,False,False,within_reference,0.6539454898986227,1.3630564773331275
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_42.000,43,42.0,LOW,0.3656805503975426,1.9863834523420874,88.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.6849932150766695,1.1669963691499932
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_43.000,44,43.0,HIGH,0.6212543349763731,1.3932646439724545,52.5,2.485158304273641,3.320050218792256,False,False,within_reference,0.7614622246078966,1.3781581993194032
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_44.000,45,44.0,LOW,0.2791372027405534,2.02285354355979,88.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.896101808106045,1.2952303840096082
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_45.000,46,45.0,LOW,0.1905809579241537,1.718910488705599,78.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.6094219796217256,1.2827223006588175
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_46.000,47,46.0,LOW,0.08343606972306525,1.502990960276622,61.66666666666667,2.485158304273641,3.320050218792256,False,False,within_reference,0.3518061057403121,1.6403887979691256
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_47.000,48,47.0,HIGH,0.7223579636537428,1.7609820434774643,81.66666666666667,2.485158304273641,3.320050218792256,False,False,within_reference,1.0295425558928424,1.3323615517366472
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_48.000,49,48.0,HIGH,0.5571497054789295,2.002106222208894,88.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.8505180585148651,1.496611927218569
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_49.000,50,49.0,HIGH,0.5869822631229097,1.5085277958989511,61.66666666666667,2.485158304273641,3.320050218792256,False,False,within_reference,1.0605486614647093,1.6115163908086032
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_50.000,51,50.0,LOW,0.4362826834084273,3.145618282593614,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.0189281641229777,2.23998761932962
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_51.000,52,51.0,LOW,0.17990367597565624,1.5339683535929556,65.0,2.485158304273641,3.320050218792256,False,False,within_reference,0.5425663335692213,1.1784270452221852
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_52.000,53,52.0,LOW,0.48440919889759243,3.432398293051519,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.9664763284072202,3.7444039695419944
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_53.000,54,53.0,HIGH,0.5727795121110866,2.451793495745496,93.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.6430679864240761,2.8214758931935924
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_54.000,55,54.0,LOW,0.47234252634999147,1.19333099875485,32.5,2.485158304273641,3.320050218792256,False,False,within_reference,0.7140122995771561,1.3735720466328734
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_55.000,56,55.0,LOW,0.27173216970891495,1.6849870997027407,75.83333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.7852360598204517,1.3974995153944836
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_56.000,57,56.0,LOW,0.2687035276801485,4.473760712261664,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8619398020843152,3.5639338214210112
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_57.000,58,57.0,LOW,0.268492774488946,5.6125359921537745,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8710234939267835,4.215615764161985
P19,C0_reproducible_harmonized_no_ICA,arousal,shape_sorter_observation,shape_sorter_observation_s1_58.000,59,58.0,LOW,0.1896504266695454,4.360926264657715,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.181938885674432,3.6913082758497406
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_0.000,1,0.0,HIGH,0.5555587193518741,11.501118116226099,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,2.52598463526245,9.31923114670098
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_1.000,2,1.0,HIGH,0.9099092973908404,98.13705309587085,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,5.182626521028355,72.13608937576109
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_2.000,3,2.0,HIGH,0.9138972398965094,14.103903086394425,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,2.745806304045792,12.106636446894568
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_3.000,4,3.0,LOW,0.2747247292294826,4.219084401902342,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.9114449814504818,3.3144909993559475
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_4.000,5,4.0,LOW,0.2671129284709598,4.596158084644413,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.5458722681604805,3.873448800135093
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_5.000,6,5.0,LOW,0.24229873088117446,1.5413139432543126,65.83333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.3816587352485399,1.727730611048243
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_6.000,7,6.0,LOW,0.2545228895169802,3.1717920890337177,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.053217551404599,2.7778971969173503
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_7.000,8,7.0,LOW,0.2644006265755309,2.5429279922274164,95.83333333333334,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.9901580124889471,2.3686539326552465
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_8.000,9,8.0,LOW,0.26069869659784545,2.2899774131243373,91.66666666666666,2.485158304273641,3.320050218792256,False,False,within_reference,1.090595744461917,1.4855669994071452
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_9.000,10,9.0,LOW,0.24629649522681196,2.4787647335993475,93.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.6539771281528881,1.9798724300453174
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_10.000,11,10.0,HIGH,0.5337864287024551,3.296182406976736,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.961964970625965,2.5478796240625363
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_11.000,12,11.0,LOW,0.2714926035679691,2.96365027569209,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.6519827112059773,2.2483274778146853
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_12.000,13,12.0,LOW,0.08711305426161943,2.1496352486082486,90.0,2.485158304273641,3.320050218792256,False,False,within_reference,0.4668711277683807,1.8265797789090028
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_13.000,14,13.0,HIGH,0.7428974247410615,1.5460723176684785,65.83333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.7682016922239211,1.3068658561065498
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_14.000,15,14.0,LOW,0.34170222056305943,2.3092816813742676,91.66666666666666,2.485158304273641,3.320050218792256,False,False,within_reference,0.7334220662019455,1.5721201622887966
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_15.000,16,15.0,HIGH,0.6183457410916701,3.479721197883225,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.3596762378725051,2.7657766265239583
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_16.000,17,16.0,HIGH,0.63377460056293,3.9233914872112945,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.7884287689176357,3.559523109163008
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_17.000,18,17.0,LOW,0.18210266303400702,2.1837425625717937,90.83333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.3431332155248552,1.8640981231968126
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_18.000,19,18.0,HIGH,0.6740742066580035,1.0808135611894603,15.833333333333332,2.485158304273641,3.320050218792256,False,False,within_reference,1.3703283143044538,1.6723878220715565
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_19.000,20,19.0,HIGH,0.6875754173014808,1.5366670304243684,65.0,2.485158304273641,3.320050218792256,False,False,within_reference,0.9903522165457994,1.943501307980519
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_20.000,21,20.0,HIGH,0.6284186944155739,2.9097359700887035,98.33333333333333,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.307938699331357,2.587291239132606
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_21.000,22,21.0,LOW,0.1959113407682912,3.4854304347167515,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.5953296353182123,2.7872370604997334
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_22.000,23,22.0,LOW,0.24907145129901148,2.0306377975263477,88.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,1.5725041472829107,2.4568003708973833
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_23.000,24,23.0,LOW,0.2603469095758579,2.9750672445239474,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.362740119849437,3.2802100129885368
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_24.000,25,24.0,LOW,0.2712054380150406,3.8989452570950185,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.4313721706778674,3.245402507030625
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_25.000,26,25.0,LOW,0.18721971229984063,2.3817918241357674,93.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.43981868778368394,2.2768912588430807
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_26.000,27,26.0,LOW,0.16112695370833313,2.107567773657489,90.0,2.485158304273641,3.320050218792256,False,False,within_reference,1.243292889833108,2.7783817832185105
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_27.000,28,27.0,LOW,0.17866606081625686,2.360355172816735,92.5,2.485158304273641,3.320050218792256,False,False,within_reference,0.7416049862927605,2.1510040182991856
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_28.000,29,28.0,LOW,0.16794291605189868,2.7348091933065923,96.66666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.1501286303437626,3.52235774068299
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_29.000,30,29.0,LOW,0.10372727705520783,2.6119423905957335,96.66666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.3380014181833122,2.8577170567402566
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_30.000,31,30.0,LOW,0.35274163378092066,3.6519927448538456,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.3010596103244478,2.6390739026172176
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_31.000,32,31.0,LOW,0.4469433119246,2.8969862457451425,98.33333333333333,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.323496314612906,2.412999775963097
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_32.000,33,32.0,LOW,0.4506953588892631,2.4904554881118397,95.83333333333334,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.9112078626056375,2.544554490018472
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_33.000,34,33.0,LOW,0.08378653722530155,2.1788939894582016,90.83333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.5304690444370295,1.7612002081012303
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_34.000,35,34.0,LOW,0.2600120353220455,3.691881606649725,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8063586112170346,3.0799698646967464
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_35.000,36,35.0,LOW,0.26897744372334764,4.8302324381240584,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.6756326050999093,4.061223722932916
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_36.000,37,36.0,LOW,0.17449348669073297,4.589942297050807,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1151167987830313,4.281496215717604
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_37.000,38,37.0,LOW,0.16781293294426217,3.8431966101075083,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.494252080592045,3.959996349380911
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_38.000,39,38.0,LOW,0.09343489183970999,2.164897578697042,90.0,2.485158304273641,3.320050218792256,False,False,within_reference,1.0293690754605898,1.7125048079486431
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_39.000,40,39.0,LOW,0.10053994479089201,3.57689680286348,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.6184676227552224,3.05860466818149
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_40.000,41,40.0,LOW,0.17779411679351773,4.189174731399533,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.3935907050662751,3.4579279029950047
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_41.000,42,41.0,LOW,0.31007216638933477,0.9886188324430925,12.5,2.485158304273641,3.320050218792256,False,False,within_reference,0.5999953585571713,1.4859471517380998
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_42.000,43,42.0,LOW,0.18748150670535227,3.5408333160574674,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.6489037018582715,2.942347539838228
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_43.000,44,43.0,LOW,0.27660926732682356,4.5721737646318035,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.119580528791297,3.5536122162750026
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_44.000,45,44.0,LOW,0.18302031585775808,4.191815307126497,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1715079693576267,3.2791295161799616
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_45.000,46,45.0,LOW,0.1810285352251173,3.0806297577451596,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.5469439353057379,2.3697110285767264
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_46.000,47,46.0,LOW,0.18154317371147902,3.2189075979999577,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.6137063738197357,3.3545499419572855
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_47.000,48,47.0,LOW,0.1642450538023945,2.99067027841347,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.7663063536837214,3.69815680417461
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_48.000,49,48.0,LOW,0.4463484337175895,2.9642389196102554,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.0979841272757005,2.4973919540988727
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_49.000,50,49.0,HIGH,0.6219046257823138,3.147267327212588,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.3286591324872128,2.339775106724503
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_50.000,51,50.0,LOW,0.27852311903866,2.5114079435664913,95.83333333333334,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.8341741423182272,1.8708656240404302
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_51.000,52,51.0,LOW,0.3494158694146558,3.1827717509931457,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.9425097452592364,2.6925232858036425
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_52.000,53,52.0,LOW,0.363982014984611,2.366288966263856,93.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.6384762848295855,1.8624520176721384
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_53.000,54,53.0,LOW,0.1644979842908636,1.9473749378032474,88.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,0.776869157960105,1.6159131125497879
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_54.000,55,54.0,LOW,0.09007681729245821,3.845452962128406,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.3556164271429378,3.127901227414129
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_55.000,56,55.0,LOW,0.08312118346807933,2.614115782837608,96.66666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.7555286407403946,2.234673531043283
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_56.000,57,56.0,HIGH,0.5368269209316853,2.260840265526319,91.66666666666666,2.485158304273641,3.320050218792256,False,False,within_reference,0.9409932266672572,1.8641759532710331
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_57.000,58,57.0,HIGH,0.8039711663533055,1.693930739666891,75.83333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,1.049776294524722,1.4731575177577716
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_58.000,59,58.0,LOW,0.1828291998817494,4.742036694781573,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.2328738389206524,3.4360561980963538
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_59.000,60,59.0,LOW,0.27829659280829705,5.1362853169469105,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.6009497671446364,3.568896692402019
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_60.000,61,60.0,LOW,0.26931884571773407,4.7836092563638415,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.4397732827033552,3.5971679448227833
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_61.000,62,61.0,LOW,0.4352316409467081,4.242688426814721,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.7948523109888896,3.178451302017288
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_62.000,63,62.0,LOW,0.455376915018452,2.138912529465697,90.0,2.485158304273641,3.320050218792256,False,False,within_reference,0.9740581713740861,1.5510344179877893
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_63.000,64,63.0,LOW,0.17807998841947464,5.039469946218712,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.3938093130578806,3.7688089453733618
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_64.000,65,64.0,LOW,0.08805464552450562,5.13772169784492,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1506057739867241,3.7696985284568876
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_65.000,66,65.0,LOW,0.2622612728708691,2.447536818629516,93.33333333333333,2.485158304273641,3.320050218792256,False,False,within_reference,1.0394936468602367,1.975994714889138
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_66.000,67,66.0,LOW,0.4419302329434114,3.4712798460186516,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.9144764365800636,2.8302075279624823
P19,C0_reproducible_harmonized_no_ICA,arousal,stack,stack_s1_67.000,68,67.0,LOW,0.35724216523249624,6.1005247487051495,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.8818537804862017,4.239720286534685
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_0.000,1,0.0,HIGH,0.5570412863072639,11.171262744160687,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,2.4104690970467484,9.062838154237491
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_1.000,2,1.0,HIGH,0.9099276952451698,89.23794603517793,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,7.197130032718497,63.95739330656539
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_2.000,3,2.0,HIGH,0.9116191538765787,15.461468548367332,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,2.3420518122224223,12.465207351486885
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_3.000,4,3.0,LOW,0.17772974261065325,8.689534561839283,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.4020654654252344,6.439443301675892
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_4.000,5,4.0,LOW,0.18280944643993682,6.733565658168832,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.6989408330734772,5.004371164211902
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_5.000,6,5.0,LOW,0.17813096195232173,8.97902839802738,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.441398357217441,6.912166039746408
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_6.000,7,6.0,LOW,0.17859575685613105,7.0299446007533755,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8399201098489356,5.850068740642053
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_7.000,8,7.0,LOW,0.099091377814575,6.596080952965745,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8196279942698106,4.8444912723847295
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_8.000,9,8.0,LOW,0.2748865602823082,4.599068779944533,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1565591805196123,3.6793348614210597
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_9.000,10,9.0,LOW,0.2785865381150072,5.842579921897158,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1124228376037575,4.54974602683145
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_10.000,11,10.0,LOW,0.27437264819073576,4.752876107205367,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.9254037994629299,3.704747085167532
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_11.000,12,11.0,HIGH,0.7862772915127018,3.206833471502872,99.16666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,1.4721547647635795,2.5381427988031193
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_12.000,13,12.0,LOW,0.3733957437120728,2.7318401536196926,96.66666666666667,2.485158304273641,3.320050218792256,True,False,above_image_95pct,0.8461596453444549,2.184474904273462
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_13.000,14,13.0,LOW,0.2607050365129258,3.5670992825673977,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.9276645626303877,2.823055515675941
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_14.000,15,14.0,LOW,0.3256775625234482,4.02013490974998,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1346703274613121,5.053175089446183
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_15.000,16,15.0,LOW,0.25489533605217507,6.572968194842533,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.1761638414958424,5.568559467825706
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_16.000,17,16.0,LOW,0.17374404629832685,8.58771995290966,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.2427558858749688,6.592541760902061
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_17.000,18,17.0,LOW,0.17270925092583428,6.72365908545792,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.3194833491860263,5.262415975590197
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_18.000,19,18.0,LOW,0.19204254563964565,4.45142540381008,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.0921643429371481,3.5509323559784707
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_19.000,20,19.0,LOW,0.2754281898659465,5.665121050435803,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.5437911605164811,4.253430490121212
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_20.000,21,20.0,LOW,0.26246322197909056,4.653950591712446,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.9785857441158783,3.4529478252677324
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_21.000,22,21.0,LOW,0.08820386979231537,5.647919557706928,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8919027867714151,4.202849518800141
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_22.000,23,22.0,LOW,0.17999651461450625,7.639775310073413,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,0.8316012188814798,5.598265724974784
P19,C0_reproducible_harmonized_no_ICA,arousal,sisyphus,sisyphus_s1_23.000,24,23.0,LOW,0.27140068765636727,6.0456605057342205,100.0,2.485158304273641,3.320050218792256,True,True,beyond_image_reference,1.444697606413746,4.534590685729337
