branch,target,task_type,metric,n_participants,mean,sd,median,q1,q3,iqr
modality_agnostic,arousal,Alone,absolute_margin,44,0.27204284263737794,0.15910861579118937,0.24356153969655875,0.15821203267230244,0.4343061399938064,0.27609410732150397
modality_agnostic,arousal,Alone,unanimous_agreement_rate,44,0.6744232295633584,0.31397800169543716,0.75,0.5,1.0,0.5
modality_agnostic,arousal,Alone,disagreement_rate,44,0.3255767704366417,0.31397800169543716,0.25,0.0,0.5,0.5
modality_agnostic,arousal,Alone,mean_top3_probability_range,44,0.35468043582798886,0.20444585682950125,0.3444072649097397,0.22463876345151862,0.4758796101474786,0.25124084669596
modality_agnostic,arousal,Alone,median_top3_probability_range,44,0.34725939760884894,0.23517106040897917,0.3199548251331742,0.17699444120535027,0.44843508131417187,0.27144064010882163
modality_agnostic,arousal,Alone,complete_top3_coverage,44,0.7613203995404345,0.2559878653768645,0.756578947368421,0.5286377708978328,1.0,0.4713622291021672
modality_agnostic,arousal,Alone,nearest_image_distance,44,9.945025043681554,21.67853813673881,5.160040732131567,2.9826608705191298,7.646733483232662,4.664072612713532
modality_agnostic,arousal,Alone,outside_selected_fraction,44,0.25239408732493424,0.18863915497780404,0.20625,0.10267857142857137,0.41875,0.31607142857142867
modality_agnostic,arousal,Alone,median_abs_image_z,44,1.6127042591110126,1.1214727987698134,1.1060558318016316,0.8835732651039857,1.9010840999346152,1.0175108348306297
modality_agnostic,valence,Observation,task_consensus_p_high,46,0.562101769765211,0.1973623596154403,0.5409942788410611,0.44286306717452983,0.6781251710182267,0.23526210384369683
modality_agnostic,valence,Observation,absolute_margin,46,0.167763600708875,0.13477658426594039,0.11710964171388877,0.07225773051406867,0.24319146977691475,0.17093373926284608
modality_agnostic,valence,Observation,unanimous_agreement_rate,46,0.5382139454222243,0.20705928138767754,0.5514552337557431,0.39281224343185545,0.7089098651466237,0.31609762171476824
modality_agnostic,valence,Observation,disagreement_rate,46,0.46178605457777566,0.2070592813876776,0.4485447662442569,0.29109013485337637,0.6071877565681445,0.31609762171476813
