mode,participant,held_out_participant,target,modality,classifier,feature_count_request,feature_count_resolved,fold,training_participants,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,precision,recall,f1,tn,fp,fn,tp
individual,P05,P05,valence,eeg,knn,5,5,1,P05,117,93,24,62,55,0.4755244755244755,0.5,0.4,0.18181818181818182,0.25,10,3,9,2
individual,P05,P05,valence,eeg,knn,5,5,2,P05,117,93,24,62,55,0.44405594405594406,0.4583333333333333,0.375,0.2727272727272727,0.3157894736842105,8,5,8,3
individual,P05,P05,valence,eeg,knn,5,5,3,P05,117,94,23,62,55,0.4242424242424242,0.43478260869565216,0.3333333333333333,0.18181818181818182,0.23529411764705882,8,4,9,2
individual,P05,P05,valence,eeg,knn,5,5,4,P05,117,94,23,62,55,0.46969696969696967,0.4782608695652174,0.42857142857142855,0.2727272727272727,0.3333333333333333,8,4,8,3
individual,P05,P05,valence,eeg,knn,5,5,5,P05,117,94,23,62,55,0.7348484848484849,0.7391304347826086,0.7777777777777778,0.6363636363636364,0.7,10,2,4,7
individual,P06,P06,valence,eeg,knn,5,5,1,P06,115,92,23,44,71,0.6111111111111112,0.6956521739130435,0.6666666666666666,1.0,0.8,2,7,0,14
individual,P06,P06,valence,eeg,knn,5,5,2,P06,115,92,23,44,71,0.3611111111111111,0.391304347826087,0.5,0.5,0.5,2,7,7,7
individual,P06,P06,valence,eeg,knn,5,5,3,P06,115,92,23,44,71,0.5753968253968254,0.6521739130434783,0.65,0.9285714285714286,0.7647058823529411,2,7,1,13
individual,P06,P06,valence,eeg,knn,5,5,4,P06,115,92,23,44,71,0.4841269841269841,0.5652173913043478,0.6,0.8571428571428571,0.7058823529411765,1,8,2,12
individual,P06,P06,valence,eeg,knn,5,5,5,P06,115,92,23,44,71,0.775,0.782608695652174,0.8571428571428571,0.8,0.8275862068965517,6,2,3,12
individual,P07,P07,valence,eeg,knn,5,5,1,P07,119,95,24,25,94,0.5,0.7916666666666666,0.7916666666666666,1.0,0.8837209302325582,0,5,0,19
individual,P07,P07,valence,eeg,knn,5,5,2,P07,119,95,24,25,94,0.5684210526315789,0.6666666666666666,0.8235294117647058,0.7368421052631579,0.7777777777777778,2,3,5,14
individual,P07,P07,valence,eeg,knn,5,5,3,P07,119,95,24,25,94,0.47368421052631576,0.75,0.782608695652174,0.9473684210526315,0.8571428571428571,0,5,1,18
individual,P07,P07,valence,eeg,knn,5,5,4,P07,119,95,24,25,94,0.5,0.7916666666666666,0.7916666666666666,1.0,0.8837209302325582,0,5,0,19
individual,P07,P07,valence,eeg,knn,5,5,5,P07,119,96,23,25,94,0.3611111111111111,0.5652173913043478,0.7222222222222222,0.7222222222222222,0.7222222222222222,0,5,5,13
individual,P08,P08,valence,eeg,knn,5,5,1,P08,109,87,22,55,54,0.5,0.5,0.5,0.2727272727272727,0.35294117647058826,8,3,8,3
individual,P08,P08,valence,eeg,knn,5,5,2,P08,109,87,22,55,54,0.5,0.5,0.5,0.45454545454545453,0.47619047619047616,6,5,6,5
individual,P08,P08,valence,eeg,knn,5,5,3,P08,109,87,22,55,54,0.5454545454545454,0.5454545454545454,0.5555555555555556,0.45454545454545453,0.5,7,4,6,5
individual,P08,P08,valence,eeg,knn,5,5,4,P08,109,87,22,55,54,0.40909090909090906,0.4090909090909091,0.4,0.36363636363636365,0.38095238095238093,5,6,7,4
individual,P08,P08,valence,eeg,knn,5,5,5,P08,109,88,21,55,54,0.5727272727272728,0.5714285714285714,0.5454545454545454,0.6,0.5714285714285714,6,5,4,6
individual,P09,P09,valence,eeg,knn,5,5,1,P09,115,92,23,47,68,0.4076923076923077,0.43478260869565216,0.5,0.6153846153846154,0.5517241379310345,2,8,5,8
individual,P09,P09,valence,eeg,knn,5,5,2,P09,115,92,23,47,68,0.48461538461538467,0.5217391304347826,0.5555555555555556,0.7692307692307693,0.6451612903225806,2,8,3,10
individual,P09,P09,valence,eeg,knn,5,5,3,P09,115,92,23,47,68,0.3968253968253968,0.43478260869565216,0.5333333333333333,0.5714285714285714,0.5517241379310345,2,7,6,8
individual,P09,P09,valence,eeg,knn,5,5,4,P09,115,92,23,47,68,0.18253968253968253,0.17391304347826086,0.2222222222222222,0.14285714285714285,0.17391304347826086,2,7,12,2
individual,P09,P09,valence,eeg,knn,5,5,5,P09,115,92,23,47,68,0.41666666666666663,0.43478260869565216,0.5384615384615384,0.5,0.5185185185185185,3,6,7,7
individual,P12,P12,valence,eeg,knn,5,5,1,P12,120,96,24,36,84,0.5840336134453781,0.7083333333333334,0.75,0.8823529411764706,0.8108108108108109,2,5,2,15
individual,P12,P12,valence,eeg,knn,5,5,2,P12,120,96,24,36,84,0.45378151260504196,0.5833333333333334,0.6842105263157895,0.7647058823529411,0.7222222222222222,1,6,4,13
individual,P12,P12,valence,eeg,knn,5,5,3,P12,120,96,24,36,84,0.4411764705882353,0.625,0.6818181818181818,0.8823529411764706,0.7692307692307693,0,7,2,15
individual,P12,P12,valence,eeg,knn,5,5,4,P12,120,96,24,36,84,0.726890756302521,0.7916666666666666,0.8333333333333334,0.8823529411764706,0.8571428571428571,4,3,2,15
individual,P12,P12,valence,eeg,knn,5,5,5,P12,120,96,24,36,84,0.5,0.5833333333333334,0.6666666666666666,0.75,0.7058823529411765,2,6,4,12
individual,P13,P13,valence,eeg,knn,5,5,1,P13,88,70,18,28,60,0.2916666666666667,0.3888888888888889,0.5384615384615384,0.5833333333333334,0.56,0,6,5,7
individual,P13,P13,valence,eeg,knn,5,5,2,P13,88,70,18,28,60,0.41666666666666663,0.5,0.6153846153846154,0.6666666666666666,0.64,1,5,4,8
individual,P13,P13,valence,eeg,knn,5,5,3,P13,88,70,18,28,60,0.3333333333333333,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.6153846153846154,0,6,4,8
individual,P13,P13,valence,eeg,knn,5,5,4,P13,88,71,17,28,60,0.4166666666666667,0.5882352941176471,0.6666666666666666,0.8333333333333334,0.7407407407407407,0,5,2,10
individual,P13,P13,valence,eeg,knn,5,5,5,P13,88,71,17,28,60,0.475,0.5882352941176471,0.6923076923076923,0.75,0.72,1,4,3,9
individual,P21,P21,valence,eeg,knn,5,5,1,P21,111,88,23,26,85,0.5833333333333334,0.782608695652174,0.7727272727272727,1.0,0.8717948717948718,1,5,0,17
individual,P21,P21,valence,eeg,knn,5,5,2,P21,111,89,22,26,85,0.47058823529411764,0.7272727272727273,0.7619047619047619,0.9411764705882353,0.8421052631578947,0,5,1,16
individual,P21,P21,valence,eeg,knn,5,5,3,P21,111,89,22,26,85,0.6,0.8181818181818182,0.8095238095238095,1.0,0.8947368421052632,1,4,0,17
individual,P21,P21,valence,eeg,knn,5,5,4,P21,111,89,22,26,85,0.5,0.7727272727272727,0.7727272727272727,1.0,0.8717948717948718,0,5,0,17
individual,P21,P21,valence,eeg,knn,5,5,5,P21,111,89,22,26,85,0.5411764705882353,0.7272727272727273,0.7894736842105263,0.8823529411764706,0.8333333333333334,1,4,2,15
individual,P28,P28,valence,eeg,knn,5,5,1,P28,110,88,22,38,72,0.5892857142857143,0.6818181818181818,0.6842105263157895,0.9285714285714286,0.7878787878787878,2,6,1,13
individual,P28,P28,valence,eeg,knn,5,5,2,P28,110,88,22,38,72,0.5803571428571428,0.6363636363636364,0.6875,0.7857142857142857,0.7333333333333333,3,5,3,11
individual,P28,P28,valence,eeg,knn,5,5,3,P28,110,88,22,38,72,0.44642857142857145,0.5,0.6,0.6428571428571429,0.6206896551724138,2,6,5,9
individual,P28,P28,valence,eeg,knn,5,5,4,P28,110,88,22,38,72,0.6571428571428571,0.6363636363636364,0.8181818181818182,0.6,0.6923076923076923,5,2,6,9
individual,P28,P28,valence,eeg,knn,5,5,5,P28,110,88,22,38,72,0.3333333333333333,0.45454545454545453,0.5882352941176471,0.6666666666666666,0.625,0,7,5,10
individual,P29,P29,valence,eeg,knn,5,5,1,P29,110,88,22,46,64,0.47435897435897434,0.5,0.5714285714285714,0.6153846153846154,0.5925925925925926,3,6,5,8
individual,P29,P29,valence,eeg,knn,5,5,2,P29,110,88,22,46,64,0.45726495726495725,0.5,0.5625,0.6923076923076923,0.6206896551724138,2,7,4,9
individual,P29,P29,valence,eeg,knn,5,5,3,P29,110,88,22,46,64,0.5128205128205128,0.5454545454545454,0.6,0.6923076923076923,0.6428571428571429,3,6,4,9
individual,P29,P29,valence,eeg,knn,5,5,4,P29,110,88,22,46,64,0.44017094017094016,0.5,0.5555555555555556,0.7692307692307693,0.6451612903225806,1,8,3,10
