eeg_sd__Fz,eeg_hm__Oz,eeg_hm__Pz,eeg_hc__Pz,eeg_mf_hz__C4,eeg_mf_hz__Oz,eeg_bp_delta__C4,eeg_se_delta__Oz,eeg_bp_theta__C4,eeg_bp_theta__Oz,eeg_se_theta__Cz,eeg_se_theta__Fz,eeg_se_alpha__C4,eeg_se_alpha__Fz,eeg_se_alpha__PO7,eeg_bp_gamma__PO7,video_irisdo_norm_std,video_eso_norm_std,video_enso_norm_std,video_mwo_norm_std
8.644257835548867,0.275787843803172,0.237449388219364,2.2402802119213217,8.0,6.0,1.955596725880766,1.9275165426736152,3.404250882411852,5.911696092508798,1.92856321997205,2.1029183058189083,2.0742000049127944,2.3067313286860265,2.2302585607388044,0.3475069627920231,0.0218474443408888,0.0110883035137449,0.027456854060102,0.015771182672747
9.471022995683972,0.2442860386430568,0.2626268852037247,1.9909616165675093,3.0,6.0,8.235959408134805,1.7156887757064834,1.8404736710135343,10.26158324452973,2.2628274250627785,2.148824395954988,2.149341592710336,1.997392323472531,1.9428400285160623,0.5534667684144174,0.0183031246765711,0.014106277080366,0.0238088167263051,0.0123218891794952
7.593807973520538,0.2082876607190233,0.1878891717082553,2.712358268818894,5.0,4.0,8.004662808777805,1.8662773189531296,4.441046038542915,11.371041663493816,2.087799625195064,2.217991755415774,2.241361751549204,2.2412635213290497,2.2704422773487707,0.3273747051105079,0.0077301626805735,0.0033368156673698,0.0080763302896034,0.0104576328266081
8.265097806396524,0.2465338493058633,0.2068151929066504,2.5627851763569605,7.0,5.0,1.9364676159207657,1.788847187637396,1.6327830643258898,5.881291731359335,2.113920059259164,2.1976130271924297,2.073262815265551,2.205414050507275,2.2043786188075423,0.1964305275108715,0.0137434762730671,0.0092754460635275,0.0189506815804433,0.0070049165163785
5.619826445326906,0.2692700532783859,0.2310531256179392,2.296270249769148,6.0,7.0,3.79825743114446,1.8994459345048715,3.291081855158085,6.048234449679375,2.173479008899078,2.2648346306794043,2.2572352709499355,2.241616327198922,1.9543369085500548,0.2846852824330725,0.0134484296715541,0.0113015792002516,0.0143004385974413,0.009016170228353
9.271833022698251,0.2882653464606747,0.2749922858489497,1.9756538818716791,6.0,6.0,5.091784035440048,1.927744351749804,2.930897575687874,6.132588908353794,2.276515814993489,2.146786986586797,2.000762045014775,2.190515003052937,2.308622433252685,0.5176282002025818,0.0179482701191246,0.0137759583638741,0.0202811684998115,0.0108688126830718
6.618691887359713,0.3232367374430522,0.2403163021435866,2.0458879931858247,10.0,9.0,2.831979410114353,1.9913541403075,2.4186717625951126,8.231327156728451,1.9102210172108864,2.1308064093656074,2.1402362966017883,2.210145224250588,2.284984470754812,0.4048184861785852,0.0142974279301906,0.0077487602714718,0.011895977276448,0.0138126016819932
9.228658609583244,0.2081335680180587,0.215952729327557,2.3313898622427307,10.0,5.0,1.92787370061431,1.9441456329329017,1.2355212173325083,30.781399090814585,1.846910591252356,2.1944369913439026,2.09026541109096,2.2035017280870868,2.1292494270575397,0.3494848140801812,0.0267693489977031,0.0110398689812173,0.0247238882688049,0.0125029085994171
10.48624279851018,0.1999831895394576,0.2514752265253288,2.1396478497389,8.0,5.0,4.183230948230024,1.954156185801624,2.356915915255362,5.205287948614416,2.2629800410924,2.29431472352074,2.157740730414199,2.055913923597605,2.021256140930772,0.3201750928679983,0.0152345646260801,0.0115848670934904,0.0182237222400537,0.0073846974193131
6.641361302746125,0.3262981197169272,0.2212591989722356,2.438886807928943,13.0,8.0,1.5258130077259793,1.7701517811543543,1.5427030865946705,4.6185153883425,1.904969023216079,2.076273201140813,2.145595962069908,2.10179683564781,2.2089324472560063,0.472663439470019,0.0119168097678058,0.0066351308288901,0.012913960908215,0.009445179055817
