eeg_se__C3,eeg_se__Cz,eeg_hm__C3,eeg_hm__Oz,eeg_hc__C3,eeg_hc__Cz,eeg_hc__Oz,eeg_hc__Pz,eeg_mf_hz__C3,eeg_bp_delta__C3,eeg_bp_delta__Cz,eeg_bp_delta__Oz,eeg_se_delta__C3,eeg_se_delta__PO7,eeg_se_theta__Cz,eeg_se_theta__Fz,eeg_bp_alpha__C4,eeg_se_alpha__C4,eeg_se_beta__C3,eeg_se_beta__Oz
4.527214110931131,4.353057039136963,0.3233295742559642,0.2741548516929536,1.6887077960850416,1.8090696171914324,1.9531389895118756,2.077115347216121,8.0,2.136915844999528,4.748045917063712,9.4764726561542,1.9308327285993527,1.9570191812967144,2.10708566317957,1.7927296749318922,1.584033702633958,2.162291984314836,3.876013718669988,3.88805998597166
3.9772515638524975,3.710964692722603,0.3114766067626814,0.2200368557216174,1.8051750990497355,2.2196387970358757,2.353239295176634,1.6916741440022844,4.0,5.699058629205474,11.139143623382008,23.58052185967251,1.8144113598742344,1.827861791815682,2.01570650616179,1.7465118889073503,0.8478575008398295,2.1415493652912687,3.958101848665039,3.916582850484231
4.428337891510525,4.584867724446557,0.3222487510777524,0.2638172697333662,1.5530413549229125,1.5946555006928669,2.173848707018834,1.4460267419721955,12.0,2.602475023409743,2.474427940651801,6.718274877454445,1.776016222146019,1.947796952867976,2.182724145966944,2.2363773094822443,2.908248537723024,1.9336337518778457,3.620106603653096,3.918976928658226
4.475228618579822,4.214804552534989,0.3229952983341088,0.2904450965616598,1.687986662239061,1.928506878885317,1.8383524488959748,1.563837473108734,9.0,3.1167594494459285,6.08939870108069,5.902012463258379,1.972714913304635,1.826457883766848,2.170141618727073,2.1471656412929727,0.5700969216988072,2.16445448782385,3.819295927996369,3.848354155790672
4.529197100454775,4.293645104134716,0.364889892411841,0.3075288775407251,1.33896481207596,1.538178986626977,1.6888214736384008,1.476948945481594,11.0,1.2172171688283695,3.825575054387796,4.907103172813029,1.8631656904650185,1.4847518243642133,2.2593216070261875,2.1517714843125715,1.3675377741148478,2.153673963287823,3.653009287459785,3.711270659659785
4.549405082124157,4.57085586976962,0.3659669788795078,0.304858969339527,1.457950102802871,1.627116770605654,1.8746893096062172,1.522827625723535,14.0,1.8503696091491864,2.3907159539328635,4.802083366519142,1.7342492529723257,1.9576579948145565,2.240849710784097,2.278518054327301,1.067474680062779,2.03369673155641,3.698435169731389,3.859358049846456
4.483765575631933,4.419502145537561,0.327367183499121,0.2335814451207202,1.5884498097286903,1.6087217964266007,2.028623091012152,1.346490519600415,11.0,1.9355403240181857,4.001866269228688,10.530985133078207,1.7261953836590016,1.916974681079314,1.957355878185322,2.0914020388650805,1.4290205454995406,2.302276331363635,3.721557051510875,3.590966556685138
4.398428372990904,4.218200818342375,0.343394466668217,0.2819854034228731,1.5245929889284442,1.86066229725464,1.9987928637802617,1.6832568362618108,11.0,0.6151062068981411,4.713824091003159,6.528659510464832,1.7615671489911535,1.917333799334244,2.1809732958258765,2.04188717221511,2.343528977835987,2.098906105934113,3.6455986545811103,3.9131753298858727
4.655635153768191,4.0249231402368055,0.3575679558795334,0.2624072303746477,1.55618033929461,2.123626456346752,2.0056948833663912,1.5894899021730418,12.0,1.1350617533952652,7.766217857163993,9.506120339753178,1.905839257269998,1.810234594620419,2.1552011190205915,2.08867277543477,1.040224247469521,2.263966590744344,3.642599592832656,3.787502889448503
4.478426305135779,4.509275349212217,0.3202598773391641,0.2649130798585064,1.646003340679277,1.641874481644535,1.9707650833567447,1.713524297242912,12.0,3.6308380003077634,4.1585674435643325,6.414772321813878,1.805082671255074,1.876254383646066,2.1979120168547945,2.1784491410837257,1.1055971669452695,2.2467399329338504,3.60811637941885,3.628140051962256
