participant,target,task,model_rank,model_label,condition,median_nearest_image_distance,median_abs_z,out_of_range_fraction,shift_flag,shift_reason
P27,valence,pick_place,3,Eeg SVM Top-20,no-ICA,3.6985588514019447,0.8238136911913103,0.0695121951219512,False,
P27,valence,shape_sorter_alone,3,Eeg SVM Top-20,no-ICA,4.208615635197467,0.8094576780887708,0.0844827586206896,False,
P27,valence,shape_sorter_interaction,3,Eeg SVM Top-20,no-ICA,4.231234831539147,0.804214511686334,0.0789473684210526,False,
P27,valence,shape_sorter_observation,3,Eeg SVM Top-20,no-ICA,3.74866152947188,0.7480722921318057,0.0566666666666666,False,
P27,valence,sisyphus,3,Eeg SVM Top-20,no-ICA,5.000428410388915,0.9435487242329929,0.1720472440944882,False,
P27,valence,stack,3,Eeg SVM Top-20,no-ICA,4.083373614281938,0.8860945868618106,0.0735714285714286,False,
P27,arousal,pick_place,1,Multimodal KNN Top-5,no-ICA,0.834833751316019,0.6233862076712421,0.0171428571428571,False,
P27,arousal,shape_sorter_alone,1,Multimodal KNN Top-5,no-ICA,2.9332741799020647,0.8736221222944968,0.1666666666666667,False,
P27,arousal,shape_sorter_interaction,1,Multimodal KNN Top-5,no-ICA,1.1093912636406356,0.5886830198025913,0.0551724137931034,False,
P27,arousal,shape_sorter_observation,1,Multimodal KNN Top-5,no-ICA,0.7204041788974874,0.710937481266725,0.0113207547169811,False,
P27,arousal,sisyphus,1,Multimodal KNN Top-5,no-ICA,1.6509837822216715,0.7215106858880604,0.155,False,
P27,arousal,stack,1,Multimodal KNN Top-5,no-ICA,0.8394425980939376,0.7362278405555394,0.009375,False,
P27,arousal,pick_place,2,Multimodal GNB Top-10,no-ICA,2.215696728393886,0.6654360338594313,0.0228571428571428,False,
P27,arousal,shape_sorter_alone,2,Multimodal GNB Top-10,no-ICA,5.597665271394172,0.9064447794048412,0.15,False,
P27,arousal,shape_sorter_interaction,2,Multimodal GNB Top-10,no-ICA,2.4212887467863857,0.6579100548596051,0.0425287356321839,False,
P27,arousal,shape_sorter_observation,2,Multimodal GNB Top-10,no-ICA,2.000962123667169,0.7136773192924459,0.0169811320754716,False,
P27,arousal,sisyphus,2,Multimodal GNB Top-10,no-ICA,2.6677171797732973,0.7635117514193075,0.1258333333333333,False,
P27,arousal,stack,2,Multimodal GNB Top-10,no-ICA,2.14385314965184,0.6959194203730329,0.0171875,False,
P27,arousal,pick_place,3,Eeg KNN Top-5,no-ICA,1.1782148568852648,0.736116902617758,0.0634146341463414,False,
P27,arousal,shape_sorter_alone,3,Eeg KNN Top-5,no-ICA,2.9477889173105787,0.7588349291587962,0.1793103448275862,False,
P27,arousal,shape_sorter_interaction,3,Eeg KNN Top-5,no-ICA,1.305096107598471,0.6980626953611062,0.0905263157894736,False,
P27,arousal,shape_sorter_observation,3,Eeg KNN Top-5,no-ICA,0.9877054121681852,0.7508654537190518,0.05,False,
P27,arousal,sisyphus,3,Eeg KNN Top-5,no-ICA,2.046580519571173,0.9987457204029792,0.2062992125984251,False,
P27,arousal,stack,3,Eeg KNN Top-5,no-ICA,1.0770537231760526,0.8104973815911798,0.0342857142857142,False,
