participant,task,target,condition,n_valid_windows,rank1_model_label,rank1_mean_high_probability,rank1_median_high_probability,rank1_fraction_high_windows,rank1_task_verdict,rank2_model_label,rank2_mean_high_probability,rank2_median_high_probability,rank2_fraction_high_windows,rank2_task_verdict,rank3_model_label,rank3_mean_high_probability,rank3_median_high_probability,rank3_fraction_high_windows,rank3_task_verdict,consensus_median_probability,consensus_verdict,models_voting_HIGH,models_voting_LOW,unanimous_verdict,agreement_fraction,robot_rating,robot_rating_class,consensus_matches_rating,rank1_matches_rating,rank2_matches_rating,rank3_matches_rating,shift_warning,ica_no_ica_same_consensus_verdict
P27,stack,arousal,ICA,64,Multimodal KNN Top-5,0.8035714285714285,0.8571428571428571,0.953125,HIGH,Multimodal GNB Top-10,0.8373232004515921,0.9501025528980203,0.90625,HIGH,Eeg KNN Top-5,0.8489795918367347,0.8571428571428571,0.9857142857142858,HIGH,0.8571428571428571,HIGH,3,0,True,0.9,7.0,HIGH,True,True,True,True,None,True
P27,stack,arousal,no-ICA,64,Multimodal KNN Top-5,0.8035714285714285,0.8571428571428571,0.953125,HIGH,Multimodal GNB Top-10,0.8373232004515904,0.950102552897995,0.90625,HIGH,Eeg KNN Top-5,0.8489795918367347,0.8571428571428571,0.9857142857142858,HIGH,0.8571428571428571,HIGH,3,0,True,0.9,7.0,HIGH,True,True,True,True,None,True
P27,pick_place,valence,ICA,35,Eeg SVM All,0.6453987683224047,0.6523567868147547,0.5121951219512195,HIGH,Multimodal SVM Top-10,0.7448220156942891,0.7743170026589677,0.8857142857142857,HIGH,Eeg SVM Top-20,0.6606593690767796,0.6807778783353082,0.7317073170731707,HIGH,0.6807778783353082,HIGH,3,0,True,0.5365853658536586,6.0,HIGH,True,True,True,True,ICA: R1,True
P27,pick_place,valence,no-ICA,35,Eeg SVM All,0.6453987683223548,0.6523567868147169,0.5121951219512195,HIGH,Multimodal SVM Top-10,0.7448220156942676,0.774317002658973,0.8857142857142857,HIGH,Eeg SVM Top-20,0.6606593690767727,0.6807778783353404,0.7317073170731707,HIGH,0.6807778783353404,HIGH,3,0,True,0.5365853658536586,6.0,HIGH,True,True,True,True,no-ICA: R1,True
P27,shape_sorter_alone,valence,ICA,12,Eeg SVM All,0.7115552717019586,0.7089907405509791,0.7586206896551724,HIGH,Multimodal SVM Top-10,0.6893576735163686,0.7541036386424416,0.75,HIGH,Eeg SVM Top-20,0.5963345484163189,0.6103506854781119,0.5172413793103449,HIGH,0.7089907405509791,HIGH,3,0,True,0.5862068965517241,6.0,HIGH,True,True,True,True,ICA: R1,True
P27,shape_sorter_alone,valence,no-ICA,12,Eeg SVM All,0.711555271701978,0.708990740550979,0.7586206896551724,HIGH,Multimodal SVM Top-10,0.689357673516327,0.75410363864243,0.75,HIGH,Eeg SVM Top-20,0.5963345484163146,0.6103506854781242,0.5172413793103449,HIGH,0.708990740550979,HIGH,3,0,True,0.5862068965517241,6.0,HIGH,True,True,True,True,no-ICA: R1,True
P27,shape_sorter_interaction,valence,ICA,87,Eeg SVM All,0.6150672933304513,0.6300159775027665,0.3263157894736842,HIGH,Multimodal SVM Top-10,0.6517541620085382,0.6957115209027401,0.7471264367816092,HIGH,Eeg SVM Top-20,0.5754050835869283,0.5751698553195709,0.4105263157894737,HIGH,0.6300159775027665,HIGH,3,0,True,0.4,5.0,HIGH,True,True,True,True,ICA: R1,True
P27,shape_sorter_interaction,valence,no-ICA,87,Eeg SVM All,0.6423967603357092,0.6471754793961574,0.47368421052631576,HIGH,Multimodal SVM Top-10,0.6928630711794848,0.7341381967870968,0.8275862068965517,HIGH,Eeg SVM Top-20,0.6669083565140546,0.6788429242216241,0.7473684210526316,HIGH,0.6788429242216241,HIGH,3,0,True,0.4842105263157895,5.0,HIGH,True,True,True,True,no-ICA: R1,True
P27,shape_sorter_observation,valence,ICA,53,Eeg SVM All,0.6549571737708171,0.6526885309033525,0.5166666666666667,HIGH,Multimodal SVM Top-10,0.702840776792028,0.7415298849751674,0.8301886792452831,HIGH,Eeg SVM Top-20,0.6563515385192173,0.6683809869432726,0.6833333333333333,HIGH,0.6683809869432726,HIGH,3,0,True,0.5833333333333334,6.0,HIGH,True,True,True,True,ICA: R1,True
P27,shape_sorter_observation,valence,no-ICA,53,Eeg SVM All,0.654957173770793,0.6526885309033263,0.5166666666666667,HIGH,Multimodal SVM Top-10,0.7028407767920077,0.7415298849751498,0.8301886792452831,HIGH,Eeg SVM Top-20,0.6563515385192124,0.668380986943246,0.6833333333333333,HIGH,0.668380986943246,HIGH,3,0,True,0.5833333333333334,6.0,HIGH,True,True,True,True,no-ICA: R1,True
P27,sisyphus,valence,ICA,120,Eeg SVM All,0.7290788783274038,0.6970250117873119,0.6614173228346457,HIGH,Multimodal SVM Top-10,0.6572912830304566,0.702712427230632,0.7333333333333333,HIGH,Eeg SVM Top-20,0.598026846379265,0.5996208743026752,0.4881889763779528,HIGH,0.6970250117873119,HIGH,3,0,True,0.4251968503937008,7.0,HIGH,True,True,True,True,ICA: R1,True
P27,sisyphus,valence,no-ICA,120,Eeg SVM All,0.7290788783274045,0.6970250117873211,0.6614173228346457,HIGH,Multimodal SVM Top-10,0.6572912830304601,0.7027124272306449,0.7333333333333333,HIGH,Eeg SVM Top-20,0.5980268463792662,0.5996208743026965,0.4881889763779528,HIGH,0.6970250117873211,HIGH,3,0,True,0.4251968503937008,7.0,HIGH,True,True,True,True,no-ICA: R1,True
P27,stack,valence,ICA,64,Eeg SVM All,0.6371816358864526,0.6330347676720192,0.4142857142857143,HIGH,Multimodal SVM Top-10,0.6893759161210539,0.6792243543919934,0.84375,HIGH,Eeg SVM Top-20,0.6222372009814969,0.6353742551596577,0.6142857142857143,HIGH,0.6353742551596577,HIGH,3,0,True,0.42857142857142855,5.0,HIGH,True,True,True,True,ICA: R1,True
P27,stack,valence,no-ICA,64,Eeg SVM All,0.6371816358864584,0.6330347676720249,0.4142857142857143,HIGH,Multimodal SVM Top-10,0.6893759161210468,0.6792243543919267,0.84375,HIGH,Eeg SVM Top-20,0.6222372009815021,0.6353742551596733,0.6142857142857143,HIGH,0.6353742551596733,HIGH,3,0,True,0.42857142857142855,5.0,HIGH,True,True,True,True,no-ICA: R1,True
