participant,target,classifier,modality,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names
P38,arousal,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5715249662618084,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P38,arousal,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__var_smoothing"": 1e-11}",0.6417004048582996,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P38,arousal,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__var_smoothing"": 1e-11}",0.6249973223657435,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5074224021592443,"[""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.3677462887989204,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_se_gamma__Fz""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.46896086369770584,"[""eeg_bp_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5985155195681511,"[""eeg_sd__Fz"", ""eeg_hc__Fz"", ""eeg_bp_delta__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO7""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5321744532270848,"[""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.4986504723346828,"[""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5330634278002698,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_se_gamma__Fz""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.49122807017543857,"[""eeg_bp_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5789473684210527,"[""eeg_sd__Fz"", ""eeg_hc__Fz"", ""eeg_bp_delta__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO7""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5218334297281665,"[""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.46491228070175433,"[""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.393387314439946,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_se_gamma__Fz""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5114709851551956,"[""eeg_bp_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5688259109311741,"[""eeg_sd__Fz"", ""eeg_hc__Fz"", ""eeg_bp_delta__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO7""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5238363001520896,"[""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5161943319838057,"[""eeg_bp_delta__Fz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.41700404858299595,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8"", ""video_mnso_norm_std""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.46288798920377866,"[""eeg_se__Cz"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.581646423751687,"[""eeg_sd__Fz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_beta__Cz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_se_gamma__PO8""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5305303857935436,"[""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_theta__Pz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5188933873144399,"[""eeg_bp_delta__Fz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.4804318488529015,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8"", ""video_mnso_norm_std""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.4588394062078272,"[""eeg_se__Cz"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5593792172739541,"[""eeg_sd__Fz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_beta__Cz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_se_gamma__PO8""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5523638155217102,"[""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_theta__Pz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.49527665317138997,"[""eeg_bp_delta__Fz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.39743589743589736,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8"", ""video_mnso_norm_std""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5114709851551956,"[""eeg_se__Cz"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.6336032388663967,"[""eeg_sd__Fz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_beta__Cz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_se_gamma__PO8""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5330955594113489,"[""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_theta__Pz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__Oz"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5465587044534413,"[""eeg_se__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4817813765182186,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__Cz"", ""eeg_bp_theta__Oz"", ""eeg_bp_theta__PO7"", ""eeg_bp_theta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Pz"", ""eeg_se_alpha__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4163292847503374,"[""eeg_se__Cz"", ""eeg_se_delta__C3"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5681511470985156,"[""eeg_sd__Fz"", ""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Cz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_std""]"
P38,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5170351091403723,"[""eeg_sd__C4"", ""eeg_se__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_theta__Pz"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5573549257759783,"[""eeg_se__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.4986504723346828,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__Cz"", ""eeg_bp_theta__Oz"", ""eeg_bp_theta__PO7"", ""eeg_bp_theta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Pz"", ""eeg_se_alpha__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.44871794871794873,"[""eeg_se__Cz"", ""eeg_se_delta__C3"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.6072874493927125,"[""eeg_sd__Fz"", ""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Cz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_std""]"
P38,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.500166013323908,"[""eeg_sd__C4"", ""eeg_se__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_theta__Pz"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,"{""classifier__var_smoothing"": 1e-11}",0.576923076923077,"[""eeg_se__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__PO7"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,"{""classifier__var_smoothing"": 1e-11}",0.388663967611336,"[""eeg_se__Cz"", ""eeg_mf_hz__C4"", ""eeg_bp_theta__Cz"", ""eeg_bp_theta__Oz"", ""eeg_bp_theta__PO7"", ""eeg_bp_theta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_theta__Pz"", ""eeg_se_alpha__Cz"", ""eeg_se_alpha__Fz"", ""eeg_se_alpha__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,"{""classifier__var_smoothing"": 1e-11}",0.4338731443994601,"[""eeg_se__Cz"", ""eeg_se_delta__C3"", ""eeg_bp_theta__Pz"", ""eeg_se_theta__Pz"", ""eeg_bp_alpha__Fz"", ""eeg_se_alpha__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__Fz"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mnso_norm_std""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,"{""classifier__var_smoothing"": 1e-11}",0.6072874493927126,"[""eeg_sd__Fz"", ""eeg_se__Fz"", ""eeg_hm__Fz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Pz"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Cz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_bp_gamma__Oz"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_std""]"
P38,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,"{""classifier__var_smoothing"": 1e-11}",0.5049964655227813,"[""eeg_sd__C4"", ""eeg_se__Cz"", ""eeg_hc__Fz"", ""eeg_mf_hz__Fz"", ""eeg_mf_hz__PO8"", ""eeg_bp_delta__Fz"", ""eeg_bp_theta__Pz"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Fz"", ""eeg_se_beta__PO7"", ""eeg_se_beta__PO8"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Oz"", ""eeg_bp_gamma__PO7"", ""eeg_se_gamma__PO7"", ""eeg_se_gamma__PO8"", ""video_irisdo_norm_mean"", ""video_eso_norm_mean"", ""video_enso_norm_mean""]"
P39,valence,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6038647342995169,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_std"", ""video_mwo_norm_std""]"
P39,valence,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5853462157809984,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_std"", ""video_mwo_norm_mean""]"
P39,valence,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.5851449275362318,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_std"", ""video_mnso_norm_std"", ""video_mwo_norm_std""]"
P39,valence,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5305958132045089,"[""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_std""]"
