participant,target,classifier,modality,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy
P24,arousal,svm,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,56,64,0.5,0.5
P24,arousal,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,56,64,0.534965034965035,0.5416666666666666
P24,arousal,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,56,64,0.4755244755244755,0.5
P24,arousal,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,56,64,0.5279720279720279,0.5416666666666666
P24,arousal,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,56,64,0.5279720279720279,0.5416666666666666
P24,arousal,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,56,64,0.4166666666666667,0.4166666666666667
P24,arousal,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,56,64,0.5034965034965035,0.5
P24,arousal,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,56,64,0.4125874125874126,0.4166666666666667
P24,arousal,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,56,64,0.6188811188811189,0.625
P24,arousal,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,56,64,0.6573426573426573,0.6666666666666666
P24,arousal,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,56,64,0.4166666666666667,0.4166666666666667
P24,arousal,svm,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,56,64,0.548951048951049,0.5416666666666666
P24,arousal,svm,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,56,64,0.4125874125874126,0.4166666666666667
P24,arousal,svm,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,56,64,0.5804195804195804,0.5833333333333334
P24,arousal,svm,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,56,64,0.5804195804195804,0.5833333333333334
P24,arousal,svm,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,56,64,0.5,0.5
P24,arousal,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P24,arousal,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,56,64,0.6118881118881119,0.625
P24,arousal,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P24,arousal,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,56,64,0.5734265734265734,0.5833333333333334
P24,arousal,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,56,64,0.5,0.5
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,117,93,24,53,64,0.7167832167832169,0.7083333333333334
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,117,93,24,53,64,0.5944055944055944,0.5833333333333334
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,117,94,23,53,64,0.5076923076923077,0.5217391304347826
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,117,94,23,53,64,0.5230769230769231,0.5652173913043478
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,117,94,23,53,64,0.5681818181818181,0.5652173913043478
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,117,93,24,53,64,0.7097902097902098,0.7083333333333334
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,117,93,24,53,64,0.6398601398601399,0.625
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,117,94,23,53,64,0.5076923076923077,0.5217391304347826
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,117,94,23,53,64,0.5230769230769231,0.5652173913043478
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,117,94,23,53,64,0.6098484848484849,0.6086956521739131
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,117,93,24,53,64,0.6713286713286714,0.6666666666666666
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,117,93,24,53,64,0.5034965034965035,0.5
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,117,94,23,53,64,0.5576923076923077,0.5652173913043478
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,117,94,23,53,64,0.573076923076923,0.6086956521739131
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,117,94,23,53,64,0.5265151515151515,0.5217391304347826
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,117,93,24,53,64,0.6713286713286714,0.6666666666666666
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,117,93,24,53,64,0.6328671328671329,0.625
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,117,94,23,53,64,0.5192307692307692,0.5217391304347826
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,117,94,23,53,64,0.5461538461538462,0.5652173913043478
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,117,94,23,53,64,0.571969696969697,0.5652173913043478
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,117,93,24,53,64,0.7552447552447552,0.75
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,117,93,24,53,64,0.6783216783216783,0.6666666666666666
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,117,94,23,53,64,0.5576923076923077,0.5652173913043478
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,117,94,23,53,64,0.47307692307692306,0.5217391304347826
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,117,94,23,53,64,0.5681818181818181,0.5652173913043478
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,117,93,24,53,64,0.5874125874125874,0.5833333333333334
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,117,93,24,53,64,0.5034965034965035,0.5
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,117,94,23,53,64,0.5961538461538461,0.6086956521739131
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,117,94,23,53,64,0.5346153846153846,0.5652173913043478
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,117,94,23,53,64,0.43939393939393934,0.43478260869565216
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,117,93,24,53,64,0.6573426573426573,0.6666666666666666
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,117,93,24,53,64,0.47202797202797203,0.4583333333333333
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,117,94,23,53,64,0.5961538461538461,0.6086956521739131
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,117,94,23,53,64,0.47307692307692306,0.5217391304347826
P24,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,117,94,23,53,64,0.5189393939393939,0.5217391304347826
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,117,93,24,53,64,0.6503496503496503,0.6666666666666666
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,117,93,24,53,64,0.47202797202797203,0.4583333333333333
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,117,94,23,53,64,0.773076923076923,0.782608695652174
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,117,94,23,53,64,0.5230769230769231,0.5652173913043478
P24,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,117,94,23,53,64,0.5606060606060606,0.5652173913043478
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,117,93,24,53,64,0.5804195804195804,0.5833333333333334
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,117,93,24,53,64,0.42657342657342656,0.4166666666666667
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,117,94,23,53,64,0.5076923076923077,0.5217391304347826
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,117,94,23,53,64,0.5576923076923077,0.5652173913043478
P24,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,117,94,23,53,64,0.3939393939393939,0.391304347826087
P25,valence,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,54,66,0.37142857142857144,0.4166666666666667
P25,valence,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,54,66,0.39860139860139865,0.4166666666666667
P25,valence,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,54,66,0.37412587412587417,0.375
P25,valence,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,54,66,0.5034965034965035,0.5
P25,valence,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,54,66,0.44405594405594406,0.4583333333333333
P25,valence,svm,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,54,66,0.55,0.5416666666666666
P25,valence,svm,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,54,66,0.5,0.5416666666666666
P25,valence,svm,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,54,66,0.5,0.5416666666666666
P25,valence,svm,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,54,66,0.5,0.5416666666666666
P25,valence,svm,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,54,66,0.40559440559440557,0.4166666666666667
P25,valence,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,54,66,0.4857142857142857,0.5
P25,valence,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,54,66,0.5279720279720279,0.5416666666666666
P25,valence,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,54,66,0.4370629370629371,0.4583333333333333
P25,valence,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,54,66,0.3601398601398601,0.375
P25,valence,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,54,66,0.4755244755244755,0.5
P25,valence,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,54,66,0.4928571428571429,0.5416666666666666
P25,valence,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,54,66,0.5034965034965035,0.5
P25,valence,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,54,66,0.3881118881118881,0.375
P25,valence,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,54,66,0.465034965034965,0.4583333333333333
P25,valence,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,54,66,0.48951048951048953,0.5
P25,valence,svm,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,54,66,0.6357142857142857,0.625
P25,valence,svm,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,54,66,0.34965034965034963,0.3333333333333333
P25,valence,svm,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,54,66,0.5,0.5416666666666666
P25,valence,svm,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,54,66,0.36713286713286714,0.375
P25,valence,svm,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,54,66,0.45104895104895104,0.4583333333333333
P25,valence,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,54,66,0.5357142857142857,0.5416666666666666
P25,valence,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,54,66,0.4125874125874126,0.4166666666666667
P25,valence,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,54,66,0.520979020979021,0.5416666666666666
P25,valence,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,54,66,0.3146853146853147,0.3333333333333333
P25,valence,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,54,66,0.5734265734265734,0.5833333333333334
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,54,66,0.39285714285714285,0.375
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,54,66,0.6643356643356644,0.6666666666666666
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,54,66,0.5734265734265734,0.5833333333333334
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,54,66,0.5734265734265734,0.5833333333333334
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,54,66,0.44405594405594406,0.4583333333333333
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,54,66,0.45,0.4583333333333333
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,54,66,0.5524475524475525,0.5833333333333334
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,54,66,0.4825174825174825,0.5
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,54,66,0.5979020979020979,0.625
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,54,66,0.5594405594405594,0.5833333333333334
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,54,66,0.5642857142857143,0.5416666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,54,66,0.6188811188811189,0.625
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,54,66,0.534965034965035,0.5416666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,54,66,0.5419580419580419,0.5416666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,54,66,0.44405594405594406,0.4583333333333333
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,54,66,0.47857142857142854,0.4583333333333333
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,54,66,0.6713286713286714,0.6666666666666666
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,54,66,0.5594405594405594,0.5833333333333334
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,54,66,0.5279720279720279,0.5416666666666666
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,54,66,0.513986013986014,0.5416666666666666
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,54,66,0.37857142857142856,0.375
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,54,66,0.5944055944055944,0.5833333333333334
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,54,66,0.5734265734265734,0.5833333333333334
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,54,66,0.6048951048951049,0.625
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,54,66,0.4825174825174825,0.5
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,54,66,0.5285714285714286,0.5
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,54,66,0.6713286713286714,0.6666666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,54,66,0.5419580419580419,0.5416666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,54,66,0.5419580419580419,0.5416666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,54,66,0.48951048951048953,0.5
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,54,66,0.5428571428571429,0.5
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,54,66,0.5874125874125874,0.5833333333333334
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,54,66,0.5979020979020979,0.625
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,54,66,0.5664335664335665,0.5833333333333334
P25,valence,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,54,66,0.6118881118881119,0.625
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,54,66,0.5428571428571429,0.5
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,54,66,0.5804195804195804,0.5833333333333334
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,54,66,0.5979020979020979,0.625
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,54,66,0.5279720279720279,0.5416666666666666
P25,valence,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,54,66,0.5734265734265734,0.5833333333333334
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,54,66,0.4928571428571428,0.4583333333333333
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,54,66,0.5419580419580419,0.5416666666666666
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,54,66,0.5804195804195804,0.5833333333333334
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,54,66,0.49650349650349646,0.5
P25,valence,gnb,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,54,66,0.5419580419580419,0.5416666666666666
P25,arousal,logreg,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,52,68,0.5594405594405594,0.5833333333333334
P25,arousal,logreg,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,52,68,0.534965034965035,0.5416666666666666
P25,arousal,logreg,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,52,68,0.35714285714285715,0.4166666666666667
P25,arousal,logreg,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,52,68,0.5214285714285715,0.5416666666666666
P25,arousal,logreg,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,52,68,0.4857142857142857,0.5
P25,arousal,svm,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,52,68,0.6363636363636364,0.6666666666666666
P25,arousal,svm,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,52,68,0.513986013986014,0.5416666666666666
P25,arousal,svm,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,52,68,0.4928571428571429,0.5416666666666666
P25,arousal,svm,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,52,68,0.4857142857142857,0.5
P25,arousal,svm,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,52,68,0.5071428571428571,0.5416666666666666
P25,arousal,gnb,face,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,52,68,0.6048951048951049,0.625
P25,arousal,gnb,face,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,52,68,0.6118881118881119,0.625
P25,arousal,gnb,face,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,52,68,0.39285714285714285,0.4583333333333333
P25,arousal,gnb,face,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,52,68,0.6214285714285714,0.625
P25,arousal,gnb,face,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,52,68,0.5214285714285715,0.5416666666666666
P25,arousal,logreg,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,52,68,0.5734265734265734,0.5833333333333334
P25,arousal,logreg,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,52,68,0.6048951048951049,0.625
P25,arousal,logreg,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,52,68,0.5428571428571428,0.5833333333333334
P25,arousal,logreg,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,52,68,0.4357142857142857,0.4583333333333333
P25,arousal,logreg,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,52,68,0.5571428571428572,0.5833333333333334
P25,arousal,svm,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,52,68,0.5734265734265734,0.5833333333333334
P25,arousal,svm,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,52,68,0.5979020979020979,0.625
P25,arousal,svm,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,52,68,0.5714285714285714,0.5833333333333334
P25,arousal,svm,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,52,68,0.5,0.5
P25,arousal,svm,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,52,68,0.5214285714285715,0.5416666666666666
P25,arousal,gnb,face,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,52,68,0.5594405594405594,0.5833333333333334
P25,arousal,gnb,face,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,52,68,0.5664335664335665,0.5833333333333334
P25,arousal,gnb,face,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,52,68,0.39285714285714285,0.4583333333333333
P25,arousal,gnb,face,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,52,68,0.6071428571428572,0.625
P25,arousal,gnb,face,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,52,68,0.4714285714285714,0.5
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,52,68,0.534965034965035,0.5416666666666666
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,52,68,0.5944055944055944,0.5833333333333334
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,52,68,0.4214285714285715,0.4583333333333333
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,52,68,0.44285714285714284,0.4166666666666667
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,52,68,0.4714285714285714,0.5
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,52,68,0.534965034965035,0.5416666666666666
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,52,68,0.6258741258741258,0.625
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,52,68,0.4857142857142857,0.5
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,52,68,0.35,0.375
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,52,68,0.4571428571428572,0.5
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,120,96,24,52,68,0.458041958041958,0.4583333333333333
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,120,96,24,52,68,0.5804195804195804,0.5833333333333334
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,120,96,24,52,68,0.4714285714285714,0.5
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,120,96,24,52,68,0.5428571428571429,0.5
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,120,96,24,52,68,0.4714285714285714,0.5
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,52,68,0.5034965034965035,0.5
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,52,68,0.534965034965035,0.5416666666666666
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,52,68,0.44285714285714284,0.5
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,52,68,0.5642857142857143,0.5416666666666666
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,52,68,0.55,0.5416666666666666
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,52,68,0.5419580419580419,0.5416666666666666
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,52,68,0.7622377622377623,0.75
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,52,68,0.44285714285714284,0.5
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,52,68,0.45,0.4583333333333333
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,52,68,0.55,0.5416666666666666
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,120,96,24,52,68,0.465034965034965,0.4583333333333333
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,120,96,24,52,68,0.7237762237762237,0.7083333333333334
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,120,96,24,52,68,0.44285714285714284,0.5
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,120,96,24,52,68,0.5785714285714286,0.5416666666666666
P25,arousal,gnb,multimodal,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,120,96,24,52,68,0.5785714285714286,0.5416666666666666
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,52,68,0.38111888111888115,0.375
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,52,68,0.6713286713286714,0.6666666666666666
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,120,96,24,52,68,0.4928571428571429,0.5416666666666666
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,120,96,24,52,68,0.5142857142857142,0.5
P25,arousal,logreg,multimodal,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,120,96,24,52,68,0.5,0.5
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,120,96,24,52,68,0.37412587412587417,0.375
P25,arousal,svm,multimodal,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,120,96,24,52,68,0.6643356643356644,0.6666666666666666
