participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,sample_size,train_size,test_size,low_count,high_count,balanced_accuracy,accuracy,modality
P28,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,111,88,23,39,72,0.525,0.6086956521739131,multimodal
P28,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,111,89,22,39,72,0.5089285714285714,0.5454545454545454,multimodal
P28,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,111,89,22,39,72,0.5,0.6363636363636364,multimodal
P28,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,111,89,22,39,72,0.5625,0.5454545454545454,multimodal
P28,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,111,89,22,39,72,0.4666666666666667,0.6363636363636364,multimodal
P28,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,111,88,23,39,72,0.4916666666666666,0.5652173913043478,multimodal
P28,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,111,89,22,39,72,0.4375,0.4545454545454545,multimodal
P28,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,111,89,22,39,72,0.4464285714285714,0.5,multimodal
P28,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,111,89,22,39,72,0.5446428571428572,0.5909090909090909,multimodal
P28,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,111,89,22,39,72,0.4476190476190476,0.4545454545454545,multimodal
P28,arousal,logreg,face_geometry,all_face,5,primary,10,1,5,5,117,93,24,32,85,0.4663865546218487,0.5416666666666666,face
P28,arousal,logreg,face_geometry,all_face,5,primary,10,2,5,5,117,93,24,32,85,0.5504201680672269,0.5416666666666666,face
P28,arousal,logreg,face_geometry,all_face,5,primary,10,3,5,5,117,94,23,32,85,0.9411764705882352,0.9130434782608696,face
P28,arousal,logreg,face_geometry,all_face,5,primary,10,4,5,5,117,94,23,32,85,0.6274509803921569,0.6086956521739131,face
P28,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,5,117,94,23,32,85,0.5686274509803921,0.5217391304347826,face
P28,arousal,svm,face_geometry,all_face,5,primary,10,1,5,5,117,93,24,32,85,0.4663865546218487,0.5416666666666666,face
P28,arousal,svm,face_geometry,all_face,5,primary,10,2,5,5,117,93,24,32,85,0.5798319327731092,0.5833333333333334,face
P28,arousal,svm,face_geometry,all_face,5,primary,10,3,5,5,117,94,23,32,85,0.9411764705882352,0.9130434782608696,face
P28,arousal,svm,face_geometry,all_face,5,primary,10,4,5,5,117,94,23,32,85,0.6274509803921569,0.6086956521739131,face
P28,arousal,svm,face_geometry,all_face,5,primary,10,5,5,5,117,94,23,32,85,0.5392156862745098,0.4782608695652174,face
P28,arousal,gnb,face_geometry,all_face,5,primary,10,1,5,5,117,93,24,32,85,0.5084033613445378,0.5416666666666666,face
P28,arousal,gnb,face_geometry,all_face,5,primary,10,2,5,5,117,93,24,32,85,0.4957983193277311,0.5833333333333334,face
P28,arousal,gnb,face_geometry,all_face,5,primary,10,3,5,5,117,94,23,32,85,0.7205882352941176,0.8260869565217391,face
P28,arousal,gnb,face_geometry,all_face,5,primary,10,4,5,5,117,94,23,32,85,0.6862745098039216,0.6956521739130435,face
P28,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,5,117,94,23,32,85,0.5686274509803921,0.5217391304347826,face
P28,arousal,logreg,face_geometry,all_face,all,primary,10,1,all,5,117,93,24,32,85,0.407563025210084,0.4583333333333333,face
P28,arousal,logreg,face_geometry,all_face,all,primary,10,2,all,5,117,93,24,32,85,0.5546218487394958,0.6666666666666666,face
P28,arousal,logreg,face_geometry,all_face,all,primary,10,3,all,5,117,94,23,32,85,0.7696078431372549,0.7391304347826086,face
P28,arousal,logreg,face_geometry,all_face,all,primary,10,4,all,5,117,94,23,32,85,0.5735294117647058,0.6086956521739131,face
P28,arousal,logreg,face_geometry,all_face,all,primary,10,5,all,5,117,94,23,32,85,0.5686274509803921,0.5217391304347826,face
P28,arousal,svm,face_geometry,all_face,all,primary,10,1,all,5,117,93,24,32,85,0.407563025210084,0.4583333333333333,face
P28,arousal,svm,face_geometry,all_face,all,primary,10,2,all,5,117,93,24,32,85,0.5504201680672269,0.5416666666666666,face
P28,arousal,svm,face_geometry,all_face,all,primary,10,3,all,5,117,94,23,32,85,0.7156862745098038,0.7391304347826086,face
P28,arousal,svm,face_geometry,all_face,all,primary,10,4,all,5,117,94,23,32,85,0.6862745098039216,0.6956521739130435,face
P28,arousal,svm,face_geometry,all_face,all,primary,10,5,all,5,117,94,23,32,85,0.5686274509803921,0.5217391304347826,face
P28,arousal,gnb,face_geometry,all_face,all,primary,10,1,all,5,117,93,24,32,85,0.407563025210084,0.4583333333333333,face
P28,arousal,gnb,face_geometry,all_face,all,primary,10,2,all,5,117,93,24,32,85,0.5084033613445378,0.5416666666666666,face
P28,arousal,gnb,face_geometry,all_face,all,primary,10,3,all,5,117,94,23,32,85,0.4950980392156862,0.6521739130434783,face
P28,arousal,gnb,face_geometry,all_face,all,primary,10,4,all,5,117,94,23,32,85,0.6568627450980392,0.6521739130434783,face
P28,arousal,gnb,face_geometry,all_face,all,primary,10,5,all,5,117,94,23,32,85,0.6519607843137255,0.5652173913043478,face
P28,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,111,88,23,32,79,0.4553571428571428,0.5217391304347826,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,111,89,22,32,79,0.5729166666666666,0.6818181818181818,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,111,89,22,32,79,0.375,0.5454545454545454,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,111,89,22,32,79,0.40625,0.5909090909090909,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,111,89,22,32,79,0.4142857142857142,0.4090909090909091,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,111,88,23,32,79,0.5,0.6956521739130435,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,111,89,22,32,79,0.6666666666666666,0.8181818181818182,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,111,89,22,32,79,0.4583333333333333,0.5909090909090909,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,111,89,22,32,79,0.4791666666666666,0.5454545454545454,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,111,89,22,32,79,0.4142857142857142,0.4090909090909091,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,111,88,23,32,79,0.5491071428571428,0.6521739130434783,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,111,89,22,32,79,0.7708333333333333,0.8181818181818182,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,111,89,22,32,79,0.34375,0.5,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,111,89,22,32,79,0.3645833333333333,0.4545454545454545,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,111,89,22,32,79,0.4047619047619047,0.5,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,111,88,23,32,79,0.5089285714285714,0.6521739130434783,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,111,89,22,32,79,0.5833333333333333,0.5454545454545454,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,111,89,22,32,79,0.375,0.5454545454545454,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,111,89,22,32,79,0.40625,0.5909090909090909,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,111,89,22,32,79,0.3809523809523809,0.3636363636363636,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,111,88,23,32,79,0.3839285714285714,0.4782608695652174,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,111,89,22,32,79,0.5833333333333334,0.7727272727272727,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,111,89,22,32,79,0.3125,0.4545454545454545,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,111,89,22,32,79,0.375,0.5454545454545454,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,111,89,22,32,79,0.4142857142857142,0.4090909090909091,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,111,88,23,32,79,0.4866071428571428,0.5652173913043478,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,111,89,22,32,79,0.5833333333333333,0.5454545454545454,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,111,89,22,32,79,0.3125,0.4545454545454545,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,111,89,22,32,79,0.4791666666666666,0.5454545454545454,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,111,89,22,32,79,0.4523809523809523,0.4090909090909091,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,111,88,23,32,79,0.4866071428571428,0.5652173913043478,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,111,89,22,32,79,0.6979166666666667,0.6363636363636364,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,111,89,22,32,79,0.375,0.5454545454545454,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,111,89,22,32,79,0.5104166666666666,0.5909090909090909,multimodal
P28,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,111,89,22,32,79,0.4809523809523809,0.5,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,111,88,23,32,79,0.4776785714285714,0.6086956521739131,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,111,89,22,32,79,0.5,0.7272727272727273,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,111,89,22,32,79,0.4583333333333333,0.5909090909090909,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,111,89,22,32,79,0.34375,0.5,multimodal
P28,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,111,89,22,32,79,0.4809523809523809,0.5,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,111,88,23,32,79,0.5714285714285714,0.7391304347826086,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,111,89,22,32,79,0.4375,0.6363636363636364,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,111,89,22,32,79,0.34375,0.5,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,111,89,22,32,79,0.5104166666666666,0.5909090909090909,multimodal
P28,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,111,89,22,32,79,0.4095238095238095,0.4545454545454545,multimodal
P29,valence,logreg,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,51,69,0.5285714285714286,0.5833333333333334,face
P29,valence,logreg,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,51,69,0.4071428571428571,0.375,face
P29,valence,logreg,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,51,69,0.5785714285714285,0.625,face
P29,valence,logreg,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,51,69,0.4285714285714286,0.4166666666666667,face
P29,valence,logreg,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,51,69,0.3216783216783216,0.3333333333333333,face
P29,valence,svm,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,51,69,0.5,0.5833333333333334,face
P29,valence,svm,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,51,69,0.3357142857142857,0.375,face
P29,valence,svm,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,51,69,0.5,0.5833333333333334,face
P29,valence,svm,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,51,69,0.4571428571428572,0.5,face
P29,valence,svm,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,51,69,0.3916083916083916,0.4166666666666667,face
P29,valence,gnb,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,51,69,0.6642857142857144,0.7083333333333334,face
P29,valence,gnb,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,51,69,0.5,0.5,face
P29,valence,gnb,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,51,69,0.5428571428571428,0.5833333333333334,face
P29,valence,gnb,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,51,69,0.3714285714285714,0.4166666666666667,face
P29,valence,gnb,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,51,69,0.3216783216783216,0.3333333333333333,face
P29,valence,logreg,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,51,69,0.4785714285714285,0.5416666666666666,face
P29,valence,logreg,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,51,69,0.4642857142857143,0.4583333333333333,face
P29,valence,logreg,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,51,69,0.5785714285714285,0.625,face
P29,valence,logreg,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,51,69,0.45,0.4583333333333333,face
P29,valence,logreg,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,51,69,0.3986013986013986,0.4166666666666667,face
P29,valence,svm,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,51,69,0.5428571428571428,0.5833333333333334,face
P29,valence,svm,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,51,69,0.3214285714285714,0.2916666666666667,face
P29,valence,svm,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,51,69,0.5,0.5833333333333334,face
P29,valence,svm,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,51,69,0.4,0.4166666666666667,face
P29,valence,svm,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,51,69,0.3216783216783216,0.3333333333333333,face
P29,valence,gnb,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,51,69,0.4928571428571429,0.5416666666666666,face
P29,valence,gnb,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,51,69,0.4785714285714285,0.4583333333333333,face
P29,valence,gnb,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,51,69,0.5928571428571429,0.625,face
P29,valence,gnb,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,51,69,0.4214285714285715,0.4583333333333333,face
P29,valence,gnb,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,51,69,0.3601398601398601,0.375,face
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,109,87,22,45,64,0.4743589743589743,0.5,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,109,87,22,45,64,0.6794871794871795,0.6818181818181818,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,109,87,22,45,64,0.5641025641025641,0.5454545454545454,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,109,87,22,45,64,0.6452991452991452,0.6818181818181818,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,109,88,21,45,64,0.7361111111111112,0.7619047619047619,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,109,87,22,45,64,0.5128205128205128,0.5454545454545454,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,109,87,22,45,64,0.6452991452991452,0.6818181818181818,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,109,87,22,45,64,0.5085470085470085,0.5,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,109,87,22,45,64,0.6068376068376069,0.6363636363636364,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,109,88,21,45,64,0.7361111111111112,0.7619047619047619,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,109,87,22,45,64,0.4786324786324786,0.5454545454545454,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,109,87,22,45,64,0.5128205128205128,0.5454545454545454,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,109,87,22,45,64,0.5470085470085471,0.5454545454545454,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,109,87,22,45,64,0.6239316239316239,0.6363636363636364,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,109,88,21,45,64,0.6111111111111112,0.6666666666666666,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,109,87,22,45,64,0.5512820512820513,0.5909090909090909,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,109,87,22,45,64,0.7393162393162394,0.7727272727272727,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,109,87,22,45,64,0.4145299145299145,0.4090909090909091,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,109,87,22,45,64,0.5128205128205128,0.5454545454545454,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,109,88,21,45,64,0.8055555555555556,0.8095238095238095,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,109,87,22,45,64,0.4743589743589743,0.5,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,109,87,22,45,64,0.7008547008547008,0.7272727272727273,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,109,87,22,45,64,0.4145299145299145,0.4090909090909091,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,109,87,22,45,64,0.4358974358974359,0.4545454545454545,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,109,88,21,45,64,0.5694444444444444,0.5714285714285714,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,109,87,22,45,64,0.5341880341880342,0.5909090909090909,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,109,87,22,45,64,0.5726495726495726,0.6363636363636364,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,109,87,22,45,64,0.5085470085470085,0.5,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,109,87,22,45,64,0.5128205128205128,0.5454545454545454,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,109,88,21,45,64,0.6666666666666666,0.7142857142857143,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,109,87,22,45,64,0.6581196581196581,0.6363636363636364,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,109,87,22,45,64,0.5299145299145299,0.5454545454545454,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,109,87,22,45,64,0.5085470085470085,0.5,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,109,87,22,45,64,0.5299145299145299,0.5454545454545454,multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,109,88,21,45,64,0.625,0.6190476190476191,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,109,87,22,45,64,0.5470085470085471,0.5454545454545454,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,109,87,22,45,64,0.5128205128205128,0.5454545454545454,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,109,87,22,45,64,0.5854700854700855,0.5909090909090909,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,109,87,22,45,64,0.6239316239316239,0.6363636363636364,multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,109,88,21,45,64,0.625,0.6190476190476191,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,1,20,5,109,87,22,45,64,0.5170940170940171,0.5909090909090909,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,2,20,5,109,87,22,45,64,0.5170940170940171,0.5909090909090909,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,3,20,5,109,87,22,45,64,0.5085470085470085,0.5,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,4,20,5,109,87,22,45,64,0.5897435897435898,0.6363636363636364,multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,5,20,5,109,88,21,45,64,0.6805555555555556,0.7142857142857143,multimodal
P29,arousal,logreg,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,40,80,0.40625,0.5416666666666666,face
P29,arousal,logreg,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,40,80,0.40625,0.4583333333333333,face
P29,arousal,logreg,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,logreg,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,40,80,0.4375,0.5833333333333334,face
P29,arousal,svm,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,40,80,0.46875,0.5833333333333334,face
P29,arousal,svm,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,40,80,0.5,0.625,face
P29,arousal,svm,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,40,80,0.59375,0.7083333333333334,face
P29,arousal,svm,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,svm,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,40,80,0.46875,0.4166666666666667,face
P29,arousal,gnb,face_geometry,all_face,5,primary,10,1,5,5,120,96,24,40,80,0.46875,0.625,face
P29,arousal,gnb,face_geometry,all_face,5,primary,10,2,5,5,120,96,24,40,80,0.46875,0.625,face
P29,arousal,gnb,face_geometry,all_face,5,primary,10,3,5,5,120,96,24,40,80,0.46875,0.5833333333333334,face
P29,arousal,gnb,face_geometry,all_face,5,primary,10,4,5,5,120,96,24,40,80,0.46875,0.625,face
P29,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,5,120,96,24,40,80,0.46875,0.5416666666666666,face
P29,arousal,logreg,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,40,80,0.46875,0.5833333333333334,face
P29,arousal,logreg,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,logreg,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,logreg,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,logreg,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,40,80,0.40625,0.5416666666666666,face
P29,arousal,svm,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,40,80,0.4375,0.4583333333333333,face
P29,arousal,svm,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,40,80,0.46875,0.5416666666666666,face
P29,arousal,svm,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,40,80,0.5,0.6666666666666666,face
P29,arousal,svm,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,40,80,0.46875,0.5,face
P29,arousal,svm,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,40,80,0.5,0.4166666666666667,face
P29,arousal,gnb,face_geometry,all_face,all,primary,10,1,all,5,120,96,24,40,80,0.46875,0.625,face
P29,arousal,gnb,face_geometry,all_face,all,primary,10,2,all,5,120,96,24,40,80,0.46875,0.5833333333333334,face
P29,arousal,gnb,face_geometry,all_face,all,primary,10,3,all,5,120,96,24,40,80,0.46875,0.5416666666666666,face
P29,arousal,gnb,face_geometry,all_face,all,primary,10,4,all,5,120,96,24,40,80,0.4375,0.5833333333333334,face
P29,arousal,gnb,face_geometry,all_face,all,primary,10,5,all,5,120,96,24,40,80,0.46875,0.5416666666666666,face
P29,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,109,87,22,38,71,0.5803571428571428,0.6363636363636364,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,109,87,22,38,71,0.5178571428571428,0.5909090909090909,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,109,87,22,38,71,0.5178571428571428,0.5909090909090909,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,109,87,22,38,71,0.5380952380952381,0.6818181818181818,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,109,88,21,38,71,0.4642857142857143,0.5238095238095238,multimodal
P29,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,109,87,22,38,71,0.5,0.6363636363636364,multimodal
P29,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,109,87,22,38,71,0.5446428571428572,0.5909090909090909,multimodal
P29,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,109,87,22,38,71,0.5178571428571428,0.5909090909090909,multimodal
P29,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,109,87,22,38,71,0.5,0.6818181818181818,multimodal
P29,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,109,88,21,38,71,0.5714285714285714,0.6190476190476191,multimodal
P29,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,109,87,22,38,71,0.6160714285714286,0.6818181818181818,multimodal
P29,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,109,87,22,38,71,0.4553571428571428,0.5454545454545454,multimodal
P29,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,109,87,22,38,71,0.4553571428571428,0.5454545454545454,multimodal
P29,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,109,87,22,38,71,0.6095238095238096,0.7272727272727273,multimodal
P29,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,109,88,21,38,71,0.4642857142857143,0.5238095238095238,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,109,87,22,38,71,0.4910714285714285,0.5909090909090909,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,109,87,22,38,71,0.4196428571428571,0.5,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,109,87,22,38,71,0.2767857142857143,0.3181818181818182,multimodal
P29,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,109,87,22,38,71,0.6142857142857143,0.6818181818181818,multimodal
