participant,target,modality,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size
P39,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5782446311858076,0.0607363544823205,"[0.6111111111111112, 0.6666666666666666, 0.5504201680672269, 0.5126050420168067, 0.5504201680672269]",0.6,33,87,120
P39,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6945378151260504,0.0702768687436357,"[0.6554621848739496, 0.6974789915966386, 0.8109243697478992, 0.6813725490196079, 0.6274509803921569]",0.7018115942028985,33,85,118
P40,arousal,eeg,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5503174603174603,0.0608259684501091,"[0.5444444444444445, 0.4888888888888889, 0.5666666666666667, 0.6444444444444444, 0.5071428571428571]",0.5583333333333333,46,74,120
P40,arousal,face,logreg,face_geometry,all_face,5,primary,10,5,5,0.6382539682539683,0.1112589719121104,"[0.788888888888889, 0.5555555555555556, 0.7, 0.5111111111111111, 0.6357142857142857]",0.6416666666666667,46,74,120
P40,arousal,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5492063492063493,0.1485336066360995,"[0.7555555555555555, 0.38888888888888884, 0.5, 0.6444444444444444, 0.4571428571428572]",0.5833333333333333,46,74,120
P40,valence,eeg,svm,time_statistical,all_channels,all,primary,8,all,5,0.5957042957042957,0.1309828036568066,"[0.5979020979020979, 0.3881118881118881, 0.6013986013986015, 0.7482517482517483, 0.6428571428571428]",0.6,54,66,120
P40,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.6029070929070929,0.0680980628969224,"[0.6573426573426573, 0.5419580419580419, 0.548951048951049, 0.5734265734265734, 0.6928571428571428]",0.6083333333333333,54,66,120
P40,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6281418581418581,0.0742570250841328,"[0.5804195804195804, 0.5559440559440559, 0.5874125874125874, 0.7097902097902098, 0.7071428571428571]",0.625,54,66,120
P41,arousal,eeg,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5877411477411478,0.1172069386796104,"[0.4357142857142857, 0.7142857142857143, 0.6846153846153846, 0.5961538461538461, 0.5079365079365079]",0.6068840579710144,49,68,117
P41,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5466333666333666,0.076755274179688,"[0.6188811188811189, 0.5, 0.6, 0.5785714285714285, 0.4357142857142857]",0.5916666666666667,51,69,120
P41,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5764346764346765,0.1446526541637753,"[0.4214285714285715, 0.8, 0.5807692307692307, 0.4807692307692308, 0.5992063492063493]",0.588768115942029,49,68,117
P41,valence,eeg,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5816783216783217,0.0838470724387878,"[0.5979020979020979, 0.548951048951049, 0.45384615384615384, 0.6576923076923077, 0.65]",0.5898550724637681,52,65,117
P41,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5535764235764236,0.0973869553771226,"[0.5734265734265734, 0.49650349650349646, 0.5664335664335665, 0.6958041958041958, 0.4357142857142857]",0.5666666666666667,54,66,120
P41,valence,multimodal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5852447552447553,0.1120653644064703,"[0.6888111888111889, 0.6258741258741258, 0.40384615384615385, 0.5576923076923077, 0.65]",0.5971014492753624,52,65,117
P42,arousal,eeg,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5642857142857143,0.096097314621955,"[0.6214285714285714, 0.5, 0.6857142857142857, 0.5714285714285714, 0.44285714285714284]",0.5583333333333333,50,70,120
P42,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5814285714285715,0.1085150229419025,"[0.47857142857142854, 0.4642857142857143, 0.6214285714285714, 0.6214285714285714, 0.7214285714285715]",0.575,50,70,120
P42,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5714285714285714,0.0546323519313512,"[0.5714285714285714, 0.5, 0.65, 0.55, 0.5857142857142856]",0.5666666666666667,50,70,120
P42,valence,eeg,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5746953046953047,0.1371351335517147,"[0.6214285714285714, 0.4642857142857143, 0.55, 0.7867132867132867, 0.45104895104895104]",0.575,52,68,120
P42,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.5993506493506493,0.0751131588654337,"[0.6071428571428572, 0.47857142857142854, 0.5928571428571429, 0.6783216783216783, 0.6398601398601399]",0.5833333333333333,52,68,120
P42,valence,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.547032967032967,0.144125987861127,"[0.55, 0.44285714285714284, 0.55, 0.7797202797202798, 0.4125874125874126]",0.5416666666666667,52,68,120
P43,arousal,eeg,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5688888888888888,0.1015367557783805,"[0.45, 0.6642857142857144, 0.6857142857142857, 0.5222222222222221, 0.5222222222222221]",0.5833333333333333,48,72,120
P43,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.5584126984126984,0.0831888392033571,"[0.6285714285714286, 0.5, 0.5857142857142856, 0.6333333333333333, 0.4444444444444444]",0.5916666666666667,48,72,120
P43,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5636507936507936,0.0699458092079115,"[0.6142857142857143, 0.5785714285714285, 0.6142857142857143, 0.5666666666666667, 0.4444444444444444]",0.5833333333333333,48,72,120
P43,valence,eeg,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5515277777777777,0.104127770515807,"[0.7, 0.5444444444444445, 0.5444444444444445, 0.5625, 0.40625]",0.55,43,77,120
P43,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5990277777777778,0.0986326267607651,"[0.5222222222222223, 0.5, 0.5666666666666667, 0.6875, 0.71875]",0.6583333333333333,43,77,120
P43,valence,multimodal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5418055555555557,0.0755164829526035,"[0.47777777777777775, 0.6555555555555556, 0.5444444444444445, 0.5625, 0.46875]",0.575,43,77,120
P44,arousal,eeg,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.6272627372627373,0.0702918109149132,"[0.6643356643356644, 0.5714285714285714, 0.6142857142857143, 0.7285714285714285, 0.5576923076923077]",0.6297101449275362,68,51,119
P44,arousal,face,svm,face_geometry,all_face,5,primary,10,5,5,0.6324975024975025,0.1065169654387671,"[0.465034965034965, 0.6188811188811189, 0.6642857142857144, 0.6571428571428571, 0.7571428571428571]",0.6416666666666666,68,52,120
P44,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.661058941058941,0.0922814337129671,"[0.6118881118881119, 0.7571428571428571, 0.5357142857142857, 0.7428571428571429, 0.6576923076923077]",0.663768115942029,68,51,119
P44,valence,eeg,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5185924369747898,0.0481185314509109,"[0.5, 0.46638655462184875, 0.5210084033613445, 0.5966386554621849, 0.5089285714285714]",0.613768115942029,35,84,119
P44,valence,face,logreg,face_geometry,all_face,all,primary,10,all,5,0.5621848739495798,0.0848385815317504,"[0.5, 0.6134453781512605, 0.592436974789916, 0.6554621848739496, 0.44957983193277307]",0.6166666666666667,36,84,120
P44,valence,multimodal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5465336134453781,0.045562693731765,"[0.5210084033613445, 0.5, 0.5714285714285714, 0.6134453781512605, 0.5267857142857143]",0.6547101449275362,35,84,119
P45,arousal,eeg,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5583616383616384,0.0882923093518724,"[0.548951048951049, 0.45, 0.5142857142857143, 0.5928571428571429, 0.6857142857142857]",0.575,69,51,120
P45,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5812787212787213,0.0816406589293714,"[0.534965034965035, 0.4714285714285714, 0.6785714285714286, 0.6357142857142857, 0.5857142857142856]",0.5916666666666667,69,51,120
P45,arousal,multimodal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5596503496503497,0.1403451896529065,"[0.7482517482517483, 0.6571428571428571, 0.4, 0.5071428571428571, 0.4857142857142857]",0.575,69,51,120
P45,valence,eeg,gnb,hjorth,all_channels,10,primary,16,10,5,0.5845833333333333,0.1179987608482749,"[0.6444444444444444, 0.6222222222222222, 0.625, 0.65625, 0.375]",0.6333333333333333,42,78,120
P45,valence,face,svm,face_geometry,all_face,all,primary,10,all,5,0.5797222222222222,0.0805037548967073,"[0.7, 0.5111111111111111, 0.59375, 0.5, 0.59375]",0.6166666666666667,42,78,120
P45,valence,multimodal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5256944444444445,0.0814249067061103,"[0.6222222222222222, 0.6, 0.46875, 0.5, 0.4375]",0.5916666666666666,42,78,120
P46,arousal,eeg,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5866946778711485,0.0674351931606965,"[0.5546218487394958, 0.6134453781512605, 0.5546218487394958, 0.5196078431372549, 0.6911764705882353]",0.6949275362318841,33,85,118
P46,arousal,face,svm,face_geometry,all_face,all,primary,10,all,5,0.46531279178338,0.126178264524522,"[0.5555555555555556, 0.25, 0.46638655462184875, 0.5546218487394958, 0.5]",0.5916666666666666,33,87,120
P46,arousal,multimodal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6009803921568627,0.0801268570663329,"[0.5546218487394958, 0.6134453781512605, 0.6554621848739496, 0.4901960784313726, 0.6911764705882353]",0.7028985507246377,33,85,118
P46,valence,eeg,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.6252747252747253,0.0858664822349467,"[0.5714285714285714, 0.7214285714285715, 0.5142857142857142, 0.6961538461538461, 0.6230769230769231]",0.6278985507246377,50,68,118
P46,valence,face,gnb,face_geometry,all_face,5,primary,10,5,5,0.6009490509490509,0.0660165548993048,"[0.6857142857142857, 0.6357142857142857, 0.5214285714285715, 0.55, 0.6118881118881119]",0.6,51,69,120
P46,valence,multimodal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5818681318681318,0.0972286864133174,"[0.7071428571428571, 0.5857142857142856, 0.4357142857142857, 0.6076923076923078, 0.573076923076923]",0.5934782608695652,50,68,118
