participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size
P12,arousal,gnb,all_eeg,all_channels,8,primary,120,8,4,0.4913793103448276,0.009954314986028013,"[0.4827586206896552, 0.5, 0.5, 0.4827586206896552]",0.95,4,116,120
P12,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,4,0.46551724137931033,0.02438299245470855,"[0.4827586206896552, 0.43103448275862066, 0.46551724137931033, 0.4827586206896552]",0.9,4,116,120
P12,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,4,0.4482758620689655,0.04668987588871242,"[0.46551724137931033, 0.3793103448275862, 0.46551724137931033, 0.4827586206896552]",0.8666666666666667,4,116,120
P12,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,4,0.4913793103448276,0.009954314986028008,"[0.4827586206896552, 0.5, 0.4827586206896552, 0.5]",0.95,4,116,120
P12,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,4,0.4827586206896552,0.014077527257374598,"[0.4827586206896552, 0.5, 0.46551724137931033, 0.4827586206896552]",0.9333333333333333,4,116,120
P12,arousal,logreg,all_eeg,all_channels,10,primary,120,10,4,0.3922413793103448,0.07498843879712579,"[0.3793103448275862, 0.3620689655172414, 0.3275862068965517, 0.5]",0.7583333333333333,4,116,120
P12,arousal,logreg,all_eeg,all_channels,8,primary,120,8,4,0.3879310344827586,0.07646054422787396,"[0.3275862068965517, 0.3620689655172414, 0.3620689655172414, 0.5]",0.75,4,116,120
P12,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,4,0.5086206896551724,0.2635544709838644,"[0.3103448275862069, 0.896551724137931, 0.43103448275862066, 0.39655172413793105]",0.75,4,116,120
P12,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,4,0.3189655172413793,0.03301472785366685,"[0.29310344827586204, 0.3275862068965517, 0.29310344827586204, 0.3620689655172414]",0.6166666666666667,4,116,120
P12,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,4,0.4482758620689655,0.024382992454708558,"[0.43103448275862066, 0.43103448275862066, 0.4482758620689655, 0.4827586206896552]",0.8666666666666667,4,116,120
P12,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,4,0.5043103448275862,0.28691057381736984,"[0.39655172413793105, 0.9310344827586207, 0.3103448275862069, 0.3793103448275862]",0.7416666666666667,4,116,120
P12,arousal,svm,all_eeg,all_channels,10,primary,120,10,4,0.4870689655172414,0.016507363926833444,"[0.46551724137931033, 0.5, 0.4827586206896552, 0.5]",0.9416666666666667,4,116,120
P12,arousal,svm,all_eeg,all_channels,8,primary,120,8,4,0.5,0.0,"[0.5, 0.5, 0.5, 0.5]",0.9666666666666667,4,116,120
P12,arousal,svm,paper_compact,all_channels,10,secondary,64,10,4,0.4870689655172414,0.016507363926833423,"[0.4827586206896552, 0.5, 0.46551724137931033, 0.5]",0.9416666666666667,4,116,120
P12,arousal,svm,paper_compact,all_channels,8,secondary,64,8,4,0.4525862068965517,0.08372874876053717,"[0.4827586206896552, 0.3275862068965517, 0.5, 0.5]",0.875,4,116,120
P12,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,4,0.45689655172413796,0.051724137931034496,"[0.4827586206896552, 0.3793103448275862, 0.4827586206896552, 0.4827586206896552]",0.8833333333333333,4,116,120
P12,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,4,0.5862068965517242,0.242607711715005,"[0.43103448275862066, 0.9482758620689655, 0.4827586206896552, 0.4827586206896552]",0.9,4,116,120
P12,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.46449579831932775,0.10550423514686105,"[0.4117647058823529, 0.4243697478991597, 0.35294117647058826, 0.5084033613445378, 0.625]",0.575,36,84,120
P12,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5107142857142857,0.07544181707498845,"[0.4831932773109243, 0.4831932773109243, 0.4243697478991597, 0.5378151260504201, 0.625]",0.6166666666666667,36,84,120
P12,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5969012605042017,0.047044430806604295,"[0.5252100840336134, 0.5966386554621849, 0.6554621848739496, 0.6134453781512605, 0.59375]",0.6916666666666667,36,84,120
P12,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.605672268907563,0.06290078754847134,"[0.5252100840336134, 0.6680672268907563, 0.6554621848739496, 0.5546218487394958, 0.625]",0.6916666666666667,36,84,120
P12,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5121323529411764,0.06880462582578133,"[0.5126050420168067, 0.5546218487394958, 0.39495798319327735, 0.5672268907563025, 0.53125]",0.6,36,84,120
P12,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5058823529411764,0.08390746834532177,"[0.5714285714285714, 0.5252100840336134, 0.365546218487395, 0.5672268907563025, 0.5]",0.6,36,84,120
P12,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5667542016806723,0.05244755893538987,"[0.6554621848739496, 0.5252100840336134, 0.5546218487394958, 0.5672268907563025, 0.53125]",0.6583333333333333,36,84,120
P12,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5558298319327731,0.052121511088227226,"[0.6134453781512605, 0.4831932773109243, 0.5546218487394958, 0.5966386554621849, 0.53125]",0.6583333333333333,36,84,120
P12,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.4778886554621849,0.0537822563055854,"[0.5, 0.4411764705882353, 0.5, 0.542016806722689, 0.40625]",0.6583333333333334,36,84,120
P12,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.4788865546218487,0.1060666933571931,"[0.5672268907563025, 0.31932773109243695, 0.4243697478991597, 0.5210084033613445, 0.5625]",0.5166666666666667,36,84,120
P12,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.49774159663865547,0.13142268660998763,"[0.4957983193277311, 0.2899159663865546, 0.4831932773109243, 0.6260504201680672, 0.59375]",0.5666666666666667,36,84,120
P12,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.4764705882352941,0.06506502969428356,"[0.4117647058823529, 0.5714285714285714, 0.4789915966386554, 0.4201680672268907, 0.5]",0.5833333333333334,36,84,120
P12,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.48030462184873945,0.09825675675874185,"[0.4117647058823529, 0.6512605042016807, 0.44957983193277307, 0.4201680672268907, 0.46875]",0.5416666666666667,36,84,120
P12,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.4814075630252101,0.06296784854644838,"[0.5126050420168067, 0.4957983193277311, 0.4117647058823529, 0.4243697478991597, 0.5625]",0.6,36,84,120
P12,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.4764705882352941,0.05269718351298534,"[0.542016806722689, 0.4957983193277311, 0.4243697478991597, 0.4201680672268907, 0.5]",0.5583333333333333,36,84,120
P12,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4934348739495798,0.09672318017547206,"[0.5, 0.46638655462184875, 0.4243697478991597, 0.4201680672268907, 0.65625]",0.5916666666666666,36,84,120
P12,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5040966386554622,0.1234055948530791,"[0.5, 0.4831932773109243, 0.31932773109243695, 0.6554621848739496, 0.5625]",0.6166666666666667,36,84,120
P12,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.4565126050420168,0.05245584192464326,"[0.5, 0.47058823529411764, 0.4369747899159664, 0.5, 0.375]",0.6,36,84,120
P12,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.4714285714285714,0.07364336907632485,"[0.542016806722689, 0.3487394957983193, 0.46638655462184875, 0.5, 0.5]",0.6,36,84,120
P12,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.48392857142857143,0.06663713544845222,"[0.4957983193277311, 0.37815126050420167, 0.4831932773109243, 0.5, 0.5625]",0.5833333333333334,36,84,120
P12,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5294117647058824,0.047536590331868765,"[0.5378151260504201, 0.5, 0.6092436974789917, 0.5, 0.5]",0.6583333333333334,36,84,120
P12,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5100840336134453,0.015888798656461364,"[0.5084033613445378, 0.5042016806722689, 0.5378151260504201, 0.5, 0.5]",0.5833333333333334,36,84,120
P12,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5020483193277311,0.052777864564227,"[0.542016806722689, 0.5252100840336134, 0.4117647058823529, 0.5, 0.53125]",0.6166666666666667,36,84,120
P12,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.4890756302521009,0.06958825508224986,"[0.5714285714285714, 0.4957983193277311, 0.37815126050420167, 0.5, 0.5]",0.5833333333333334,36,84,120
P12,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.4698529411764706,0.06192536485229249,"[0.5, 0.5, 0.37815126050420167, 0.5336134453781513, 0.4375]",0.55,36,84,120
P12,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5142857142857142,0.03194382824999699,"[0.5, 0.5, 0.5714285714285714, 0.5, 0.5]",0.7,36,84,120
P12,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.49411764705882355,0.026507244194264708,"[0.44957983193277307, 0.5210084033613445, 0.5, 0.5, 0.5]",0.6083333333333334,36,84,120
P13,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.6315909090909091,0.1182769624782283,"[0.7102272727272727, 0.7840909090909092, 0.6136363636363636, 0.5666666666666667, 0.4833333333333333]",0.631578947368421,53,42,95
P13,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5514141414141414,0.09117435520549654,"[0.5738636363636364, 0.6761363636363636, 0.5681818181818181, 0.5111111111111111, 0.4277777777777778]",0.5473684210526316,53,42,95
P13,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5754545454545454,0.15970057644678992,"[0.5738636363636364, 0.6761363636363636, 0.4772727272727273, 0.7777777777777778, 0.37222222222222223]",0.5684210526315789,53,42,95
P13,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5740656565656566,0.11897228201290601,"[0.5113636363636364, 0.6761363636363636, 0.4772727272727273, 0.7277777777777779, 0.4777777777777778]",0.5684210526315789,53,42,95
P13,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5248484848484848,0.09063552237411651,"[0.5568181818181819, 0.5852272727272727, 0.44886363636363635, 0.6222222222222222, 0.4111111111111111]",0.5157894736842106,53,42,95
P13,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5481818181818182,0.09764398383581369,"[0.6193181818181819, 0.5227272727272727, 0.44886363636363635, 0.6777777777777778, 0.4722222222222222]",0.5368421052631579,53,42,95
P13,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.6199999999999999,0.1010002204763525,"[0.6931818181818181, 0.7386363636363636, 0.5681818181818181, 0.6166666666666667, 0.4833333333333333]",0.6210526315789473,53,42,95
P13,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6392929292929292,0.09593149010250186,"[0.7102272727272727, 0.7215909090909092, 0.6590909090909092, 0.6222222222222222, 0.4833333333333333]",0.6421052631578947,53,42,95
P13,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5589141414141414,0.0692628249459839,"[0.6647727272727273, 0.5227272727272727, 0.5681818181818181, 0.5611111111111111, 0.4777777777777778]",0.5578947368421052,53,42,95
P13,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5645959595959595,0.06822445356077958,"[0.6477272727272727, 0.5227272727272727, 0.6136363636363636, 0.5611111111111111, 0.4777777777777778]",0.5684210526315789,53,42,95
P13,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5195454545454545,0.07600167953951582,"[0.6022727272727273, 0.5852272727272727, 0.4602272727272727, 0.5222222222222221, 0.4277777777777778]",0.5157894736842106,53,42,95
P13,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5236616161616162,0.0704958063170787,"[0.6022727272727273, 0.5397727272727273, 0.4318181818181818, 0.5722222222222222, 0.4722222222222222]",0.5157894736842106,53,42,95
P13,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.623459595959596,0.08317824948033962,"[0.7102272727272727, 0.7045454545454546, 0.6136363636363636, 0.5666666666666667, 0.5222222222222221]",0.631578947368421,53,42,95
P13,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5736868686868687,0.08189655181672453,"[0.6477272727272727, 0.6590909090909092, 0.5227272727272727, 0.5722222222222222, 0.4666666666666667]",0.5789473684210527,53,42,95
P13,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5269444444444444,0.030349764047467736,"[0.5397727272727273, 0.5, 0.5227272727272727, 0.5, 0.5722222222222222]",0.5473684210526316,53,42,95
P13,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.637020202020202,0.09616001133963481,"[0.6477272727272727, 0.5227272727272727, 0.6590909090909092, 0.7777777777777778, 0.5777777777777777]",0.6421052631578947,53,42,95
P13,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5055555555555555,0.012422599874998844,"[0.5, 0.5, 0.5, 0.5, 0.5277777777777778]",0.5578947368421053,53,42,95
P13,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.4923989898989899,0.04284383204727914,"[0.5397727272727273, 0.5, 0.5, 0.5, 0.4222222222222222]",0.5263157894736843,53,42,95
P13,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.4447802197802198,0.10820285895428393,"[0.3141025641025641, 0.5897435897435898, 0.38461538461538464, 0.5128205128205128, 0.4226190476190476]",0.5157894736842106,31,64,95
P13,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.4447802197802198,0.09560150094561057,"[0.391025641025641, 0.5961538461538461, 0.34615384615384615, 0.46794871794871795, 0.4226190476190476]",0.5157894736842105,31,64,95
P13,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.46785714285714286,0.10654359509835733,"[0.5576923076923077, 0.3076923076923077, 0.5641025641025641, 0.48717948717948717, 0.4226190476190476]",0.47368421052631576,31,64,95
P13,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.4511904761904762,0.1092489307282864,"[0.5576923076923077, 0.3076923076923077, 0.5641025641025641, 0.40384615384615385, 0.4226190476190476]",0.4631578947368421,31,64,95
P13,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.35723443223443224,0.08217455009901402,"[0.3076923076923077, 0.46153846153846156, 0.3076923076923077, 0.42948717948717946, 0.27976190476190477]",0.4631578947368421,31,64,95
P13,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.3631868131868132,0.05964906516948435,"[0.34615384615384615, 0.4230769230769231, 0.3076923076923077, 0.42948717948717946, 0.30952380952380953]",0.4631578947368421,31,64,95
P13,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.39459706959706964,0.06410779675137103,"[0.4230769230769231, 0.4230769230769231, 0.3076923076923077, 0.46794871794871795, 0.35119047619047616]",0.5052631578947369,31,64,95
P13,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.3649267399267399,0.07886098952971057,"[0.3076923076923077, 0.4230769230769231, 0.34615384615384615, 0.46794871794871795, 0.27976190476190477]",0.47368421052631576,31,64,95
P13,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.4779304029304029,0.0696380253505892,"[0.391025641025641, 0.5512820512820513, 0.46794871794871795, 0.5448717948717949, 0.43452380952380953]",0.5684210526315789,31,64,95
P13,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.4819597069597069,0.16387323617474145,"[0.35256410256410253, 0.7628205128205128, 0.391025641025641, 0.4807692307692308, 0.4226190476190476]",0.5052631578947369,31,64,95
P13,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.4717032967032967,0.10908223336809253,"[0.5512820512820513, 0.5897435897435898, 0.3141025641025641, 0.4807692307692308, 0.4226190476190476]",0.5157894736842106,31,64,95
P13,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5063186813186813,0.10295704099143843,"[0.47435897435897434, 0.42948717948717946, 0.6730769230769231, 0.532051282051282, 0.4226190476190476]",0.5263157894736842,31,64,95
P13,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.547985347985348,0.1305364305121701,"[0.7243589743589745, 0.47435897435897434, 0.5512820512820513, 0.608974358974359, 0.38095238095238093]",0.5473684210526316,31,64,95
P13,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.45467032967032966,0.07337588145160642,"[0.5448717948717949, 0.4230769230769231, 0.42948717948717946, 0.5128205128205128, 0.36309523809523814]",0.5578947368421053,31,64,95
P13,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.4021062271062271,0.15084699836889306,"[0.46153846153846156, 0.5512820512820513, 0.16025641025641024, 0.47435897435897434, 0.36309523809523814]",0.47368421052631576,31,64,95
P13,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5138278388278389,0.08813026193732133,"[0.4230769230769231, 0.6346153846153846, 0.5576923076923077, 0.5192307692307692, 0.43452380952380953]",0.5684210526315789,31,64,95
P13,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4228021978021978,0.11145275552582416,"[0.5064102564102564, 0.4230769230769231, 0.23717948717948717, 0.5128205128205128, 0.43452380952380953]",0.5052631578947369,31,64,95
P13,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.546978021978022,0.053537762189906385,"[0.5128205128205128, 0.6346153846153846, 0.5576923076923077, 0.5, 0.5297619047619048]",0.631578947368421,31,64,95
P13,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.4481684981684982,0.05298550942062471,"[0.391025641025641, 0.5, 0.39743589743589747, 0.5, 0.45238095238095233]",0.5368421052631579,31,64,95
P13,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.4576007326007326,0.06505506364870554,"[0.5, 0.5, 0.358974358974359, 0.5064102564102564, 0.4226190476190476]",0.5578947368421053,31,64,95
P13,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.4956043956043956,0.02659148924964329,"[0.5, 0.5, 0.5256410256410257, 0.5, 0.45238095238095233]",0.5894736842105264,31,64,95
P13,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.4834249084249084,0.06260883933817457,"[0.5, 0.4358974358974359, 0.5705128205128205, 0.5, 0.4107142857142857]",0.5368421052631579,31,64,95
P13,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.4551282051282051,0.061485019529650256,"[0.38461538461538464, 0.5, 0.391025641025641, 0.5, 0.5]",0.6,31,64,95
P13,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.4551282051282051,0.10033638360575979,"[0.5, 0.5, 0.27564102564102566, 0.5, 0.5]",0.6,31,64,95
P13,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.48260073260073255,0.06450683613683635,"[0.5, 0.5, 0.5576923076923077, 0.47435897435897434, 0.38095238095238093]",0.5684210526315789,31,64,95
P13,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.3684981684981685,0.17321689399919896,"[0.5, 0.5, 0.07692307692307693, 0.38461538461538464, 0.38095238095238093]",0.47368421052631576,31,64,95
P13,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.47820512820512817,0.021066252211737156,"[0.4551282051282052, 0.46153846153846156, 0.47435897435897434, 0.5, 0.5]",0.5578947368421052,31,64,95
P14,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5287179487179487,0.06600292115942984,"[0.5307692307692308, 0.5461538461538462, 0.425, 0.5333333333333333, 0.6083333333333333]",0.5446640316205533,50,62,112
P14,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5303846153846153,0.045008034931726525,"[0.5807692307692307, 0.49615384615384617, 0.475, 0.5333333333333333, 0.5666666666666667]",0.5446640316205533,50,62,112
P14,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5566666666666666,0.0871448366281865,"[0.5423076923076923, 0.5076923076923077, 0.5333333333333333, 0.4916666666666667, 0.7083333333333333]",0.5632411067193676,50,62,112
P14,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5556410256410256,0.0899943840018574,"[0.5423076923076923, 0.46923076923076923, 0.525, 0.5333333333333333, 0.7083333333333333]",0.5636363636363637,50,62,112
P14,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5426923076923077,0.07730487514533628,"[0.5423076923076923, 0.5461538461538462, 0.525, 0.44166666666666665, 0.6583333333333333]",0.5537549407114624,50,62,112
P14,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5826923076923076,0.06764567158088677,"[0.5423076923076923, 0.5961538461538461, 0.6166666666666667, 0.4916666666666667, 0.6666666666666667]",0.5897233201581027,50,62,112
P14,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5483333333333333,0.09317567340458784,"[0.5307692307692308, 0.46923076923076923, 0.5333333333333333, 0.5, 0.7083333333333333]",0.5545454545454545,50,62,112
P14,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.5330769230769231,0.03737404883909713,"[0.5692307692307692, 0.49615384615384617, 0.4916666666666667, 0.5416666666666667, 0.5666666666666667]",0.5446640316205533,50,62,112
P14,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.6201282051282051,0.08847268603117017,"[0.6346153846153846, 0.5576923076923077, 0.5916666666666667, 0.55, 0.7666666666666666]",0.6252964426877471,50,62,112
P14,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5930769230769231,0.09496638562366207,"[0.6461538461538461, 0.46923076923076923, 0.5916666666666667, 0.5416666666666667, 0.7166666666666667]",0.598814229249012,50,62,112
P14,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5570512820512821,0.11317325392662021,"[0.6576923076923077, 0.5692307692307692, 0.4916666666666667, 0.4, 0.6666666666666667]",0.5616600790513834,50,62,112
P14,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5837179487179487,0.07903302849045733,"[0.6576923076923077, 0.5192307692307692, 0.4916666666666667, 0.5833333333333333, 0.6666666666666667]",0.5893280632411068,50,62,112
P14,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.5001282051282051,0.005668638710111299,"[0.49230769230769234, 0.5, 0.5, 0.5083333333333333, 0.5]",0.5268774703557313,50,62,112
P14,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.5228205128205128,0.029043484594141782,"[0.5461538461538462, 0.48461538461538467, 0.5333333333333333, 0.55, 0.5]",0.5537549407114624,50,62,112
P14,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.6034615384615385,0.11694774537343161,"[0.7346153846153847, 0.5076923076923077, 0.5, 0.55, 0.725]",0.6067193675889329,50,62,112
P14,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5574358974358974,0.05219657314920881,"[0.6461538461538461, 0.5076923076923077, 0.5416666666666667, 0.5416666666666667, 0.55]",0.5711462450592885,50,62,112
P14,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5770512820512821,0.10606253040084224,"[0.7346153846153847, 0.5423076923076923, 0.5416666666666667, 0.45, 0.6166666666666667]",0.5794466403162055,50,62,112
P14,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5984615384615385,0.09304990071820946,"[0.6961538461538461, 0.5461538461538462, 0.55, 0.5, 0.7]",0.6158102766798419,50,62,112
P14,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.509090909090909,0.05637198537056254,"[0.5265151515151515, 0.5113636363636364, 0.5909090909090909, 0.44166666666666665, 0.475]",0.5177865612648221,59,53,112
P14,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.4893939393939394,0.06356191532584438,"[0.5681818181818181, 0.5113636363636364, 0.40909090909090906, 0.44166666666666665, 0.5166666666666667]",0.4992094861660079,59,53,112
P14,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5092424242424242,0.09131129462039471,"[0.5189393939393939, 0.5568181818181819, 0.5454545454545454, 0.35, 0.575]",0.5173913043478261,59,53,112
P14,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5174242424242423,0.10462913866358613,"[0.5189393939393939, 0.5568181818181819, 0.6363636363636364, 0.35, 0.525]",0.5264822134387351,59,53,112
P14,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5096969696969696,0.12423942161929728,"[0.6136363636363636, 0.5606060606060606, 0.5909090909090908, 0.30833333333333335, 0.475]",0.516600790513834,59,53,112
P14,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5646969696969697,0.10145096342469094,"[0.6136363636363636, 0.5568181818181819, 0.6363636363636364, 0.3916666666666667, 0.625]",0.5711462450592885,59,53,112
P14,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5172727272727273,0.08682988180721915,"[0.6098484848484849, 0.3939393939393939, 0.5909090909090908, 0.4916666666666667, 0.5]",0.5181818181818182,59,53,112
P14,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5665151515151515,0.08445933487197026,"[0.6893939393939394, 0.5606060606060606, 0.5909090909090908, 0.5333333333333333, 0.45833333333333337]",0.5703557312252964,59,53,112
P14,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.4793939393939394,0.08011233790766649,"[0.4431818181818182, 0.45454545454545453, 0.5909090909090908, 0.3833333333333333, 0.525]",0.47391304347826085,59,53,112
P14,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5131818181818182,0.047825176160130094,"[0.5265151515151515, 0.4734848484848485, 0.5909090909090909, 0.4916666666666667, 0.4833333333333333]",0.5181818181818182,59,53,112
P14,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.47000000000000003,0.08044156147013742,"[0.5681818181818181, 0.3484848484848485, 0.5, 0.45, 0.4833333333333333]",0.47351778656126486,59,53,112
P14,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5869696969696969,0.10934497981038588,"[0.48484848484848486, 0.5606060606060606, 0.7727272727272727, 0.5416666666666667, 0.575]",0.5905138339920948,59,53,112
P14,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.533030303030303,0.0861916815521005,"[0.48484848484848486, 0.4734848484848485, 0.6818181818181819, 0.4916666666666667, 0.5333333333333333]",0.5367588932806324,59,53,112
P14,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5106060606060606,0.0845571296381059,"[0.5681818181818181, 0.3939393939393939, 0.5909090909090909, 0.55, 0.45]",0.5094861660079051,59,53,112
P14,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5346969696969698,0.04985458652902257,"[0.5265151515151515, 0.5643939393939394, 0.5909090909090909, 0.45833333333333337, 0.5333333333333333]",0.5355731225296443,59,53,112
P14,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5148484848484849,0.0770358073278393,"[0.5643939393939394, 0.3939393939393939, 0.5909090909090909, 0.5333333333333333, 0.4916666666666667]",0.5185770750988142,59,53,112
P14,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.514090909090909,0.07992083146534468,"[0.5227272727272727, 0.39015151515151514, 0.5909090909090909, 0.575, 0.4916666666666667]",0.5189723320158103,59,53,112
P14,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5465151515151515,0.04843036711751033,"[0.4772727272727273, 0.5227272727272727, 0.5909090909090909, 0.55, 0.5916666666666667]",0.5454545454545455,59,53,112
