participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size
P37,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.503921568627451,0.041156527227596114,"[0.5416666666666667, 0.5277777777777778, 0.47794117647058826, 0.5277777777777778, 0.4444444444444444]",0.6164502164502165,18,89,107
P37,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.49035947712418293,0.03920462126031041,"[0.5416666666666667, 0.4583333333333333, 0.5073529411764706, 0.5, 0.4444444444444444]",0.6731601731601732,18,89,107
P37,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5098039215686274,0.16231565087780508,"[0.5416666666666667, 0.6527777777777778, 0.6323529411764706, 0.4722222222222222, 0.25]",0.6064935064935064,18,89,107
P37,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5598039215686275,0.12502055664196327,"[0.5138888888888888, 0.7361111111111112, 0.6323529411764706, 0.4166666666666667, 0.5]",0.7389610389610389,18,89,107
P37,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.4384615384615385,0.08699756869937574,"[0.358974358974359, 0.5, 0.41666666666666663, 0.5555555555555556, 0.3611111111111111]",0.44891774891774894,46,61,107
P37,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.438931623931624,0.030922576099283325,"[0.39743589743589747, 0.45, 0.41666666666666663, 0.4722222222222222, 0.45833333333333337]",0.44891774891774894,46,61,107
P37,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.565042735042735,0.10919342820402861,"[0.452991452991453, 0.4833333333333333, 0.5277777777777778, 0.6944444444444444, 0.6666666666666666]",0.5813852813852813,46,61,107
P37,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.5116239316239316,0.07096922353298138,"[0.4358974358974359, 0.44166666666666665, 0.5277777777777778, 0.5555555555555556, 0.5972222222222222]",0.5341991341991342,46,61,107
P37,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.46948717948717944,0.05002086094151236,"[0.452991452991453, 0.4083333333333333, 0.4444444444444444, 0.5277777777777778, 0.5138888888888888]",0.487012987012987,46,61,107
P37,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.47504273504273503,0.0594745679356688,"[0.39743589743589747, 0.45, 0.5416666666666666, 0.5277777777777778, 0.45833333333333337]",0.49653679653679655,46,61,107
P37,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5121794871794872,0.046860197153750116,"[0.49145299145299143, 0.5833333333333333, 0.45833333333333337, 0.5277777777777778, 0.5]",0.5324675324675325,46,61,107
P37,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5621794871794872,0.07387416867306451,"[0.49145299145299143, 0.5833333333333333, 0.5277777777777778, 0.6805555555555556, 0.5277777777777778]",0.5896103896103896,46,61,107
P37,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.5401709401709403,0.08718433139717102,"[0.6452991452991452, 0.45833333333333337, 0.4444444444444444, 0.5972222222222222, 0.5555555555555556]",0.5606060606060606,46,61,107
P37,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.4574358974358974,0.05727460372890682,"[0.37606837606837606, 0.5083333333333333, 0.45833333333333337, 0.5138888888888888, 0.4305555555555556]",0.4584415584415584,46,61,107
P37,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.48290598290598286,0.06016674391690739,"[0.4700854700854701, 0.5, 0.4027777777777778, 0.4722222222222222, 0.5694444444444444]",0.4861471861471861,46,61,107
P37,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.5933760683760684,0.13526164232869378,"[0.5085470085470085, 0.5, 0.5, 0.8055555555555556, 0.6527777777777778]",0.6,46,61,107
P37,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.5162393162393163,0.13577500465246736,"[0.358974358974359, 0.5, 0.41666666666666663, 0.6805555555555556, 0.625]",0.5155844155844156,46,61,107
P37,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5245726495726496,0.09702831230549343,"[0.4145299145299145, 0.5, 0.5, 0.6805555555555556, 0.5277777777777778]",0.5341991341991342,46,61,107
P37,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5102136752136752,0.1556047400405641,"[0.37606837606837606, 0.425, 0.41666666666666663, 0.75, 0.5833333333333333]",0.5069264069264069,46,61,107
P37,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5533760683760683,0.09308988199836606,"[0.5085470085470085, 0.6333333333333333, 0.41666666666666663, 0.6388888888888888, 0.5694444444444444]",0.5606060606060606,46,61,107
P37,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5582905982905982,0.10887306755539575,"[0.4358974358974359, 0.5916666666666667, 0.45833333333333337, 0.6944444444444444, 0.6111111111111112]",0.5709956709956711,46,61,107
P37,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.5612820512820512,0.07539168910742675,"[0.6452991452991452, 0.4666666666666667, 0.5, 0.5833333333333334, 0.6111111111111112]",0.5796536796536798,46,61,107
P37,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.520042735042735,0.0661012139067612,"[0.452991452991453, 0.5916666666666667, 0.45833333333333337, 0.5138888888888888, 0.5833333333333333]",0.5233766233766234,46,61,107
P37,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5527350427350427,0.08752633365985352,"[0.49145299145299143, 0.5916666666666667, 0.45833333333333337, 0.6805555555555556, 0.5416666666666666]",0.561038961038961,46,61,107
P37,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.5156837606837608,0.08965395401500023,"[0.5256410256410257, 0.44166666666666665, 0.4166666666666667, 0.6388888888888888, 0.5555555555555556]",0.5242424242424242,46,61,107
P37,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.5244017094017094,0.09415495913598985,"[0.4358974358974359, 0.45, 0.4861111111111111, 0.6388888888888888, 0.6111111111111112]",0.5437229437229437,46,61,107
P37,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5268803418803418,0.12802439183479056,"[0.43162393162393164, 0.5083333333333333, 0.41666666666666663, 0.7361111111111112, 0.5416666666666666]",0.5246753246753247,46,61,107
P37,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.49059829059829063,0.09295301591399151,"[0.452991452991453, 0.41666666666666663, 0.4722222222222222, 0.6527777777777778, 0.45833333333333337]",0.49653679653679655,46,61,107
P37,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5767094017094017,0.09235244443823665,"[0.5085470085470085, 0.5833333333333333, 0.4861111111111111, 0.5833333333333334, 0.7222222222222222]",0.5896103896103896,46,61,107
P37,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5667948717948719,0.10010719107108146,"[0.5256410256410257, 0.6416666666666666, 0.41666666666666663, 0.5833333333333334, 0.6666666666666666]",0.5701298701298702,46,61,107
P37,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5431196581196581,0.07472561638537455,"[0.6239316239316239, 0.5083333333333333, 0.4444444444444444, 0.5277777777777778, 0.6111111111111112]",0.5510822510822511,46,61,107
P38,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.4901587301587302,0.13671150380772135,"[0.5071428571428571, 0.30714285714285716, 0.6142857142857143, 0.4, 0.6222222222222222]",0.5166666666666666,49,71,120
P38,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.503015873015873,0.08956376458384177,"[0.5357142857142857, 0.4285714285714286, 0.5285714285714286, 0.4, 0.6222222222222222]",0.525,49,71,120
P38,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5726984126984127,0.10888588084141687,"[0.5428571428571428, 0.6428571428571428, 0.6, 0.4, 0.6777777777777778]",0.6083333333333334,49,71,120
P38,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5334920634920635,0.11561370201113089,"[0.5785714285714285, 0.6071428571428572, 0.5642857142857143, 0.32857142857142857, 0.5888888888888888]",0.5666666666666667,49,71,120
P38,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5657142857142856,0.03513821107499668,"[0.5928571428571429, 0.5357142857142857, 0.5785714285714285, 0.5214285714285715, 0.6]",0.6,49,71,120
P38,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5601587301587301,0.07388714130202789,"[0.6285714285714286, 0.5857142857142856, 0.6142857142857143, 0.45, 0.5222222222222223]",0.6,49,71,120
P38,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5215873015873016,0.09853007593084342,"[0.5, 0.5, 0.6071428571428572, 0.37857142857142856, 0.6222222222222222]",0.5333333333333333,49,71,120
P38,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.47634920634920636,0.11378500322508112,"[0.45, 0.5285714285714286, 0.5214285714285715, 0.2928571428571428, 0.5888888888888888]",0.4833333333333334,49,71,120
P38,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5104761904761904,0.14741345129798286,"[0.5, 0.5357142857142857, 0.5785714285714285, 0.27142857142857146, 0.6666666666666666]",0.5166666666666666,49,71,120
P38,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5049206349206349,0.07380397657939387,"[0.5, 0.5642857142857143, 0.5785714285714285, 0.39285714285714285, 0.4888888888888889]",0.5083333333333333,49,71,120
P38,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.4780952380952381,0.14199541687215966,"[0.5, 0.5642857142857143, 0.5642857142857143, 0.2285714285714286, 0.5333333333333333]",0.5,49,71,120
P38,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4833333333333334,0.14360913190476401,"[0.5285714285714286, 0.5285714285714286, 0.5642857142857143, 0.2285714285714286, 0.5666666666666667]",0.5,49,71,120
P38,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.49857142857142855,0.12458093017498827,"[0.41428571428571426, 0.5, 0.5, 0.37857142857142856, 0.7]",0.5333333333333334,49,71,120
P38,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.4758730158730159,0.1332359810884003,"[0.5, 0.5, 0.5, 0.2571428571428571, 0.6222222222222222]",0.5333333333333334,49,71,120
P38,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.49682539682539684,0.11568804544945141,"[0.5, 0.5, 0.5, 0.32857142857142857, 0.6555555555555556]",0.525,49,71,120
P38,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5079365079365079,0.012498425196844154,"[0.5, 0.5, 0.5, 0.5285714285714286, 0.5111111111111111]",0.5666666666666667,49,71,120
P38,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.518095238095238,0.019459825468288144,"[0.5142857142857142, 0.5, 0.5, 0.5428571428571428, 0.5333333333333333]",0.5666666666666667,49,71,120
P38,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.47714285714285715,0.09615039240265051,"[0.5714285714285714, 0.5, 0.5, 0.3142857142857143, 0.5]",0.525,49,71,120
P38,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.505079365079365,0.13150867890700585,"[0.2785714285714286, 0.5785714285714285, 0.55, 0.6071428571428572, 0.5111111111111111]",0.5333333333333334,49,71,120
P38,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.48841269841269835,0.1353152492487979,"[0.2642857142857143, 0.5785714285714285, 0.5142857142857142, 0.6071428571428572, 0.47777777777777775]",0.5166666666666667,49,71,120
P38,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.39206349206349206,0.07268948791131542,"[0.47857142857142854, 0.37142857142857144, 0.4357142857142857, 0.2857142857142857, 0.38888888888888884]",0.4416666666666666,49,71,120
P38,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.4092063492063492,0.08922237612341756,"[0.5642857142857143, 0.37142857142857144, 0.3857142857142857, 0.3357142857142857, 0.38888888888888884]",0.4583333333333333,49,71,120
P38,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.5161904761904761,0.11165625903372323,"[0.6785714285714286, 0.5071428571428571, 0.4214285714285714, 0.40714285714285714, 0.5666666666666667]",0.5083333333333333,49,71,120
P38,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5352380952380952,0.05051884989794734,"[0.5928571428571429, 0.5785714285714285, 0.4928571428571428, 0.47857142857142854, 0.5333333333333333]",0.5333333333333333,49,71,120
P38,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.530952380952381,0.08548249081436307,"[0.5428571428571428, 0.6642857142857143, 0.4714285714285714, 0.44285714285714284, 0.5333333333333333]",0.5083333333333334,49,71,120
P38,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5242857142857142,0.10517235611031978,"[0.5428571428571428, 0.6642857142857143, 0.5428571428571429, 0.37142857142857144, 0.5]",0.5,49,71,120
P38,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.42746031746031743,0.07624956372831172,"[0.39285714285714285, 0.5428571428571428, 0.4214285714285715, 0.3357142857142857, 0.4444444444444444]",0.4583333333333333,49,71,120
P38,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5146031746031746,0.06849486834184032,"[0.47857142857142854, 0.4571428571428572, 0.4714285714285714, 0.6214285714285714, 0.5444444444444445]",0.525,49,71,120
P38,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.49269841269841275,0.05662074080442271,"[0.5142857142857142, 0.4357142857142857, 0.45, 0.4857142857142857, 0.5777777777777777]",0.5,49,71,120
P38,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.3674603174603175,0.12964474590623976,"[0.5285714285714286, 0.2285714285714286, 0.4714285714285714, 0.2642857142857143, 0.34444444444444444]",0.4,49,71,120
P38,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.37317460317460316,0.09415120542774323,"[0.4928571428571429, 0.35714285714285715, 0.4285714285714286, 0.24285714285714285, 0.34444444444444444]",0.4,49,71,120
P38,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.4749206349206349,0.02335950373432693,"[0.4928571428571429, 0.4857142857142857, 0.4714285714285714, 0.4357142857142857, 0.4888888888888889]",0.5,49,71,120
P38,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5634920634920635,0.032301684801537646,"[0.5785714285714285, 0.5714285714285714, 0.5071428571428571, 0.5714285714285714, 0.5888888888888888]",0.5916666666666667,49,71,120
P38,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.5422222222222223,0.05041525722185476,"[0.5785714285714285, 0.4928571428571429, 0.5071428571428571, 0.5214285714285715, 0.6111111111111112]",0.575,49,71,120
P38,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5288888888888889,0.0793106956529089,"[0.5785714285714285, 0.4642857142857143, 0.4714285714285714, 0.4857142857142857, 0.6444444444444444]",0.55,49,71,120
P38,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.47031746031746025,0.07652785751319965,"[0.5071428571428571, 0.41428571428571426, 0.5857142857142856, 0.4, 0.4444444444444444]",0.4916666666666667,49,71,120
P38,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.5042857142857142,0.061153870837154234,"[0.5142857142857142, 0.4928571428571429, 0.5928571428571429, 0.4214285714285715, 0.5]",0.55,49,71,120
P38,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.5407936507936508,0.04599957825126807,"[0.5142857142857142, 0.5642857142857143, 0.5071428571428571, 0.5071428571428571, 0.6111111111111112]",0.5666666666666667,49,71,120
P38,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.44142857142857145,0.1000510073993893,"[0.4714285714285714, 0.2642857142857143, 0.4714285714285714, 0.5, 0.5]",0.5,49,71,120
P38,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.48,0.03129843185743808,"[0.5, 0.42857142857142855, 0.4714285714285714, 0.5, 0.5]",0.5583333333333333,49,71,120
P38,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.49857142857142855,0.04748791468169901,"[0.5785714285714285, 0.4857142857142857, 0.4571428571428572, 0.4714285714285714, 0.5]",0.55,49,71,120
P38,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5749206349206349,0.056557295189956044,"[0.5, 0.5928571428571429, 0.5428571428571428, 0.65, 0.5888888888888888]",0.6083333333333334,49,71,120
P38,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5369841269841269,0.043082885773950134,"[0.5785714285714285, 0.4857142857142857, 0.5428571428571428, 0.5, 0.5777777777777777]",0.5583333333333333,49,71,120
P38,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5266666666666666,0.03235818527351327,"[0.5571428571428572, 0.4928571428571429, 0.4928571428571429, 0.5571428571428572, 0.5333333333333333]",0.5666666666666667,49,71,120
P38,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.5131746031746032,0.06572847021209512,"[0.5714285714285714, 0.41428571428571426, 0.5571428571428572, 0.47857142857142854, 0.5444444444444445]",0.5166666666666666,49,71,120
P39,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.5566666666666666,0.1675520699517756,"[0.8095238095238095, 0.6428571428571428, 0.47619047619047616, 0.40476190476190477, 0.45]",0.8293478260869565,104,14,118
P39,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.5423809523809524,0.15863648029321187,"[0.6190476190476191, 0.7857142857142857, 0.4523809523809524, 0.40476190476190477, 0.45]",0.8043478260869564,104,14,118
P39,arousal,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.465952380952381,0.0872368085785757,"[0.4523809523809524, 0.40476190476190477, 0.6190476190476191, 0.42857142857142855, 0.425]",0.7710144927536232,104,14,118
P39,arousal,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.49952380952380954,0.11066178990975946,"[0.6190476190476191, 0.40476190476190477, 0.6190476190476191, 0.40476190476190477, 0.45]",0.7793478260869565,104,14,118
P39,arousal,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.5399999999999999,0.11010971646436996,"[0.5476190476190476, 0.5, 0.47619047619047616, 0.7261904761904762, 0.45]",0.822463768115942,104,14,118
P39,arousal,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5354761904761904,0.1186015452286025,"[0.5714285714285714, 0.47619047619047616, 0.42857142857142855, 0.7261904761904762, 0.475]",0.8144927536231885,104,14,118
P39,arousal,logreg,all_eeg,all_channels,10,primary,120,10,5,0.5992857142857142,0.21391436076499537,"[0.6666666666666666, 0.7857142857142857, 0.7142857142857142, 0.23809523809523808, 0.5916666666666667]",0.7018115942028985,104,14,118
P39,arousal,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6564285714285714,0.25082008349754265,"[0.7619047619047619, 0.7142857142857142, 0.8333333333333333, 0.21428571428571427, 0.7583333333333333]",0.7018115942028986,104,14,118
P39,arousal,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.48809523809523814,0.10581183830137607,"[0.5238095238095238, 0.5714285714285714, 0.4285714285714286, 0.3333333333333333, 0.5833333333333333]",0.5594202898550724,104,14,118
P39,arousal,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.48571428571428565,0.0900365257199478,"[0.5238095238095238, 0.5, 0.5714285714285714, 0.3333333333333333, 0.5]",0.7539855072463768,104,14,118
P39,arousal,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.49523809523809526,0.07604152106033961,"[0.5952380952380952, 0.5, 0.38095238095238093, 0.5, 0.5]",0.7731884057971014,104,14,118
P39,arousal,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.4714285714285714,0.06388765649999399,"[0.5, 0.35714285714285715, 0.5, 0.5, 0.5]",0.8315217391304348,104,14,118
P39,arousal,svm,all_eeg,all_channels,10,primary,120,10,5,0.628095238095238,0.2322765182974399,"[0.7857142857142857, 0.7857142857142857, 0.8095238095238095, 0.30952380952380953, 0.45]",0.8028985507246377,104,14,118
P39,arousal,svm,all_eeg,all_channels,8,primary,120,8,5,0.6185714285714285,0.18311985096814082,"[0.7857142857142857, 0.47619047619047616, 0.6666666666666666, 0.38095238095238093, 0.7833333333333333]",0.8380434782608696,104,14,118
P39,arousal,svm,paper_compact,all_channels,10,secondary,64,10,5,0.5411904761904761,0.18103773049821847,"[0.6904761904761905, 0.5238095238095238, 0.5952380952380952, 0.23809523809523808, 0.6583333333333333]",0.6507246376811594,104,14,118
P39,arousal,svm,paper_compact,all_channels,8,secondary,64,8,5,0.516904761904762,0.1072631599736291,"[0.5238095238095238, 0.47619047619047616, 0.6190476190476191, 0.35714285714285715, 0.6083333333333334]",0.6601449275362319,104,14,118
P39,arousal,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.42666666666666664,0.09231219827364844,"[0.5, 0.35714285714285715, 0.47619047619047616, 0.5, 0.3]",0.7536231884057971,104,14,118
P39,arousal,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.48571428571428577,0.07824607964359515,"[0.5, 0.35714285714285715, 0.5714285714285714, 0.5, 0.5]",0.8065217391304348,104,14,118
P39,valence,gnb,all_eeg,all_channels,10,primary,120,10,5,0.622549019607843,0.11017344783919966,"[0.5252100840336134, 0.4831932773109243, 0.726890756302521, 0.6862745098039216, 0.6911764705882353]",0.7039855072463768,33,85,118
P39,valence,gnb,all_eeg,all_channels,8,primary,120,8,5,0.634313725490196,0.11267809481449508,"[0.5546218487394958, 0.4831932773109243, 0.726890756302521, 0.7450980392156863, 0.6617647058823529]",0.7210144927536232,33,85,118
P39,valence,gnb,hjorth,all_channels,10,primary,16,10,5,0.5095238095238095,0.10955031308341369,"[0.35294117647058826, 0.5966386554621849, 0.4411764705882353, 0.5490196078431372, 0.6078431372549019]",0.6365942028985507,33,85,118
P39,valence,gnb,hjorth,all_channels,8,primary,16,8,5,0.47464985994397757,0.0871791084005893,"[0.35294117647058826, 0.5840336134453781, 0.4411764705882353, 0.5245098039215687, 0.47058823529411764]",0.644927536231884,33,85,118
P39,valence,gnb,paper_compact,all_channels,10,secondary,64,10,5,0.53515406162465,0.1280023165919564,"[0.39495798319327735, 0.6260504201680672, 0.39495798319327735, 0.6323529411764706, 0.6274509803921569]",0.602536231884058,33,85,118
P39,valence,gnb,paper_compact,all_channels,8,secondary,64,8,5,0.5553221288515406,0.10958432852671457,"[0.4369747899159664, 0.6554621848739496, 0.4831932773109243, 0.5147058823529411, 0.6862745098039216]",0.6184782608695653,33,85,118
P39,valence,gnb,paper_compact,frontal_central,10,secondary,32,10,5,0.553921568627451,0.05265622184063715,"[0.46638655462184875, 0.5840336134453781, 0.5966386554621849, 0.5784313725490196, 0.5441176470588236]",0.6355072463768116,33,85,118
P39,valence,gnb,paper_compact,frontal_central,8,secondary,32,8,5,0.5798319327731092,0.04188822529058318,"[0.5252100840336134, 0.6134453781512605, 0.5546218487394958, 0.5784313725490196, 0.6274509803921569]",0.6692028985507246,33,85,118
P39,valence,gnb,time_statistical,all_channels,all,primary,8,all,5,0.4718487394957983,0.10011115917715845,"[0.365546218487395, 0.5840336134453781, 0.4243697478991597, 0.5735294117647058, 0.4117647058823529]",0.5851449275362318,33,85,118
P39,valence,logreg,all_eeg,all_channels,10,primary,120,10,5,0.6901960784313725,0.0688710448427992,"[0.5798319327731092, 0.6974789915966386, 0.6932773109243697, 0.7107843137254902, 0.7696078431372549]",0.6699275362318841,33,85,118
P39,valence,logreg,all_eeg,all_channels,8,primary,120,8,5,0.6939775910364145,0.10063344400201636,"[0.5252100840336134, 0.7563025210084033, 0.7815126050420168, 0.6911764705882353, 0.7156862745098038]",0.7460144927536232,33,85,118
P39,valence,logreg,hjorth,all_channels,10,primary,16,10,5,0.48767507002801114,0.12130581901526938,"[0.5378151260504201, 0.5840336134453781, 0.2773109243697479, 0.5392156862745098, 0.5]",0.5684782608695652,33,85,118
P39,valence,logreg,hjorth,all_channels,8,primary,16,8,5,0.48543417366946773,0.14644931713875597,"[0.4117647058823529, 0.5126050420168067, 0.2773109243697479, 0.5686274509803921, 0.6568627450980392]",0.5514492753623188,33,85,118
P39,valence,logreg,paper_compact,all_channels,10,secondary,64,10,5,0.5435574229691877,0.11928054326647695,"[0.3487394957983193, 0.6134453781512605, 0.5252100840336134, 0.6568627450980392, 0.5735294117647058]",0.6021739130434783,33,85,118
P39,valence,logreg,paper_compact,all_channels,8,secondary,64,8,5,0.5376750700280113,0.14012288320045926,"[0.31932773109243695, 0.6134453781512605, 0.4957983193277311, 0.6862745098039216, 0.5735294117647058]",0.5942028985507246,33,85,118
P39,valence,logreg,paper_compact,frontal_central,10,secondary,32,10,5,0.569187675070028,0.07981872464327112,"[0.44957983193277307, 0.6134453781512605, 0.6260504201680672, 0.5245098039215687, 0.6323529411764706]",0.6615942028985506,33,85,118
P39,valence,logreg,paper_compact,frontal_central,8,secondary,32,8,5,0.5515406162464986,0.05324109538553848,"[0.5084033613445378, 0.6134453781512605, 0.5672268907563025, 0.5833333333333334, 0.4852941176470588]",0.6355072463768117,33,85,118
P39,valence,logreg,time_statistical,all_channels,all,primary,8,all,5,0.4310924369747899,0.06513282697191837,"[0.37815126050420167, 0.365546218487395, 0.5, 0.5, 0.4117647058823529]",0.586231884057971,33,85,118
P39,valence,svm,all_eeg,all_channels,10,primary,120,10,5,0.684733893557423,0.03835719990332417,"[0.7100840336134454, 0.6848739495798319, 0.6218487394957983, 0.7205882352941176, 0.6862745098039216]",0.7210144927536233,33,85,118
P39,valence,svm,all_eeg,all_channels,8,primary,120,8,5,0.7042016806722688,0.08595720872156266,"[0.6554621848739496, 0.7857142857142857, 0.6680672268907563, 0.803921568627451, 0.6078431372549019]",0.7884057971014492,33,85,118
P39,valence,svm,hjorth,all_channels,10,primary,16,10,5,0.47086834733893557,0.12791723745320244,"[0.5378151260504201, 0.5, 0.24789915966386555, 0.5686274509803921, 0.5]",0.5688405797101449,33,85,118
P39,valence,svm,hjorth,all_channels,8,primary,16,8,5,0.4855742296918767,0.12100832231037847,"[0.5672268907563025, 0.5, 0.2773109243697479, 0.5098039215686274, 0.5735294117647058]",0.5420289855072464,33,85,118
P39,valence,svm,paper_compact,all_channels,10,secondary,64,10,5,0.514985994397759,0.13265974547947562,"[0.33613445378151263, 0.5, 0.44957983193277307, 0.6568627450980392, 0.6323529411764706]",0.5862318840579711,33,85,118
P39,valence,svm,paper_compact,all_channels,8,secondary,64,8,5,0.5376750700280112,0.09440596677780887,"[0.40756302521008403, 0.5, 0.5210084033613445, 0.6274509803921569, 0.6323529411764706]",0.5942028985507246,33,85,118
P39,valence,svm,paper_compact,frontal_central,10,secondary,32,10,5,0.5057422969187675,0.05738110792257754,"[0.4369747899159664, 0.5, 0.5966386554621849, 0.5, 0.49509803921568624]",0.6532608695652173,33,85,118
P39,valence,svm,paper_compact,frontal_central,8,secondary,32,8,5,0.5317927170868347,0.06428785018085668,"[0.5672268907563025, 0.5, 0.6260504201680672, 0.5, 0.4656862745098039]",0.6778985507246377,33,85,118
P39,valence,svm,time_statistical,all_channels,all,primary,8,all,5,0.42857142857142855,0.0726538506965991,"[0.3487394957983193, 0.4327731092436975, 0.36134453781512604, 0.5, 0.5]",0.5123188405797101,33,85,118
P40,arousal,gnb,all_eeg,all_channels,10,primary,120,10,5,0.4671428571428572,0.12283858192101056,"[0.6666666666666666, 0.4111111111111111, 0.4555555555555556, 0.4666666666666667, 0.3357142857142857]",0.5083333333333333,46,74,120
P40,arousal,gnb,all_eeg,all_channels,8,primary,120,8,5,0.4453968253968254,0.06897551425792618,"[0.5555555555555556, 0.43333333333333335, 0.4555555555555556, 0.4111111111111111, 0.37142857142857144]",0.4916666666666666,46,74,120
