participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names,modality
P03,valence,gnb,paper_compact,frontal_central,8,secondary,32,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.475462962962963,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5078703703703703,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]",eeg
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5037037037037037,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]",eeg
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4439814814814815,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__Cz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]",eeg
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.6412037037037037,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]",eeg
P03,valence,logreg,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.550462962962963,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5550925925925926,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]",eeg
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]",eeg
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5333333333333333,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__Cz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]",eeg
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.6134259259259259,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]",eeg
P03,valence,svm,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5805555555555556,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5888888888888889,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hm__Cz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C3"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz""]",eeg
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.550462962962963,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Fz""]",eeg
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4935185185185184,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__Cz"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_mf_hz__Cz"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4""]",eeg
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5337962962962962,"[""eeg_sd__C4"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_hc__C4"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__C3"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_bp_gamma__C4""]",eeg
P03,valence,gnb,paper_compact,frontal_central,10,secondary,32,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4824074074074074,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_mf_hz__Fz"", ""eeg_se_beta__C4"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Cz"", ""eeg_bp_gamma__Fz"", ""eeg_se_gamma__C3""]",eeg
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4791666666666667,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.548611111111111,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4861111111111111,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.4295634920634921,"[""eeg_se__Pz"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5188492063492064,"[""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5208333333333334,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5763888888888888,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_se__Pz"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5674603174603174,"[""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,8,primary,120,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4722222222222221,"[""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,8,primary,120,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5347222222222222,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,8,primary,120,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4513888888888888,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,8,primary,120,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4861111111111111,"[""eeg_se__Pz"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,8,primary,120,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.6646825396825397,"[""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,10,primary,120,1,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4791666666666667,"[""eeg_se__C3"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__PO8""]",eeg
P03,arousal,logreg,all_eeg,all_channels,10,primary,120,2,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5416666666666666,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_bp_delta__PO7"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__PO8"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,10,primary,120,3,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.4444444444444444,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,10,primary,120,4,10,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.3611111111111111,"[""eeg_se__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,all_eeg,all_channels,10,primary,120,5,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5158730158730159,"[""eeg_mf_hz__C4"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,10,primary,120,1,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5069444444444445,"[""eeg_se__C3"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__PO8""]",eeg
P03,arousal,svm,all_eeg,all_channels,10,primary,120,2,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.611111111111111,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_bp_delta__PO7"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__PO8"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,10,primary,120,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5347222222222222,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,10,primary,120,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_se__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,all_eeg,all_channels,10,primary,120,5,10,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5257936507936508,"[""eeg_mf_hz__C4"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,10,primary,120,1,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4791666666666667,"[""eeg_se__C3"", ""eeg_hm__C3"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__PO8""]",eeg
P03,arousal,gnb,all_eeg,all_channels,10,primary,120,2,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4861111111111111,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_se__Pz"", ""eeg_bp_delta__PO7"", ""eeg_se_delta__PO8"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__PO8"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,10,primary,120,3,10,5,"{""classifier__var_smoothing"": 1e-11}",0.4583333333333333,"[""eeg_sd__PO7"", ""eeg_se__PO7"", ""eeg_hm__C3"", ""eeg_bp_delta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,10,primary,120,4,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5,"[""eeg_se__Pz"", ""eeg_mf_hz__C4"", ""eeg_se_delta__C3"", ""eeg_se_delta__C4"", ""eeg_bp_theta__PO7"", ""eeg_se_theta__Cz"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__PO8"", ""eeg_se_alpha__Pz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,all_eeg,all_channels,10,primary,120,5,10,5,"{""classifier__var_smoothing"": 1e-11}",0.5367063492063492,"[""eeg_mf_hz__C4"", ""eeg_se_delta__C4"", ""eeg_se_theta__Cz"", ""eeg_se_theta__PO7"", ""eeg_se_alpha__PO8"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5416666666666666,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hm__Oz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__PO8""]",eeg
P03,arousal,logreg,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4791666666666667,"[""eeg_sd__PO7"", ""eeg_hm__Fz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.4999999999999999,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,logreg,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.3531746031746032,"[""eeg_sd__PO7"", ""eeg_hm__Oz"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_bp_gamma__PO8"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Oz""]",eeg
P03,arousal,logreg,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4434523809523809,"[""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6180555555555556,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hm__Oz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__PO8""]",eeg
P03,arousal,svm,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5069444444444444,"[""eeg_sd__PO7"", ""eeg_hm__Fz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,svm,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_sd__PO7"", ""eeg_hm__Oz"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_bp_gamma__PO8"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Oz""]",eeg
P03,arousal,svm,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.001, ""classifier__kernel"": ""rbf""}",0.5,"[""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,paper_compact,all_channels,8,secondary,64,1,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4791666666666666,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_hm__Oz"", ""eeg_hc__C3"", ""eeg_mf_hz__C3"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__PO8""]",eeg
P03,arousal,gnb,paper_compact,all_channels,8,secondary,64,2,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4513888888888888,"[""eeg_sd__PO7"", ""eeg_hm__Fz"", ""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C4"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,paper_compact,all_channels,8,secondary,64,3,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5,"[""eeg_sd__PO7"", ""eeg_hm__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
P03,arousal,gnb,paper_compact,all_channels,8,secondary,64,4,8,5,"{""classifier__var_smoothing"": 1e-11}",0.4156746031746032,"[""eeg_sd__PO7"", ""eeg_hm__Oz"", ""eeg_hc__Pz"", ""eeg_mf_hz__C4"", ""eeg_bp_gamma__PO8"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C4"", ""eeg_se_gamma__Oz""]",eeg
P03,arousal,gnb,paper_compact,all_channels,8,secondary,64,5,8,5,"{""classifier__var_smoothing"": 1e-11}",0.5198412698412698,"[""eeg_hc__C4"", ""eeg_mf_hz__C4"", ""eeg_bp_beta__Fz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__Fz"", ""eeg_se_beta__Oz"", ""eeg_bp_gamma__C4"", ""eeg_bp_gamma__Pz""]",eeg
