participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,fold,feature_count_resolved,outer_folds,best_parameters,inner_best_balanced_accuracy,selected_feature_names,modality
P29,valence,logreg,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.4813743761112182,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_mwo_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.517351069982649,"[""video_irisdo_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.6252436647173489,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std""]",face
P29,valence,svm,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5114709851551957,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_mnso_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.6558918664181822,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5505001820791294,"[""video_irisdo_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5941723968039757,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,5,primary,10,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.4288445472655999,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_mnso_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,5,primary,10,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5522888417625259,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_enso_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,5,primary,10,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.4095977122292911,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,5,primary,10,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5056123214017951,"[""video_irisdo_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,5,primary,10,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.612423151896836,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5164138979928453,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": null}",0.5156588051324893,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.4360527386843176,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": ""balanced""}",0.5411605937921727,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,logreg,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.5850523745260587,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5063192168455326,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": ""scale"", ""classifier__kernel"": ""rbf""}",0.5615481010217852,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5119047619047619,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5257749073538548,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,svm,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5856735856735856,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,all,primary,10,1,all,5,"{""classifier__var_smoothing"": 1e-11}",0.4469346443030653,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,all,primary,10,2,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5456750851487694,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,all,primary,10,3,all,5,"{""classifier__var_smoothing"": 1e-11}",0.433407236038815,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,all,primary,10,4,all,5,"{""classifier__var_smoothing"": 1e-11}",0.4865261444208812,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,gnb,face_geometry,all_face,all,primary,10,5,all,5,"{""classifier__var_smoothing"": 1e-11}",0.5570871623503203,"[""video_irisdo_norm_mean"", ""video_irisdo_norm_std"", ""video_eso_norm_mean"", ""video_eso_norm_std"", ""video_enso_norm_mean"", ""video_enso_norm_std"", ""video_mnso_norm_mean"", ""video_mnso_norm_std"", ""video_mwo_norm_mean"", ""video_mwo_norm_std""]",face
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5008169934640523,"[""eeg_se__Oz"", ""eeg_bp_delta__Oz"", ""eeg_se_delta__C4"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5318627450980392,"[""eeg_se_delta__PO8"", ""eeg_se_alpha__C3"", ""eeg_se_alpha__Cz"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5620915032679737,"[""eeg_se__PO8"", ""eeg_se_delta__PO8"", ""eeg_bp_alpha__Oz"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.6405228758169934,"[""eeg_se__Oz"", ""eeg_bp_delta__C3"", ""eeg_se_alpha__C3"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 0.01, ""classifier__class_weight"": ""balanced""}",0.4959150326797386,"[""eeg_bp_delta__Oz"", ""eeg_se_delta__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5318627450980392,"[""eeg_se__Oz"", ""eeg_bp_delta__Oz"", ""eeg_se_delta__C4"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__kernel"": ""linear""}",0.5416666666666666,"[""eeg_se_delta__PO8"", ""eeg_se_alpha__C3"", ""eeg_se_alpha__Cz"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": ""balanced"", ""classifier__kernel"": ""linear""}",0.5580065359477123,"[""eeg_se__PO8"", ""eeg_se_delta__PO8"", ""eeg_bp_alpha__Oz"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__C"": 10, ""classifier__class_weight"": null, ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.6797385620915032,"[""eeg_se__Oz"", ""eeg_bp_delta__C3"", ""eeg_se_alpha__C3"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced"", ""classifier__gamma"": 0.01, ""classifier__kernel"": ""rbf""}",0.5272331154684096,"[""eeg_bp_delta__Oz"", ""eeg_se_delta__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,1,5,5,"{""classifier__var_smoothing"": 1e-11}",0.4918300653594771,"[""eeg_se__Oz"", ""eeg_bp_delta__Oz"", ""eeg_se_delta__C4"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,2,5,5,"{""classifier__var_smoothing"": 1e-11}",0.4975490196078431,"[""eeg_se_delta__PO8"", ""eeg_se_alpha__C3"", ""eeg_se_alpha__Cz"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,3,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5179738562091503,"[""eeg_se__PO8"", ""eeg_se_delta__PO8"", ""eeg_bp_alpha__Oz"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,4,5,5,"{""classifier__var_smoothing"": 1e-11}",0.551470588235294,"[""eeg_se__Oz"", ""eeg_bp_delta__C3"", ""eeg_se_alpha__C3"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,5,"{""classifier__var_smoothing"": 1e-11}",0.5098039215686274,"[""eeg_bp_delta__Oz"", ""eeg_se_delta__PO8"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,1,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5678104575163399,"[""eeg_se__Oz"", ""eeg_hm__Oz"", ""eeg_hc__Oz"", ""eeg_mf_hz__C4"", ""eeg_bp_delta__Oz"", ""eeg_se_delta__C4"", ""eeg_se_delta__PO8"", ""eeg_se_beta__C3"", ""eeg_se_beta__Cz"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,2,10,5,"{""classifier__C"": 0.1, ""classifier__class_weight"": null}",0.5138888888888888,"[""eeg_se__PO8"", ""eeg_bp_delta__Oz"", ""eeg_se_delta__PO8"", ""eeg_se_alpha__C3"", ""eeg_se_alpha__Cz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__C4"", ""video_mwo_norm_std""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,3,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.6070261437908497,"[""eeg_se__Cz"", ""eeg_se__PO8"", ""eeg_se_delta__PO8"", ""eeg_bp_alpha__Oz"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_beta__Cz"", ""eeg_bp_gamma__Pz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__C4""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,4,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": null}",0.6723856209150326,"[""eeg_se__C3"", ""eeg_se__Fz"", ""eeg_se__Oz"", ""eeg_hc__Oz"", ""eeg_mf_hz__Oz"", ""eeg_bp_delta__C3"", ""eeg_bp_delta__Oz"", ""eeg_se_alpha__C3"", ""eeg_se_beta__C3"", ""eeg_se_gamma__C3""]",multimodal
P29,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,5,10,5,"{""classifier__C"": 1, ""classifier__class_weight"": ""balanced""}",0.5269607843137255,"[""eeg_mf_hz__C4"", ""eeg_bp_delta__Oz"", ""eeg_se_delta__PO8"", ""eeg_bp_alpha__Cz"", ""eeg_se_alpha__C3"", ""eeg_bp_beta__PO7"", ""eeg_se_beta__C3"", ""eeg_se_beta__Cz"", ""eeg_se_gamma__C3"", ""eeg_se_gamma__Pz""]",multimodal
