participant,target,classifier,feature_family,channel_subset,feature_count_request,analysis_tier,available_feature_count,feature_count_resolved,outer_folds,mean_outer_cv_balanced_accuracy,fold_ba_sd,outer_fold_ba_values,mean_accuracy,low_count,high_count,sample_size,modality
P15,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5736904761904762,0.0586005783058305,"[0.5833333333333333, 0.6166666666666667, 0.4732142857142857, 0.5809523809523809, 0.6142857142857143]",0.6158102766798419,38,74,112,multimodal
P15,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5652380952380953,0.0453819767035748,"[0.6166666666666667, 0.55, 0.6071428571428572, 0.5428571428571429, 0.5095238095238095]",0.6162055335968379,38,74,112,multimodal
P15,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6022619047619047,0.0640668120472346,"[0.7125, 0.5875, 0.5446428571428572, 0.5857142857142856, 0.5809523809523809]",0.6418972332015811,38,74,112,multimodal
P15,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5361904761904762,0.0810523280065628,"[0.6125, 0.6166666666666667, 0.4375, 0.4714285714285714, 0.5428571428571429]",0.5885375494071147,38,74,112,multimodal
P16,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,0.5466666666666666,0.0930949336251262,"[0.5, 0.7, 0.5555555555555556, 0.4555555555555556, 0.5222222222222221]",0.6166666666666666,44,76,120,face
P16,arousal,gnb,face_geometry,all_face,all,primary,10,all,5,0.5573611111111111,0.0414450122838668,"[0.53125, 0.5888888888888888, 0.6111111111111112, 0.5111111111111111, 0.5444444444444445]",0.625,44,76,120,face
P16,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.6334722222222222,0.1045645180064726,"[0.65625, 0.6888888888888889, 0.7666666666666666, 0.5222222222222221, 0.5333333333333333]",0.6333333333333333,44,76,120,face
P16,arousal,logreg,face_geometry,all_face,all,primary,10,all,5,0.5595833333333333,0.0805322044699518,"[0.53125, 0.6555555555555556, 0.6111111111111112, 0.5555555555555556, 0.4444444444444444]",0.5916666666666667,44,76,120,face
P16,arousal,svm,face_geometry,all_face,5,primary,10,5,5,0.5236111111111111,0.0342748963312585,"[0.5625, 0.5444444444444445, 0.5, 0.5333333333333333, 0.4777777777777778]",0.575,44,76,120,face
P16,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.5494444444444444,0.102822812956063,"[0.625, 0.6888888888888889, 0.5, 0.4888888888888889, 0.4444444444444444]",0.5833333333333333,44,76,120,face
P16,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5591666666666667,0.0868227760696721,"[0.7, 0.5833333333333333, 0.525, 0.49166666666666664, 0.49583333333333335]",0.6199275362318841,41,75,116,multimodal
P16,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5780555555555555,0.056676197455587,"[0.6444444444444444, 0.5833333333333333, 0.4875, 0.5833333333333333, 0.5916666666666667]",0.6202898550724638,41,75,116,multimodal
P16,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5797222222222222,0.0587911925460578,"[0.6444444444444444, 0.6166666666666667, 0.5875, 0.49166666666666664, 0.5583333333333333]",0.6376811594202898,41,75,116,multimodal
P16,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6183333333333334,0.0742204860908061,"[0.5666666666666667, 0.6166666666666667, 0.5541666666666667, 0.7416666666666667, 0.6125]",0.6300724637681159,41,75,116,multimodal
P16,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6080555555555556,0.0850880081786056,"[0.6444444444444444, 0.5833333333333333, 0.55, 0.7375, 0.525]",0.6289855072463768,41,75,116,multimodal
P16,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5494444444444444,0.0433524708453285,"[0.5888888888888888, 0.4875, 0.5583333333333333, 0.5875, 0.525]",0.6119565217391305,41,75,116,multimodal
P16,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5824999999999999,0.0762283666943539,"[0.6333333333333333, 0.5833333333333333, 0.6791666666666667, 0.49583333333333335, 0.5208333333333333]",0.6206521739130435,41,75,116,multimodal
P16,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5583333333333333,0.0880439442046476,"[0.4666666666666667, 0.55, 0.5458333333333334, 0.7041666666666666, 0.525]",0.5695652173913043,41,75,116,multimodal
P16,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5419444444444445,0.104265693670273,"[0.6222222222222222, 0.4875, 0.49166666666666664, 0.6791666666666667, 0.42916666666666664]",0.5942028985507246,41,75,116,multimodal
P16,valence,gnb,face_geometry,all_face,5,primary,10,5,5,0.5041958041958041,0.0584763423555783,"[0.45104895104895104, 0.5034965034965035, 0.5419580419580419, 0.44405594405594406, 0.5804195804195804]",0.5083333333333334,55,65,120,face
P16,valence,gnb,face_geometry,all_face,all,primary,10,all,5,0.5405594405594406,0.04089564060759,"[0.5874125874125874, 0.5034965034965035, 0.5034965034965035, 0.5279720279720279, 0.5804195804195804]",0.5416666666666667,55,65,120,face
P16,valence,logreg,face_geometry,all_face,5,primary,10,5,5,0.5909090909090909,0.0708419566061356,"[0.6573426573426573, 0.49650349650349646, 0.6398601398601399, 0.534965034965035, 0.6258741258741258]",0.5916666666666666,55,65,120,face
P16,valence,logreg,face_geometry,all_face,all,primary,10,all,5,0.5545454545454545,0.0491131183200513,"[0.6258741258741258, 0.5804195804195804, 0.5034965034965035, 0.520979020979021, 0.5419580419580419]",0.5583333333333333,55,65,120,face
P16,valence,svm,face_geometry,all_face,5,primary,10,5,5,0.6286713286713287,0.0811911903423776,"[0.7027972027972028, 0.5629370629370629, 0.7167832167832169, 0.534965034965035, 0.6258741258741258]",0.625,55,65,120,face
P16,valence,svm,face_geometry,all_face,all,primary,10,all,5,0.5615384615384615,0.0460955342592363,"[0.5804195804195804, 0.5244755244755245, 0.5104895104895105, 0.5664335664335665, 0.6258741258741258]",0.5583333333333333,55,65,120,face
P16,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5121678321678321,0.071990271966246,"[0.48951048951048953, 0.45769230769230773, 0.606060606060606, 0.5681818181818181, 0.43939393939393934]",0.5173913043478261,54,62,116,multimodal
P16,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4398135198135198,0.1113984815926262,"[0.27622377622377625, 0.4076923076923077, 0.5643939393939394, 0.5189393939393939, 0.4318181818181818]",0.4496376811594203,54,62,116,multimodal
P16,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.552972027972028,0.0363696594886255,"[0.513986013986014, 0.5576923076923077, 0.553030303030303, 0.6098484848484849, 0.5303030303030303]",0.5605072463768115,54,62,116,multimodal
P16,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6004662004662005,0.0934246152739486,"[0.6048951048951049, 0.4807692307692308, 0.7386363636363636, 0.6136363636363636, 0.5643939393939394]",0.6032608695652174,54,62,116,multimodal
P16,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5067832167832168,0.1091553412814652,"[0.48951048951048953, 0.4307692307692308, 0.696969696969697, 0.4772727272727273, 0.43939393939393934]",0.508695652173913,54,62,116,multimodal
P16,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6195571095571095,0.0812209406064411,"[0.5594405594405594, 0.5307692307692308, 0.7348484848484849, 0.6136363636363636, 0.6590909090909092]",0.6210144927536232,54,62,116,multimodal
P16,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6305361305361306,0.0790494775195264,"[0.6258741258741258, 0.5192307692307692, 0.7386363636363636, 0.6553030303030303, 0.6136363636363636]",0.6293478260869565,54,62,116,multimodal
P16,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6002447552447553,0.0898846294318042,"[0.5664335664335665, 0.6961538461538461, 0.696969696969697, 0.5227272727272727, 0.5189393939393939]",0.6036231884057971,54,62,116,multimodal
P16,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.573041958041958,0.0934831258637763,"[0.6118881118881119, 0.46923076923076923, 0.6893939393939394, 0.6098484848484849, 0.48484848484848486]",0.5771739130434783,54,62,116,multimodal
P17,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,0.518860877684407,0.066640441870435,"[0.5126050420168067, 0.47058823529411764, 0.4444444444444444, 0.5555555555555556, 0.611111111111111]",0.6833333333333333,32,88,120,face
P17,arousal,gnb,face_geometry,all_face,all,primary,10,all,5,0.5450513538748833,0.0675851942065671,"[0.6134453781512605, 0.5840336134453781, 0.4722222222222222, 0.4722222222222222, 0.5833333333333334]",0.6666666666666667,32,88,120,face
P17,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.5021475256769374,0.0715212716909141,"[0.542016806722689, 0.5798319327731092, 0.38888888888888884, 0.5, 0.5]",0.6416666666666667,32,88,120,face
P17,arousal,logreg,face_geometry,all_face,all,primary,10,all,5,0.5323062558356676,0.1262419439256766,"[0.5798319327731092, 0.47058823529411764, 0.38888888888888884, 0.5, 0.7222222222222222]",0.6333333333333334,32,88,120,face
P17,arousal,svm,face_geometry,all_face,5,primary,10,5,5,0.5290849673202614,0.0408961986618007,"[0.5504201680672269, 0.5672268907563025, 0.4722222222222222, 0.5, 0.5555555555555556]",0.6083333333333333,32,88,120,face
P17,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.580532212885154,0.1057604593574562,"[0.76890756302521, 0.5504201680672269, 0.5277777777777778, 0.5277777777777778, 0.5277777777777778]",0.625,32,88,120,face
P17,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.565452847805789,0.1054107802383863,"[0.6260504201680672, 0.5672268907563025, 0.3888888888888889, 0.5833333333333334, 0.6617647058823529]",0.6561594202898551,32,87,119,multimodal
P17,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5626984126984127,0.0268753116633666,"[0.5840336134453781, 0.5252100840336134, 0.5555555555555556, 0.5555555555555556, 0.5931372549019608]",0.6289855072463768,32,87,119,multimodal
P17,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5206816059757235,0.0895260035326532,"[0.5966386554621849, 0.5966386554621849, 0.3888888888888889, 0.4722222222222222, 0.5490196078431372]",0.6221014492753623,32,87,119,multimodal
P17,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5929038281979458,0.1270977858177669,"[0.7394957983193278, 0.4831932773109243, 0.6111111111111112, 0.4444444444444444, 0.6862745098039216]",0.6641304347826087,32,87,119,multimodal
P17,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5589169000933707,0.1036854250574508,"[0.7394957983193278, 0.4831932773109243, 0.5277777777777778, 0.5, 0.5441176470588236]",0.6463768115942029,32,87,119,multimodal
P17,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4953314659197012,0.0348607758257875,"[0.5126050420168067, 0.47058823529411764, 0.4722222222222222, 0.4722222222222222, 0.5490196078431372]",0.6471014492753623,32,87,119,multimodal
P17,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5738562091503268,0.1106898748482034,"[0.7394957983193278, 0.5252100840336134, 0.5, 0.4722222222222222, 0.6323529411764706]",0.672463768115942,32,87,119,multimodal
P17,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5543884220354809,0.0538077667011163,"[0.6134453781512605, 0.5, 0.5277777777777778, 0.6111111111111112, 0.5196078431372549]",0.6550724637681159,32,87,119,multimodal
P17,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5320261437908497,0.1054497739855851,"[0.5, 0.5, 0.5, 0.4444444444444444, 0.7156862745098038]",0.6811594202898551,32,87,119,multimodal
P17,valence,gnb,face_geometry,all_face,5,primary,10,5,5,0.6026373626373627,0.1075968563941562,"[0.6818181818181819, 0.7027972027972028, 0.4357142857142857, 0.5642857142857143, 0.6285714285714286]",0.6333333333333333,52,68,120,face
P17,valence,gnb,face_geometry,all_face,all,primary,10,all,5,0.5892007992007992,0.1177310618890783,"[0.6433566433566433, 0.7097902097902098, 0.4, 0.5642857142857143, 0.6285714285714286]",0.6166666666666667,52,68,120,face
P17,valence,logreg,face_geometry,all_face,5,primary,10,5,5,0.6278321678321678,0.0992247237981972,"[0.6048951048951049, 0.7342657342657343, 0.4714285714285714, 0.65, 0.6785714285714286]",0.6583333333333334,52,68,120,face
P17,valence,logreg,face_geometry,all_face,all,primary,10,all,5,0.6491708291708292,0.1081269505428465,"[0.7482517482517483, 0.6118881118881119, 0.4857142857142857, 0.6571428571428571, 0.7428571428571429]",0.6583333333333333,52,68,120,face
P17,valence,svm,face_geometry,all_face,5,primary,10,5,5,0.5858141858141858,0.064748242353668,"[0.5454545454545454, 0.5979020979020979, 0.5071428571428571, 0.6, 0.6785714285714286]",0.625,52,68,120,face
P17,valence,svm,face_geometry,all_face,all,primary,10,all,5,0.6458241758241758,0.1207623661092904,"[0.6573426573426573, 0.6503496503496503, 0.45, 0.6928571428571428, 0.7785714285714285]",0.6583333333333333,52,68,120,face
P17,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6127472527472527,0.1031550250383348,"[0.7027972027972028, 0.6433566433566433, 0.5642857142857143, 0.4571428571428572, 0.6961538461538461]",0.6391304347826087,52,67,119,multimodal
P17,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5862137862137862,0.1292109992989683,"[0.6818181818181819, 0.6888111888111889, 0.5285714285714286, 0.3857142857142857, 0.6461538461538461]",0.613768115942029,52,67,119,multimodal
P17,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6361538461538461,0.0745973384874973,"[0.6573426573426573, 0.6888111888111889, 0.6428571428571428, 0.5071428571428571, 0.6846153846153846]",0.6557971014492754,52,67,119,multimodal
P17,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6521078921078921,0.0634231640021072,"[0.6188811188811189, 0.7097902097902098, 0.6785714285714286, 0.5571428571428572, 0.6961538461538461]",0.6641304347826087,52,67,119,multimodal
P17,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5889210789210789,0.1521089514021892,"[0.6573426573426573, 0.7482517482517483, 0.5428571428571428, 0.35, 0.6461538461538461]",0.6054347826086957,52,67,119,multimodal
P17,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6522077922077922,0.1034635280763918,"[0.7622377622377623, 0.7097902097902098, 0.5857142857142856, 0.5071428571428571, 0.6961538461538461]",0.6557971014492754,52,67,119,multimodal
P17,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5877922077922078,0.0962042409812502,"[0.5944055944055944, 0.7027972027972028, 0.5642857142857143, 0.44285714285714284, 0.6346153846153846]",0.613768115942029,52,67,119,multimodal
P17,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.628011988011988,0.0810456253897578,"[0.7097902097902098, 0.7027972027972028, 0.5285714285714286, 0.5642857142857143, 0.6346153846153846]",0.6554347826086957,52,67,119,multimodal
P17,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6257242757242757,0.0963632073390821,"[0.7622377622377623, 0.6713286713286714, 0.6071428571428572, 0.5071428571428571, 0.5807692307692307]",0.6297101449275362,52,67,119,multimodal
P18,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,0.5473776223776224,0.0304829248749031,"[0.5416666666666667, 0.5833333333333334, 0.5, 0.5559440559440559, 0.5559440559440559]",0.5416666666666666,62,58,120,face
P18,arousal,gnb,face_geometry,all_face,all,primary,10,all,5,0.5458624708624709,0.0364973577556107,"[0.5416666666666667, 0.5833333333333334, 0.5833333333333333, 0.5104895104895105, 0.5104895104895105]",0.5416666666666667,62,58,120,face
P18,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.5743589743589743,0.0930328042538782,"[0.6666666666666667, 0.5833333333333334, 0.5833333333333334, 0.6188811188811189, 0.4195804195804196]",0.575,62,58,120,face
P18,arousal,logreg,face_geometry,all_face,all,primary,10,all,5,0.6148601398601399,0.0900920904162555,"[0.7083333333333333, 0.5833333333333333, 0.5833333333333334, 0.7027972027972028, 0.49650349650349646]",0.6166666666666667,62,58,120,face
P18,arousal,svm,face_geometry,all_face,5,primary,10,5,5,0.5758741258741259,0.0396600198696877,"[0.5833333333333334, 0.5833333333333334, 0.5833333333333334, 0.6188811188811189, 0.5104895104895105]",0.575,62,58,120,face
P18,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.6127039627039628,0.0744466435386671,"[0.7083333333333333, 0.5416666666666666, 0.6666666666666667, 0.6048951048951049, 0.5419580419580419]",0.6166666666666666,62,58,120,face
P18,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5339160839160839,0.0741759316253487,"[0.5, 0.5833333333333334, 0.4195804195804196, 0.5984848484848485, 0.5681818181818181]",0.5347826086956522,61,57,118,multimodal
P18,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5756993006993006,0.0859767960390001,"[0.5416666666666666, 0.625, 0.458041958041958, 0.6856060606060606, 0.5681818181818181]",0.5771739130434782,61,57,118,multimodal
P18,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4770979020979021,0.057365645916909,"[0.41666666666666663, 0.4583333333333333, 0.465034965034965, 0.4734848484848485, 0.571969696969697]",0.4753623188405796,61,57,118,multimodal
P18,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.543997668997669,0.095507113724363,"[0.41666666666666663, 0.5833333333333334, 0.5874125874125874, 0.4772727272727273, 0.6553030303030303]",0.5427536231884058,61,57,118,multimodal
P18,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5794871794871795,0.0630211144484823,"[0.5, 0.625, 0.548951048951049, 0.5643939393939394, 0.6590909090909092]",0.5768115942028985,61,57,118,multimodal
P18,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.527972027972028,0.0788284604491032,"[0.4583333333333333, 0.5, 0.548951048951049, 0.4772727272727273, 0.6553030303030303]",0.5260869565217392,61,57,118,multimodal
P18,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5523310023310023,0.0994673478791052,"[0.45833333333333337, 0.625, 0.5874125874125874, 0.4356060606060606, 0.6553030303030303]",0.5507246376811594,61,57,118,multimodal
P18,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.4937645687645687,0.0912976016300478,"[0.5833333333333333, 0.5833333333333334, 0.37412587412587417, 0.43939393939393934, 0.48863636363636365]",0.4909420289855072,61,57,118,multimodal
P18,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.4741841491841492,0.0756534495994338,"[0.5416666666666666, 0.5, 0.5034965034965035, 0.4810606060606061, 0.3446969696969697]",0.4735507246376811,61,57,118,multimodal
P18,valence,gnb,face_geometry,all_face,5,primary,10,5,5,0.4449883449883449,0.0926975125867431,"[0.5244755244755245, 0.36713286713286714, 0.4583333333333333, 0.5416666666666666, 0.33333333333333337]",0.4416666666666667,58,62,120,face
P18,valence,gnb,face_geometry,all_face,all,primary,10,all,5,0.4385198135198135,0.1023917814946266,"[0.40559440559440557, 0.32867132867132864, 0.5, 0.5833333333333334, 0.375]",0.4416666666666667,58,62,120,face
P18,valence,logreg,face_geometry,all_face,5,primary,10,5,5,0.4427156177156177,0.1133539015317233,"[0.465034965034965, 0.2902097902097902, 0.5833333333333334, 0.5, 0.375]",0.4416666666666667,58,62,120,face
P18,valence,logreg,face_geometry,all_face,all,primary,10,all,5,0.4497668997668998,0.0968367271123087,"[0.465034965034965, 0.36713286713286714, 0.5416666666666666, 0.5416666666666667, 0.33333333333333337]",0.45,58,62,120,face
P18,valence,svm,face_geometry,all_face,5,primary,10,5,5,0.3877622377622377,0.075094993389557,"[0.39860139860139865, 0.2902097902097902, 0.375, 0.5, 0.375]",0.3916666666666667,58,62,120,face
P18,valence,svm,face_geometry,all_face,all,primary,10,all,5,0.4796620046620046,0.1743547478078658,"[0.48951048951048953, 0.36713286713286714, 0.75, 0.5, 0.2916666666666667]",0.4833333333333333,58,62,120,face
P18,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5932400932400932,0.0683686525279381,"[0.5419580419580419, 0.625, 0.5, 0.6515151515151515, 0.6477272727272727]",0.5942028985507246,57,61,118,multimodal
P18,valence,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6342657342657343,0.0559020791185821,"[0.7167832167832169, 0.6666666666666666, 0.5833333333333334, 0.6022727272727273, 0.6022727272727273]",0.635144927536232,57,61,118,multimodal
P18,valence,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5599067599067599,0.047085111141644,"[0.5419580419580419, 0.5416666666666667, 0.5, 0.6098484848484849, 0.606060606060606]",0.5601449275362318,57,61,118,multimodal
P18,valence,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6198717948717949,0.0854044290714357,"[0.6713286713286714, 0.5416666666666667, 0.5416666666666667, 0.606060606060606, 0.7386363636363636]",0.6195652173913043,57,61,118,multimodal
P18,valence,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5751748251748252,0.0860122389289471,"[0.6713286713286714, 0.5833333333333334, 0.5833333333333333, 0.4356060606060606, 0.6022727272727273]",0.5753623188405796,57,61,118,multimodal
P18,valence,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5851398601398602,0.0979076043933735,"[0.7097902097902098, 0.45833333333333337, 0.5416666666666666, 0.5643939393939394, 0.6515151515151515]",0.5851449275362318,57,61,118,multimodal
P18,valence,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.5821095571095571,0.0595245561501183,"[0.6643356643356644, 0.5416666666666667, 0.5833333333333333, 0.6098484848484849, 0.5113636363636364]",0.5844202898550724,57,61,118,multimodal
P18,valence,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5500582750582751,0.0395677561141836,"[0.5419580419580419, 0.5416666666666667, 0.5, 0.6098484848484849, 0.5568181818181819]",0.5514492753623188,57,61,118,multimodal
P18,valence,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.5826340326340327,0.0586506688757152,"[0.5874125874125874, 0.625, 0.5, 0.6477272727272727, 0.553030303030303]",0.5851449275362318,57,61,118,multimodal
P19,arousal,gnb,face_geometry,all_face,5,primary,10,5,5,0.5174825174825175,0.0628884816384788,"[0.4825174825174825, 0.6048951048951049, 0.5594405594405594, 0.48951048951048953, 0.45104895104895104]",0.5333333333333333,65,55,120,face
P19,arousal,gnb,face_geometry,all_face,all,primary,10,all,5,0.4881118881118881,0.0612936165374184,"[0.4370629370629371, 0.5664335664335665, 0.5279720279720279, 0.48951048951048953, 0.4195804195804196]",0.5,65,55,120,face
P19,arousal,logreg,face_geometry,all_face,5,primary,10,5,5,0.5685314685314685,0.082764534757374,"[0.5734265734265734, 0.6713286713286714, 0.6118881118881119, 0.534965034965035, 0.45104895104895104]",0.575,65,55,120,face
P19,arousal,logreg,face_geometry,all_face,all,primary,10,all,5,0.6013986013986015,0.1114227648190783,"[0.5874125874125874, 0.6713286713286714, 0.7482517482517483, 0.534965034965035, 0.465034965034965]",0.6,65,55,120,face
P19,arousal,svm,face_geometry,all_face,5,primary,10,5,5,0.5272727272727272,0.1201444596431434,"[0.5734265734265734, 0.6713286713286714, 0.5734265734265734, 0.3601398601398601, 0.458041958041958]",0.5333333333333333,65,55,120,face
P19,arousal,svm,face_geometry,all_face,all,primary,10,all,5,0.5020979020979021,0.1085494001479637,"[0.47202797202797203, 0.5419580419580419, 0.6643356643356644, 0.37412587412587417, 0.458041958041958]",0.5,65,55,120,face
P19,arousal,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6538461538461539,0.0704959620757201,"[0.7552447552447552, 0.6958041958041958, 0.6188811188811189, 0.6188811188811189, 0.5804195804195804]",0.6583333333333334,65,55,120,multimodal
P19,arousal,gnb,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6244755244755245,0.0954871995172726,"[0.7552447552447552, 0.6643356643356644, 0.6188811188811189, 0.5874125874125874, 0.49650349650349646]",0.625,65,55,120,multimodal
P19,arousal,gnb,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6447552447552447,0.0630631991644509,"[0.7482517482517483, 0.6573426573426573, 0.6188811188811189, 0.6118881118881119, 0.5874125874125874]",0.65,65,55,120,multimodal
P19,arousal,logreg,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.7041958041958042,0.0309396109169635,"[0.7167832167832169, 0.6958041958041958, 0.6573426573426573, 0.7412587412587412, 0.7097902097902098]",0.7083333333333334,65,55,120,multimodal
P19,arousal,logreg,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.6468531468531469,0.0453872551949202,"[0.7167832167832169, 0.6643356643356644, 0.6188811188811189, 0.6328671328671329, 0.6013986013986015]",0.6416666666666667,65,55,120,multimodal
P19,arousal,logreg,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6874125874125874,0.0784417785471752,"[0.8006993006993006, 0.6573426573426573, 0.6118881118881119, 0.7342657342657343, 0.6328671328671329]",0.6916666666666667,65,55,120,multimodal
P19,arousal,svm,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6433566433566433,0.0800768006335579,"[0.7482517482517483, 0.6258741258741258, 0.5664335664335665, 0.7027972027972028, 0.5734265734265734]",0.65,65,55,120,multimodal
P19,arousal,svm,all_eeg_plus_face,all_channels,20,primary,130,20,5,0.5895104895104895,0.0720653036530811,"[0.6643356643356644, 0.5034965034965035, 0.5664335664335665, 0.6643356643356644, 0.548951048951049]",0.5916666666666666,65,55,120,multimodal
P19,arousal,svm,all_eeg_plus_face,all_channels,5,primary,130,5,5,0.6447552447552447,0.0273756351483403,"[0.6188811188811189, 0.6573426573426573, 0.6118881118881119, 0.6643356643356644, 0.6713286713286714]",0.65,65,55,120,multimodal
P19,valence,gnb,face_geometry,all_face,5,primary,10,5,5,0.4991666666666666,0.0375944027798071,"[0.5111111111111111, 0.4444444444444444, 0.47777777777777775, 0.53125, 0.53125]",0.5666666666666667,43,77,120,face
P19,valence,gnb,face_geometry,all_face,all,primary,10,all,5,0.4755555555555555,0.049938233453876,"[0.5111111111111111, 0.38888888888888884, 0.47777777777777775, 0.5, 0.5]",0.5416666666666666,43,77,120,face
P19,valence,logreg,face_geometry,all_face,5,primary,10,5,5,0.5855555555555555,0.0985504508260854,"[0.5333333333333333, 0.4444444444444444, 0.7, 0.625, 0.625]",0.6166666666666667,43,77,120,face
P19,valence,logreg,face_geometry,all_face,all,primary,10,all,5,0.5900000000000001,0.1016947441496084,"[0.4666666666666667, 0.5111111111111111, 0.7222222222222222, 0.625, 0.625]",0.6,43,77,120,face
P19,valence,svm,face_geometry,all_face,5,primary,10,5,5,0.4876388888888889,0.0775797329792762,"[0.4666666666666667, 0.37777777777777777, 0.5, 0.59375, 0.5]",0.5,43,77,120,face
P19,valence,svm,face_geometry,all_face,all,primary,10,all,5,0.4702777777777777,0.0630653443209579,"[0.4, 0.43333333333333335, 0.45555555555555555, 0.5, 0.5625]",0.5,43,77,120,face
P19,valence,gnb,all_eeg_plus_face,all_channels,10,primary,130,10,5,0.6197222222222222,0.0643488125448008,"[0.6222222222222222, 0.7, 0.5888888888888888, 0.53125, 0.65625]",0.6583333333333333,43,77,120,multimodal
