Timestamp,Experiment_Time,Frame_Count,Trigger,Emotion
2026-05-26 15:20:24.384,307.076,9182,0,no face
2026-05-26 15:20:24.417,307.11,9183,0,no face
2026-05-26 15:20:24.451,307.143,9184,0,no face
2026-05-26 15:20:24.484,307.177,9185,0,no face
2026-05-26 15:20:24.517,307.21,9186,0,no face
2026-05-26 15:20:24.551,307.243,9187,0,no face
2026-05-26 15:20:24.585,307.277,9188,0,no face
2026-05-26 15:20:24.617,307.31,9189,0,no face
2026-05-26 15:20:24.651,307.344,9190,0,no face
2026-05-26 15:20:24.684,307.377,9191,0,no face
2026-05-26 15:20:24.718,307.41,9192,0,no face
2026-05-26 15:20:24.751,307.444,9193,0,no face
2026-05-26 15:20:24.785,307.478,9194,0,no face
2026-05-26 15:20:24.818,307.51,9195,0,no face
2026-05-26 15:20:24.851,307.543,9196,0,no face
2026-05-26 15:20:24.885,307.578,9197,0,no face
2026-05-26 15:20:24.917,307.61,9198,0,no face
2026-05-26 15:20:24.951,307.644,9199,0,no face
2026-05-26 15:20:24.984,307.677,9200,0,no face
2026-05-26 15:20:25.018,307.71,9201,0,no face
2026-05-26 15:20:25.051,307.744,9202,0,no face
2026-05-26 15:20:25.084,307.777,9203,0,no face
2026-05-26 15:20:25.118,307.81,9204,0,no face
2026-05-26 15:20:25.151,307.844,9205,0,no face
2026-05-26 15:20:25.184,307.877,9206,0,no face
2026-05-26 15:20:25.218,307.911,9207,0,no face
2026-05-26 15:20:25.251,307.944,9208,0,no face
2026-05-26 15:20:25.285,307.977,9209,0,no face
2026-05-26 15:20:25.318,308.01,9210,0,no face
2026-05-26 15:20:25.351,308.044,9211,0,no face
2026-05-26 15:20:25.384,308.077,9212,0,no face
2026-05-26 15:20:25.418,308.11,9213,0,no face
2026-05-26 15:20:25.451,308.144,9214,0,no face
2026-05-26 15:20:25.484,308.177,9215,0,no face
2026-05-26 15:20:25.518,308.211,9216,0,no face
2026-05-26 15:20:25.552,308.245,9217,0,no face
2026-05-26 15:20:25.585,308.277,9218,0,no face
2026-05-26 15:20:25.618,308.31,9219,0,no face
2026-05-26 15:20:25.651,308.344,9220,0,no face
2026-05-26 15:20:25.685,308.378,9221,0,no face
2026-05-26 15:20:25.718,308.411,9222,0,no face
