experiment,target,classifier,parameter,selected_value,n_selected_outer_folds,n_configurations_with_selection,n_configurations,median_ba,mean_ba,upper_quartile_ba,maximum_ba,fraction_ba_ge_55,fraction_ba_ge_60,fraction_ba_ge_65
individual_optimized_top15,valence,svm,classifier__C,10,136,80,136,0.5515506715506715,0.5613541278982455,0.588011988011988,0.6735264735264735,0.5220588235294118,0.22794117647058823,0.022058823529411766
individual_optimized_top15,valence,svm,classifier__C,100,123,78,123,0.5656060606060606,0.5624009549619305,0.6047352647352647,0.6735264735264735,0.5609756097560976,0.2601626016260163,0.008130081300813009
individual_optimized_top15,valence,svm,classifier__class_weight,None,256,100,256,0.5515506715506715,0.5555714836378899,0.5828857253857254,0.6504395604395604,0.51953125,0.1640625,0.00390625
individual_optimized_top15,valence,svm,classifier__class_weight,balanced,269,99,269,0.5545454545454546,0.5604807171349921,0.5972527472527471,0.6735264735264735,0.5464684014869888,0.21561338289962825,0.03345724907063197
individual_optimized_top15,valence,svm,classifier__gamma,0.001,63,46,63,0.5565934065934066,0.5611596868739724,0.6113386613386613,0.6475524475524475,0.5714285714285714,0.2698412698412698,0.0
individual_optimized_top15,valence,svm,classifier__gamma,0.01,114,77,114,0.5555205905205904,0.5593154311575363,0.588011988011988,0.6504395604395604,0.5350877192982456,0.21052631578947367,0.02631578947368421
individual_optimized_top15,valence,svm,classifier__gamma,0.1,55,38,55,0.5468253968253969,0.5403919413919414,0.57,0.6504395604395604,0.41818181818181815,0.14545454545454545,0.03636363636363636
individual_optimized_top15,valence,svm,classifier__gamma,1,21,15,21,0.5515506715506715,0.5589293246436103,0.57,0.6735264735264735,0.5714285714285714,0.23809523809523808,0.14285714285714285
individual_optimized_top15,valence,svm,classifier__gamma,scale,79,60,79,0.5611111111111111,0.5629572818180414,0.5977084027084028,0.6735264735264735,0.6329113924050633,0.24050632911392406,0.012658227848101266
individual_optimized_top15,valence,svm,classifier__kernel,linear,193,88,193,0.551068931068931,0.5593155204036032,0.5875224775224774,0.6735264735264735,0.5077720207253886,0.13989637305699482,0.0051813471502590676
individual_optimized_top15,valence,svm,classifier__kernel,rbf,332,103,332,0.5545454545454546,0.5573726424178232,0.588011988011988,0.6735264735264735,0.5481927710843374,0.21987951807228914,0.02710843373493976
label_ambiguity_top5,arousal,gnb,classifier__var_smoothing,1e-11,1050,210,1050,0.5620634920634922,0.5470755778224264,0.5897292250233427,0.6777777777777778,0.5714285714285714,0.18571428571428572,0.023809523809523808
label_ambiguity_top5,arousal,knn,classifier__metric,euclidean,530,197,530,0.5328197945845005,0.5337263434401336,0.56125,0.7028571428571428,0.3320754716981132,0.08490566037735849,0.03207547169811321
label_ambiguity_top5,arousal,knn,classifier__metric,manhattan,520,202,520,0.5366666666666666,0.539474765085342,0.5770707070707071,0.7028571428571428,0.4115384615384615,0.14423076923076922,0.04423076923076923
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,11,105,81,105,0.5268686868686869,0.5355526429686094,0.57125,0.6714285714285714,0.3333333333333333,0.08571428571428572,0.01904761904761905
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,15,105,86,105,0.5246031746031746,0.5252329624934666,0.5537348272642391,0.6714285714285714,0.3142857142857143,0.05714285714285714,0.009523809523809525
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,21,122,95,122,0.5285714285714286,0.5234788246281736,0.561948051948052,0.6595604395604396,0.30327868852459017,0.06557377049180328,0.01639344262295082
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,3,297,162,297,0.5366666666666666,0.5419447774557697,0.5665079365079365,0.7028571428571428,0.4107744107744108,0.15824915824915825,0.06397306397306397
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,5,157,116,157,0.5377777777777778,0.5387265951025786,0.57125,0.7028571428571428,0.40764331210191085,0.12738853503184713,0.06369426751592357
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,7,142,113,142,0.5366666666666666,0.5368680579523578,0.5637445887445888,0.6950000000000001,0.323943661971831,0.09154929577464789,0.02112676056338028
label_ambiguity_top5,arousal,knn,classifier__n_neighbors,9,122,95,122,0.5380952380952382,0.5441147223343463,0.5804761904761905,0.7028571428571428,0.4344262295081967,0.13934426229508196,0.02459016393442623
label_ambiguity_top5,arousal,knn,classifier__weights,distance,232,124,232,0.5325396825396825,0.5345647571734665,0.5612946428571428,0.7028571428571428,0.3448275862068966,0.09482758620689655,0.034482758620689655
label_ambiguity_top5,arousal,knn,classifier__weights,uniform,818,210,818,0.5359246309246308,0.5371428070946265,0.5696545284780579,0.7028571428571428,0.37897310513447435,0.1198044009779951,0.039119804400977995
label_ambiguity_top5,arousal,logreg,classifier__C,0.01,326,171,326,0.5639709310297546,0.5495332512429228,0.5961904761904762,0.67125,0.5828220858895705,0.2147239263803681,0.009202453987730062
label_ambiguity_top5,arousal,logreg,classifier__C,0.1,219,148,219,0.5661616161616162,0.5568488175357635,0.5974603174603175,0.67125,0.6118721461187214,0.2374429223744292,0.0182648401826484
label_ambiguity_top5,arousal,logreg,classifier__C,1,202,130,202,0.5557602813852813,0.5538341180191064,0.5963636363636364,0.6693406593406593,0.5247524752475248,0.2079207920792079,0.039603960396039604
label_ambiguity_top5,arousal,logreg,classifier__C,10,177,123,177,0.5636788048552754,0.553688352008392,0.5943434343434343,0.67125,0.5819209039548022,0.1977401129943503,0.022598870056497175
label_ambiguity_top5,arousal,logreg,classifier__C,100,126,88,126,0.5591269841269841,0.5492433926432524,0.5850396825396826,0.6693406593406593,0.5714285714285714,0.16666666666666666,0.007936507936507936
label_ambiguity_top5,arousal,logreg,classifier__class_weight,None,471,186,471,0.556103896103896,0.5461002248656801,0.5942871017871018,0.6693406593406593,0.5265392781316348,0.18683651804670912,0.01910828025477707
label_ambiguity_top5,arousal,logreg,classifier__class_weight,balanced,579,206,579,0.567936507936508,0.5578005572576588,0.5963936063936064,0.67125,0.616580310880829,0.22797927461139897,0.018998272884283247
label_ambiguity_top5,arousal,svm,classifier__C,0.01,128,93,128,0.5355699855699856,0.5429541844236238,0.5886288711288712,0.6791708291708292,0.4375,0.2109375,0.0234375
label_ambiguity_top5,arousal,svm,classifier__C,0.1,117,92,117,0.5323996265172735,0.5355686811512603,0.5666666666666667,0.6654166666666667,0.358974358974359,0.1111111111111111,0.02564102564102564
label_ambiguity_top5,arousal,svm,classifier__C,1,274,164,274,0.5538095238095238,0.5484989333813937,0.5839285714285714,0.6912499999999999,0.5291970802919708,0.1678832116788321,0.04744525547445255
label_ambiguity_top5,arousal,svm,classifier__C,10,291,170,291,0.54,0.5404101945490665,0.576984126984127,0.6912499999999999,0.4570446735395189,0.13745704467353953,0.044673539518900345
label_ambiguity_top5,arousal,svm,classifier__C,100,240,148,240,0.5569841269841269,0.5553952283419196,0.5900256769374417,0.6912499999999999,0.5583333333333333,0.20416666666666666,0.03333333333333333
label_ambiguity_top5,arousal,svm,classifier__class_weight,None,401,174,401,0.535873015873016,0.5319050488287324,0.568080808080808,0.6791708291708292,0.3640897755610973,0.10473815461346633,0.022443890274314215
label_ambiguity_top5,arousal,svm,classifier__class_weight,balanced,649,206,649,0.5595238095238095,0.5542506562140841,0.5901027077497665,0.6912499999999999,0.5608628659476117,0.2049306625577812,0.04776579352850539
label_ambiguity_top5,arousal,svm,classifier__gamma,0.001,141,105,141,0.5467320261437909,0.5415539198205029,0.576984126984127,0.6912499999999999,0.48226950354609927,0.1276595744680851,0.03546099290780142
label_ambiguity_top5,arousal,svm,classifier__gamma,0.01,172,120,172,0.5619047619047619,0.5551355199273291,0.584126984126984,0.6912499999999999,0.5697674418604651,0.22093023255813954,0.046511627906976744
label_ambiguity_top5,arousal,svm,classifier__gamma,0.1,88,73,88,0.5497665732959851,0.5477241835889898,0.5800653594771241,0.6791708291708292,0.5,0.13636363636363635,0.056818181818181816
label_ambiguity_top5,arousal,svm,classifier__gamma,1,94,61,94,0.5255555555555556,0.5279049874301751,0.5625,0.6791708291708292,0.3404255319148936,0.05319148936170213,0.02127659574468085
label_ambiguity_top5,arousal,svm,classifier__gamma,scale,221,140,221,0.5467320261437909,0.5415640430459435,0.58125,0.6654166666666667,0.4841628959276018,0.14479638009049775,0.013574660633484163
label_ambiguity_top5,arousal,svm,classifier__kernel,linear,334,179,334,0.5438095238095239,0.5498555025558372,0.5901027077497665,0.6912499999999999,0.4820359281437126,0.20958083832335328,0.05089820359281437
label_ambiguity_top5,arousal,svm,classifier__kernel,rbf,716,207,716,0.5467320261437909,0.543786120963146,0.5800653594771241,0.6912499999999999,0.48743016759776536,0.14664804469273743,0.03212290502793296
label_ambiguity_top5,valence,gnb,classifier__var_smoothing,1e-11,1050,210,1050,0.5853030303030303,0.5786180327608899,0.6103174603174603,0.7022222222222223,0.7761904761904762,0.3142857142857143,0.05238095238095238
label_ambiguity_top5,valence,knn,classifier__metric,euclidean,580,202,580,0.5463636363636364,0.5469647675121813,0.5786111111111112,0.6855555555555555,0.45517241379310347,0.1482758620689655,0.020689655172413793
label_ambiguity_top5,valence,knn,classifier__metric,manhattan,470,194,470,0.5453968253968254,0.5456614738689206,0.5804458041958042,0.6855555555555555,0.4595744680851064,0.1574468085106383,0.027659574468085105
label_ambiguity_top5,valence,knn,classifier__n_neighbors,11,129,104,129,0.553939393939394,0.5540817989073804,0.5925757575757575,0.6807070707070707,0.5348837209302325,0.20930232558139536,0.023255813953488372
label_ambiguity_top5,valence,knn,classifier__n_neighbors,15,145,107,145,0.5449950049950051,0.548077690508725,0.5768181818181818,0.6855555555555555,0.43448275862068964,0.1793103448275862,0.020689655172413793
label_ambiguity_top5,valence,knn,classifier__n_neighbors,21,202,132,202,0.5525,0.5530231058820168,0.5938661338661338,0.6855555555555555,0.5148514851485149,0.21287128712871287,0.0297029702970297
label_ambiguity_top5,valence,knn,classifier__n_neighbors,3,184,130,184,0.5336363636363636,0.5352673398461442,0.5654048729048728,0.68,0.3695652173913043,0.08695652173913043,0.021739130434782608
label_ambiguity_top5,valence,knn,classifier__n_neighbors,5,143,114,143,0.538080808080808,0.5420717782605895,0.569040404040404,0.6855555555555555,0.40559440559440557,0.13286713286713286,0.03496503496503497
label_ambiguity_top5,valence,knn,classifier__n_neighbors,7,129,105,129,0.5425757575757576,0.5425520754009127,0.5716666666666665,0.6855555555555555,0.4263565891472868,0.13178294573643412,0.023255813953488372
label_ambiguity_top5,valence,knn,classifier__n_neighbors,9,118,91,118,0.5544444444444444,0.5512483114813622,0.5829545454545455,0.6855555555555555,0.5338983050847458,0.1016949152542373,0.00847457627118644
label_ambiguity_top5,valence,knn,classifier__weights,distance,229,133,229,0.5502497502497502,0.5499449180126036,0.5854545454545453,0.6855555555555555,0.5065502183406113,0.15283842794759825,0.021834061135371178
label_ambiguity_top5,valence,knn,classifier__weights,uniform,821,210,821,0.5444444444444445,0.5453874197936317,0.5786013986013986,0.6855555555555555,0.44336175395858707,0.15225334957369063,0.024360535931790498
label_ambiguity_top5,valence,logreg,classifier__C,0.01,372,176,372,0.5851723276723277,0.5794312631812631,0.6280944055944055,0.7075252525252524,0.6290322580645161,0.4489247311827957,0.12365591397849462
label_ambiguity_top5,valence,logreg,classifier__C,0.1,218,133,218,0.5604395604395604,0.56787191529164,0.6192045454545454,0.7047979797979798,0.5412844036697247,0.38073394495412843,0.14220183486238533
label_ambiguity_top5,valence,logreg,classifier__C,1,184,120,184,0.5716666666666667,0.5805387622643058,0.6263636363636363,0.7075252525252524,0.6847826086956522,0.3967391304347826,0.11413043478260869
label_ambiguity_top5,valence,logreg,classifier__C,10,163,119,163,0.5561111111111112,0.5643561108285033,0.6207134532134532,0.7075252525252524,0.5214723926380368,0.34355828220858897,0.12269938650306748
label_ambiguity_top5,valence,logreg,classifier__C,100,113,87,113,0.5634920634920635,0.574024286922517,0.6215784215784216,0.7075252525252524,0.5486725663716814,0.3185840707964602,0.1504424778761062
label_ambiguity_top5,valence,logreg,classifier__class_weight,None,579,204,579,0.5645454545454546,0.5722357123781994,0.6224999999999998,0.7075252525252524,0.5924006908462867,0.3747841105354059,0.10880829015544041
label_ambiguity_top5,valence,logreg,classifier__class_weight,balanced,471,199,471,0.5700000000000001,0.5768449102207065,0.6262373737373736,0.7075252525252524,0.5987261146496815,0.42038216560509556,0.15286624203821655
label_ambiguity_top5,valence,svm,classifier__C,0.01,144,102,144,0.5570329670329671,0.5604179481783649,0.5837148962148961,0.6822222222222223,0.5486111111111112,0.1875,0.04861111111111111
label_ambiguity_top5,valence,svm,classifier__C,0.1,84,72,84,0.5576767676767677,0.5589371309907024,0.5894444444444444,0.6715151515151515,0.5714285714285714,0.14285714285714285,0.023809523809523808
label_ambiguity_top5,valence,svm,classifier__C,1,298,164,298,0.564010989010989,0.5629522584052786,0.6020379620379621,0.6822222222222223,0.5939597315436241,0.2651006711409396,0.050335570469798654
label_ambiguity_top5,valence,svm,classifier__C,10,286,160,286,0.5657575757575757,0.569080216597699,0.6113386613386613,0.6822222222222223,0.6153846153846154,0.2937062937062937,0.06993006993006994
label_ambiguity_top5,valence,svm,classifier__C,100,238,148,238,0.5692424242424242,0.5654598785901308,0.6046878121878122,0.6735264735264735,0.6092436974789915,0.2647058823529412,0.046218487394957986
label_ambiguity_top5,valence,svm,classifier__class_weight,None,520,201,520,0.5670707070707071,0.56620706697149,0.6009090909090908,0.6822222222222223,0.6192307692307693,0.25384615384615383,0.046153846153846156
label_ambiguity_top5,valence,svm,classifier__class_weight,balanced,530,200,530,0.5599999999999999,0.5628667825884807,0.6006218781218781,0.6822222222222223,0.5716981132075472,0.2509433962264151,0.05849056603773585
label_ambiguity_top5,valence,svm,classifier__gamma,0.001,143,106,143,0.5692424242424242,0.569094574811358,0.6108204295704296,0.6783333333333335,0.6363636363636364,0.3006993006993007,0.055944055944055944
label_ambiguity_top5,valence,svm,classifier__gamma,0.01,216,143,216,0.564010989010989,0.5643207409874077,0.6060239760239761,0.6822222222222223,0.5972222222222222,0.28703703703703703,0.05092592592592592
label_ambiguity_top5,valence,svm,classifier__gamma,0.1,103,78,103,0.5515506715506715,0.5525666970569882,0.5875174825174825,0.6822222222222223,0.5048543689320388,0.1941747572815534,0.07766990291262135
label_ambiguity_top5,valence,svm,classifier__gamma,1,43,30,43,0.5515506715506715,0.5644552024203188,0.6146672771672772,0.6822222222222223,0.5116279069767442,0.27906976744186046,0.13953488372093023
label_ambiguity_top5,valence,svm,classifier__gamma,scale,180,123,180,0.567979797979798,0.5631114672364673,0.6026273726273726,0.6783333333333335,0.6111111111111112,0.2722222222222222,0.03888888888888889
label_ambiguity_top5,valence,svm,classifier__kernel,linear,365,176,365,0.563015873015873,0.5669239938144047,0.5972527472527471,0.6822222222222223,0.6054794520547945,0.21643835616438356,0.0410958904109589
label_ambiguity_top5,valence,svm,classifier__kernel,rbf,685,208,685,0.564010989010989,0.5632406012479005,0.6045454545454545,0.6822222222222223,0.5897810218978102,0.27153284671532846,0.058394160583941604
