experiment,target,factor,level,n_configurations,median_ba,mean_ba,upper_quartile_ba,maximum_ba,fraction_ba_ge_55,fraction_ba_ge_60,fraction_ba_ge_65
individual_optimized_top15,valence,classifier × feature_count_request,logreg × 30,10,0.552973137973138,0.5518166278166279,0.5619444444444445,0.631998001998002,0.5,0.1,0.0
individual_optimized_top15,valence,classifier × feature_count_request,svm × 3,15,0.5482539682539683,0.5516019536019535,0.6162354312354312,0.6735264735264735,0.4666666666666667,0.3333333333333333,0.06666666666666667
individual_optimized_top15,valence,classifier × feature_count_request,gnb × 20,10,0.5622466422466422,0.551078366078366,0.5729312354312354,0.5862137862137862,0.7,0.0,0.0
individual_optimized_top15,valence,classifier × feature_count_request,extra_trees × 3,15,0.5479365079365079,0.551052318052318,0.6045346320346321,0.6719191919191919,0.4666666666666667,0.3333333333333333,0.06666666666666667
individual_optimized_top15,valence,classifier × feature_count_request,logreg × 3,15,0.5522222222222222,0.5505871535871536,0.629520202020202,0.6776823176823178,0.5333333333333333,0.4,0.2
individual_optimized_top15,valence,classifier × feature_count_request,extra_trees × 10,15,0.5457142857142857,0.550056573056573,0.5632717282717282,0.6474525474525474,0.4666666666666667,0.13333333333333333,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × 8,15,0.5402930402930404,0.5458459318459319,0.5667282717282717,0.631958041958042,0.3333333333333333,0.13333333333333333,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × all,15,0.5305738705738706,0.5441010471010471,0.5802317127317127,0.6212887112887112,0.4,0.13333333333333333,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × 10,15,0.5449950049950051,0.5433470603470604,0.563121323121323,0.6203396603396604,0.4666666666666667,0.13333333333333333,0.0
individual_optimized_top15,valence,classifier × feature_count_request,svm × 15,10,0.537949272949273,0.54197224997225,0.5449891774891775,0.5956565656565658,0.2,0.0,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × 30,10,0.5408624708624709,0.5379212454212454,0.5578638028638028,0.5653546453546453,0.4,0.0,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × 5,15,0.518111888111888,0.5374476264476266,0.5797002997002997,0.6807070707070707,0.3333333333333333,0.06666666666666667,0.06666666666666667
individual_optimized_top15,valence,classifier × feature_count_request,knn × 3,15,0.5492551892551892,0.5316382506382505,0.5759640359640359,0.608989898989899,0.4666666666666667,0.06666666666666667,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × 20,10,0.5061111111111112,0.5270427350427351,0.565018315018315,0.5938661338661338,0.4,0.0,0.0
individual_optimized_top15,valence,classifier × feature_count_request,knn × 15,10,0.5103252303252304,0.5176602286602285,0.529045954045954,0.6041458541458541,0.1,0.1,0.0
individual_optimized_top15,arousal,classifier × modality,logreg × multimodal,40,0.5735901027077498,0.5670111091930945,0.6034173669467787,0.6693406593406593,0.675,0.275,0.075
individual_optimized_top15,arousal,classifier × modality,gnb × multimodal,40,0.5702547452547453,0.5589045535755095,0.5956932773109244,0.6690009990009991,0.675,0.225,0.05
individual_optimized_top15,arousal,classifier × modality,logreg × eeg,40,0.5683566760037349,0.5558057393994893,0.5904910714285714,0.67125,0.6,0.2,0.025
individual_optimized_top15,arousal,classifier × modality,svm × multimodal,40,0.5578670634920635,0.5541608350799526,0.5781413398692811,0.6849999999999999,0.55,0.2,0.075
individual_optimized_top15,arousal,classifier × modality,knn × face,25,0.5490196078431373,0.5530134832487774,0.5787301587301588,0.7028571428571428,0.48,0.12,0.08
individual_optimized_top15,arousal,classifier × modality,svm × face,25,0.5668253968253968,0.5525240328299151,0.5901027077497665,0.6298412698412698,0.72,0.2,0.0
individual_optimized_top15,arousal,classifier × modality,logreg × face,25,0.5472455648926238,0.5521374547021606,0.5842857142857143,0.6468253968253969,0.48,0.2,0.0
individual_optimized_top15,arousal,classifier × modality,extra_trees × multimodal,40,0.5510597572362279,0.5519721261173467,0.600590243090243,0.64625,0.525,0.25,0.0
individual_optimized_top15,arousal,classifier × modality,gnb × eeg,40,0.5650630252100841,0.5475934229169523,0.583844246031746,0.6268907563025209,0.675,0.075,0.0
individual_optimized_top15,arousal,classifier × modality,svm × eeg,40,0.5419747899159664,0.5471147088205912,0.586017740429505,0.6912499999999999,0.425,0.15,0.05
individual_optimized_top15,arousal,classifier × modality,knn × multimodal,40,0.5373809523809523,0.5438122669813846,0.5850198412698413,0.66125,0.4,0.15,0.05
individual_optimized_top15,arousal,classifier × modality,gnb × face,25,0.5450513538748833,0.5384356662944899,0.5792063492063492,0.6777777777777778,0.48,0.16,0.08
individual_optimized_top15,arousal,classifier × modality,knn × eeg,40,0.5324416433239962,0.5339644809847015,0.5619886363636364,0.6950000000000001,0.375,0.1,0.05
individual_optimized_top15,arousal,classifier × modality,extra_trees × eeg,40,0.5338095238095237,0.5317934889865037,0.5773576097105508,0.645,0.4,0.075,0.0
individual_optimized_top15,arousal,classifier × modality,extra_trees × face,25,0.5348351648351648,0.5267996003996004,0.5792063492063492,0.6023809523809524,0.36,0.04,0.0
individual_optimized_top15,valence,classifier × modality,logreg × face,25,0.6246253746253746,0.5934660894660895,0.6332967032967034,0.6622577422577424,0.64,0.64,0.12
individual_optimized_top15,valence,classifier × modality,gnb × face,25,0.6034965034965035,0.5877032301032301,0.6268731268731269,0.6376723276723275,0.8,0.6,0.0
individual_optimized_top15,valence,classifier × modality,extra_trees × face,25,0.5642957042957042,0.5754640026640027,0.5997302697302697,0.6746553446553447,0.68,0.24,0.04
individual_optimized_top15,valence,classifier × modality,logreg × multimodal,40,0.5573199023199022,0.575205808080808,0.6320328282828283,0.7075252525252524,0.6,0.35,0.15
individual_optimized_top15,valence,classifier × modality,svm × face,25,0.5822277722277722,0.5737932289932288,0.5972527472527471,0.6735264735264735,0.64,0.24,0.08
individual_optimized_top15,valence,classifier × modality,gnb × multimodal,40,0.5820859695859696,0.5702837162837163,0.600487012987013,0.6701515151515152,0.675,0.25,0.075
individual_optimized_top15,valence,classifier × modality,svm × multimodal,40,0.5591358641358641,0.5644709873459874,0.611281635031635,0.6418481518481519,0.575,0.275,0.0
individual_optimized_top15,valence,classifier × modality,extra_trees × multimodal,40,0.557002442002442,0.5614284604284604,0.5903027528027528,0.6793434343434344,0.575,0.2,0.05
individual_optimized_top15,valence,classifier × modality,gnb × eeg,40,0.566057831057831,0.5553298784548784,0.587281746031746,0.6632667332667332,0.6,0.1,0.025
individual_optimized_top15,valence,classifier × modality,knn × face,25,0.555114885114885,0.546420868020868,0.5861138861138862,0.631958041958042,0.52,0.12,0.0
individual_optimized_top15,valence,classifier × modality,logreg × eeg,40,0.5340692640692641,0.543265553890554,0.5624758574758575,0.6699900099900099,0.325,0.2,0.05
individual_optimized_top15,valence,classifier × modality,svm × eeg,40,0.544035409035409,0.5418863081363081,0.5642568542568542,0.6475524475524475,0.425,0.075,0.0
individual_optimized_top15,valence,classifier × modality,extra_trees × eeg,40,0.5395238095238095,0.53859237984238,0.5675699300699301,0.622927072927073,0.4,0.05,0.0
individual_optimized_top15,valence,classifier × modality,knn × multimodal,40,0.5304667554667555,0.5357249833499834,0.5616300366300366,0.6807070707070707,0.35,0.05,0.025
individual_optimized_top15,valence,classifier × modality,knn × eeg,40,0.5361471861471861,0.531810495060495,0.5596719946719946,0.6155144855144856,0.3,0.1,0.0
individual_optimized_top15,arousal,feature_count_request,10,75,0.5713352007469654,0.5681076179811474,0.6148506395565219,0.7028571428571428,0.6266666666666667,0.28,0.14666666666666667
individual_optimized_top15,arousal,feature_count_request,15,50,0.5732323762838469,0.5620545417001299,0.5908846872082166,0.6791708291708292,0.68,0.14,0.04
individual_optimized_top15,arousal,feature_count_request,8,75,0.5657142857142857,0.5560911339205457,0.6072514005602241,0.65125,0.6133333333333333,0.30666666666666664,0.02666666666666667
individual_optimized_top15,arousal,feature_count_request,20,50,0.5496053946053946,0.5559890999523351,0.5865625,0.6503996003996004,0.5,0.18,0.02
individual_optimized_top15,arousal,feature_count_request,30,50,0.5534931734931734,0.5475550658491835,0.5801265401265401,0.61,0.54,0.08,0.0
individual_optimized_top15,arousal,feature_count_request,all,75,0.5450513538748833,0.54689757780346,0.5819524919524921,0.7028571428571428,0.4533333333333333,0.17333333333333334,0.04
individual_optimized_top15,arousal,feature_count_request,5,75,0.5450513538748833,0.5315624801124801,0.5687523587523587,0.6382539682539682,0.48,0.06666666666666667,0.0
individual_optimized_top15,arousal,feature_count_request,3,75,0.5282917082917084,0.5237162547691958,0.5652696323284558,0.6468253968253969,0.3466666666666667,0.05333333333333334,0.0
individual_optimized_top15,valence,feature_count_request,all,75,0.5654745254745255,0.5667662337662337,0.5964335664335665,0.6563136863136864,0.6266666666666667,0.22666666666666666,0.013333333333333334
individual_optimized_top15,valence,feature_count_request,8,75,0.5504545454545454,0.5627528175528176,0.6095043845043845,0.7047979797979798,0.52,0.28,0.06666666666666667
individual_optimized_top15,valence,feature_count_request,10,75,0.5565934065934066,0.5626756206756207,0.6025530025530026,0.6563136863136864,0.5466666666666666,0.26666666666666666,0.02666666666666667
individual_optimized_top15,valence,feature_count_request,5,75,0.5565079365079365,0.5605229955229954,0.6030669330669332,0.7075252525252524,0.5333333333333333,0.26666666666666666,0.06666666666666667
individual_optimized_top15,valence,feature_count_request,30,50,0.5524791874791875,0.5527100344100344,0.5708821733821734,0.6418481518481519,0.52,0.04,0.0
individual_optimized_top15,valence,feature_count_request,20,50,0.5589926739926739,0.5524181263181264,0.5791121378621379,0.6434343434343435,0.54,0.12,0.0
individual_optimized_top15,valence,feature_count_request,3,75,0.5516283716283716,0.5502441632441633,0.6114879564879565,0.6776823176823178,0.52,0.29333333333333333,0.10666666666666667
individual_optimized_top15,valence,feature_count_request,15,50,0.5308363858363858,0.5432516594516594,0.5810381285381285,0.6454545454545454,0.32,0.08,0.0
individual_optimized_top15,arousal,modality,multimodal,200,0.5591369047619048,0.5551721781894575,0.5962500000000001,0.6849999999999999,0.565,0.22,0.05
individual_optimized_top15,arousal,modality,face,125,0.5528011204481793,0.5445820474949886,0.5830158730158731,0.7028571428571428,0.504,0.144,0.032
individual_optimized_top15,arousal,modality,eeg,200,0.5487301587301587,0.5432543682216476,0.5834374999999999,0.6950000000000001,0.495,0.12,0.025
individual_optimized_top15,valence,modality,face,125,0.5783916083916083,0.5753694838494838,0.6226473526473526,0.6746553446553447,0.656,0.368,0.048
individual_optimized_top15,valence,modality,multimodal,200,0.5567704517704517,0.5614227910977911,0.5948088023088024,0.7075252525252524,0.555,0.225,0.06
individual_optimized_top15,valence,modality,eeg,200,0.5425474525474525,0.5421769230769231,0.5720179820179819,0.6699900099900099,0.41,0.105,0.015
label_ambiguity_top5,arousal,classifier,logreg,210,0.561968954248366,0.5525521224418284,0.596235119047619,0.67125,0.5761904761904761,0.20952380952380953,0.01904761904761905
label_ambiguity_top5,arousal,classifier,gnb,210,0.5620634920634922,0.5470755778224266,0.5895588235294118,0.6777777777777778,0.5714285714285714,0.18571428571428572,0.023809523809523808
label_ambiguity_top5,arousal,classifier,svm,210,0.546451914098973,0.545716762345964,0.5815625,0.6912499999999999,0.4857142857142857,0.16666666666666666,0.0380952380952381
label_ambiguity_top5,arousal,classifier,knn,210,0.5353968253968254,0.5365731808263321,0.5664213564213565,0.7028571428571428,0.37142857142857144,0.11428571428571428,0.0380952380952381
label_ambiguity_top5,valence,classifier,gnb,210,0.5853030303030303,0.57861803276089,0.6099109224109224,0.7022222222222223,0.7761904761904762,0.3142857142857143,0.05238095238095238
label_ambiguity_top5,valence,classifier,logreg,210,0.5675,0.574303266838981,0.6253629703629703,0.7075252525252524,0.5952380952380952,0.3952380952380952,0.12857142857142856
label_ambiguity_top5,valence,classifier,svm,210,0.563513431013431,0.5645210186638758,0.6006218781218781,0.6822222222222223,0.5952380952380952,0.2523809523809524,0.05238095238095238
label_ambiguity_top5,valence,classifier,knn,210,0.545959595959596,0.5463813884528169,0.5786086829836831,0.6855555555555555,0.45714285714285713,0.1523809523809524,0.023809523809523808
label_ambiguity_top5,arousal,label_condition,standard,420,0.5555729564553094,0.5505653585832158,0.5862978524743231,0.7028571428571428,0.5452380952380952,0.17142857142857143,0.04523809523809524
label_ambiguity_top5,arousal,label_condition,exclude_midpoint,420,0.5426602564102565,0.5403934631350598,0.5848863636363635,0.6714285714285714,0.45714285714285713,0.16666666666666666,0.014285714285714285
label_ambiguity_top5,valence,label_condition,exclude_midpoint,420,0.5756313131313131,0.57416496136139,0.6112878787878787,0.7022222222222223,0.6904761904761905,0.32857142857142857,0.08571428571428572
label_ambiguity_top5,valence,label_condition,standard,420,0.5537301587301586,0.557746891996892,0.5969005994005994,0.7075252525252524,0.5214285714285715,0.22857142857142856,0.04285714285714286
label_ambiguity_top5,arousal,label_condition × classifier,standard × logreg,105,0.5641456582633053,0.5592010505834035,0.5963936063936064,0.67125,0.6,0.22857142857142856,0.0380952380952381
label_ambiguity_top5,arousal,label_condition × classifier,standard × svm,105,0.5538095238095238,0.5510868816835203,0.5857142857142856,0.6912499999999999,0.5428571428571428,0.18095238095238095,0.047619047619047616
label_ambiguity_top5,arousal,label_condition × classifier,standard × gnb,105,0.5650000000000001,0.5497220068291496,0.5841269841269842,0.6777777777777778,0.6285714285714286,0.1523809523809524,0.0380952380952381
label_ambiguity_top5,arousal,label_condition × classifier,exclude_midpoint × logreg,105,0.5561616161616161,0.5459031943002531,0.5942307692307692,0.6483333333333332,0.5523809523809524,0.19047619047619047,0.0
label_ambiguity_top5,arousal,label_condition × classifier,exclude_midpoint × gnb,105,0.5583333333333332,0.5444291488157034,0.5954545454545455,0.6514285714285715,0.5142857142857142,0.21904761904761905,0.009523809523809525
label_ambiguity_top5,arousal,label_condition × classifier,standard × knn,105,0.5377777777777778,0.5422514952367894,0.5737562437562438,0.7028571428571428,0.4095238095238095,0.12380952380952381,0.05714285714285714
label_ambiguity_top5,arousal,label_condition × classifier,exclude_midpoint × svm,105,0.5366666666666667,0.5403466430084076,0.58125,0.6654166666666667,0.42857142857142855,0.1523809523809524,0.02857142857142857
label_ambiguity_top5,arousal,label_condition × classifier,exclude_midpoint × knn,105,0.5285714285714286,0.5308948664158748,0.5579797979797979,0.6714285714285714,0.3333333333333333,0.10476190476190476,0.01904761904761905
label_ambiguity_top5,valence,label_condition × classifier,exclude_midpoint × gnb,105,0.5872727272727273,0.5885015460729747,0.6133333333333333,0.7022222222222223,0.8761904761904762,0.3523809523809524,0.06666666666666667
label_ambiguity_top5,valence,label_condition × classifier,exclude_midpoint × logreg,105,0.5854545454545456,0.581220755435041,0.6255555555555554,0.6988888888888889,0.6857142857142857,0.42857142857142855,0.1523809523809524
label_ambiguity_top5,valence,label_condition × classifier,exclude_midpoint × svm,105,0.5727272727272726,0.570955155955156,0.6107575757575757,0.6822222222222223,0.6571428571428571,0.3142857142857143,0.08571428571428572
label_ambiguity_top5,valence,label_condition × classifier,standard × gnb,105,0.5806837606837607,0.5687345194488052,0.6034965034965035,0.6701515151515152,0.6761904761904762,0.2761904761904762,0.0380952380952381
label_ambiguity_top5,valence,label_condition × classifier,standard × logreg,105,0.5522222222222222,0.5673857782429211,0.6247852147852148,0.7075252525252524,0.5047619047619047,0.3619047619047619,0.10476190476190476
label_ambiguity_top5,valence,label_condition × classifier,standard × svm,105,0.5544955044955046,0.5580868813725957,0.5875224775224774,0.6735264735264735,0.5333333333333333,0.19047619047619047,0.01904761904761905
label_ambiguity_top5,valence,label_condition × classifier,exclude_midpoint × knn,105,0.553939393939394,0.5559823879823879,0.5931818181818181,0.6855555555555555,0.5428571428571428,0.21904761904761905,0.0380952380952381
label_ambiguity_top5,valence,label_condition × classifier,standard × knn,105,0.5338583638583639,0.5367803889232461,0.5646553446553446,0.6807070707070707,0.37142857142857144,0.08571428571428572,0.009523809523809525
no_ica,arousal,classifier,gnb,552,0.5169601232101232,0.5182559581677844,0.5626159951159951,0.6777777777777778,0.322463768115942,0.07789855072463768,0.016304347826086956
no_ica,arousal,classifier,svm,552,0.5082539682539682,0.5143153738684934,0.5470075757575757,0.6779420579420579,0.2391304347826087,0.05434782608695652,0.010869565217391304
no_ica,arousal,classifier,knn,552,0.5019284881784882,0.5108966793207447,0.5417460317460318,0.6573426573426573,0.2028985507246377,0.05253623188405797,0.009057971014492754
no_ica,valence,classifier,gnb,552,0.5206784881784882,0.5214419012713492,0.5605952380952381,0.6618181818181819,0.3188405797101449,0.10144927536231885,0.007246376811594203
no_ica,valence,classifier,svm,552,0.5144605394605395,0.5203872836205375,0.5515741978609625,0.7144444444444444,0.2554347826086957,0.06884057971014493,0.010869565217391304
no_ica,valence,classifier,knn,552,0.5126224592401063,0.5124023725678558,0.5430555555555555,0.6482983682983683,0.22644927536231885,0.028985507246376812,0.0
no_ica,arousal,classifier × modality,gnb × face,184,0.5296743697478992,0.5213960801950509,0.5664335664335665,0.6777777777777778,0.30978260869565216,0.059782608695652176,0.016304347826086956
no_ica,arousal,classifier × modality,gnb × multimodal,184,0.5122290903540904,0.5196624685186838,0.5612353659412483,0.6690009990009991,0.33152173913043476,0.09239130434782608,0.021739130434782608
no_ica,arousal,classifier × modality,svm × face,184,0.5096638655462185,0.5184499480740352,0.5588095238095239,0.6541269841269841,0.31521739130434784,0.07065217391304347,0.016304347826086956
no_ica,arousal,classifier × modality,svm × multimodal,184,0.5035344394167923,0.5145673857354368,0.5464682539682539,0.6779420579420579,0.22826086956521738,0.05434782608695652,0.010869565217391304
no_ica,arousal,classifier × modality,gnb × eeg,184,0.5079420579420579,0.5137093257896184,0.5619246031746031,0.6538461538461539,0.32608695652173914,0.08152173913043478,0.010869565217391304
no_ica,arousal,classifier × modality,knn × face,184,0.5013686313686314,0.5128811923590199,0.5430719280719281,0.6496825396825396,0.20652173913043478,0.05434782608695652,0.0
no_ica,arousal,classifier × modality,knn × multimodal,184,0.5063228438228438,0.5123978095653012,0.5401709401709403,0.6573426573426573,0.21195652173913043,0.059782608695652176,0.016304347826086956
no_ica,arousal,classifier × modality,svm × eeg,184,0.5098776223776225,0.5099287877960077,0.5382936507936509,0.6559090909090909,0.17391304347826086,0.03804347826086957,0.005434782608695652
no_ica,arousal,classifier × modality,knn × eeg,184,0.5008011922717805,0.5074110360379128,0.5371520146520147,0.6573426573426573,0.19021739130434784,0.043478260869565216,0.010869565217391304
no_ica,valence,classifier × modality,gnb × face,184,0.5316387705861391,0.5308280087804166,0.5838761238761239,0.6376723276723276,0.3532608695652174,0.1358695652173913,0.0
no_ica,valence,classifier × modality,svm × face,184,0.5181857031857032,0.5261990558129633,0.5602697302697303,0.6882917082917083,0.3423913043478261,0.10869565217391304,0.021739130434782608
no_ica,valence,classifier × modality,svm × multimodal,184,0.514266983016983,0.5214954249910587,0.5525062437562438,0.7144444444444444,0.266304347826087,0.059782608695652176,0.010869565217391304
no_ica,valence,classifier × modality,gnb × multimodal,184,0.5203588516746411,0.5183508935067228,0.5590034965034965,0.6531818181818181,0.31521739130434784,0.08695652173913043,0.005434782608695652
no_ica,valence,classifier × modality,gnb × eeg,184,0.5175427350427351,0.5151468015269082,0.5543481518481519,0.6618181818181819,0.28804347826086957,0.08152173913043478,0.016304347826086956
no_ica,valence,classifier × modality,knn × face,184,0.5105841054370466,0.5141680972461529,0.5503271728271728,0.6333333333333334,0.2608695652173913,0.02717391304347826,0.0
no_ica,valence,classifier × modality,svm × eeg,184,0.5127185314685314,0.5134673700575909,0.5391512654012653,0.646218487394958,0.15760869565217392,0.03804347826086957,0.0
no_ica,valence,classifier × modality,knn × multimodal,184,0.5147494172494173,0.5127397970517839,0.5391025641025642,0.6347474747474748,0.1956521739130435,0.02717391304347826,0.0
no_ica,valence,classifier × modality,knn × eeg,184,0.5122755022755022,0.5102992234056307,0.5446378968253969,0.6482983682983683,0.22282608695652173,0.03260869565217391,0.0
no_ica,arousal,feature_count_request,10,414,0.5070970695970696,0.5168257077628456,0.5572767857142857,0.6779420579420579,0.2898550724637681,0.08695652173913043,0.024154589371980676
no_ica,arousal,feature_count_request,20,414,0.5113492063492062,0.5163638197405834,0.5552147852147852,0.6777777777777778,0.27294685990338163,0.06280193236714976,0.014492753623188406
no_ica,arousal,feature_count_request,5,414,0.5092857142857142,0.5129532410861782,0.5466550116550116,0.6447552447552447,0.2246376811594203,0.04830917874396135,0.0
no_ica,arousal,feature_count_request,all,414,0.5055555555555555,0.5118145798864225,0.5467857142857143,0.6777777777777778,0.2318840579710145,0.04830917874396135,0.00966183574879227
no_ica,valence,feature_count_request,5,414,0.5176190476190476,0.521143739767517,0.5553418803418804,0.7144444444444444,0.2922705314009662,0.07729468599033816,0.012077294685990338
no_ica,valence,feature_count_request,10,414,0.5171184371184372,0.5189027488679191,0.5503787878787879,0.6882917082917083,0.2560386473429952,0.07246376811594203,0.004830917874396135
no_ica,valence,feature_count_request,all,414,0.5147627372627372,0.5170053725053557,0.5521161191749427,0.6882917082917083,0.26570048309178745,0.05314009661835749,0.0024154589371980675
no_ica,valence,feature_count_request,20,414,0.5135185647685647,0.5152568821388648,0.5508638583638583,0.6882917082917083,0.2536231884057971,0.06280193236714976,0.004830917874396135
no_ica,arousal,modality,face,552,0.5113192363192363,0.5175757402093687,0.5562437562437562,0.6777777777777778,0.27717391304347827,0.06159420289855073,0.010869565217391304
no_ica,arousal,modality,multimodal,552,0.5079242979242979,0.5155425546064739,0.5516269841269842,0.6779420579420579,0.2572463768115942,0.06884057971014493,0.016304347826086956
no_ica,arousal,modality,eeg,552,0.5059340659340659,0.5103497165411796,0.5443739593739594,0.6573426573426573,0.23007246376811594,0.05434782608695652,0.009057971014492754
no_ica,valence,modality,face,552,0.5167133520074696,0.5237317206131775,0.5627403846153847,0.6882917082917083,0.3188405797101449,0.09057971014492754,0.007246376811594203
no_ica,valence,modality,multimodal,552,0.5157614607614607,0.5175287051831884,0.5518331851971559,0.7144444444444444,0.25905797101449274,0.057971014492753624,0.005434782608695652
no_ica,valence,modality,eeg,552,0.5144001831501832,0.5129711316633766,0.5461652930402932,0.6618181818181819,0.22282608695652173,0.050724637681159424,0.005434782608695652
