participant,condition,target,model_id,model_rank,modality,classifier,feature_request,task,n_windows,mean_high_probability,median_high_probability,sd_high_probability,fraction_predicted_high
P15,ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,pick_place,20,0.6599999999999999,0.6,0.14653901941300934,0.9
P15,ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,shape_sorter_alone,12,0.7666666666666667,0.8,0.11547005383792518,1.0
P15,ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,shape_sorter_interaction,80,0.8150000000000001,0.8,0.13416407864998736,1.0
P15,ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,shape_sorter_observation,104,0.7442307692307693,0.8,0.20754081272601632,0.8653846153846154
P15,ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,sisyphus,95,0.6694736842105263,0.6,0.09573198870708845,1.0
P15,ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,stack,61,0.7704918032786885,0.8,0.20924010314714367,0.9016393442622951
P15,ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,pick_place,25,0.7464155758314868,0.7525014423398638,0.1367125054446138,0.88
P15,ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,shape_sorter_alone,23,0.7658852557162363,0.7689418630641023,0.11423048686584454,0.9130434782608695
P15,ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,shape_sorter_interaction,85,0.6733683872700564,0.6854174027405039,0.14737122013984807,0.7176470588235294
P15,ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,shape_sorter_observation,108,0.6736871759152292,0.7181998301357144,0.1823352284875699,0.7222222222222222
P15,ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,sisyphus,107,0.7278971299854567,0.7280032142241653,0.0010973438972033877,1.0
P15,ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,stack,69,0.645402096359421,0.7034412562612139,0.17581716593318408,0.6521739130434783
P15,ICA,valence,valence__face__gnb__10,3,face,gnb,10,pick_place,20,0.03955208056073466,2.0110391176238952e-05,0.10443902557361781,0.0
P15,ICA,valence,valence__face__gnb__10,3,face,gnb,10,shape_sorter_alone,12,0.11391200525012878,1.6028302327233255e-05,0.2519865919132231,0.16666666666666666
P15,ICA,valence,valence__face__gnb__10,3,face,gnb,10,shape_sorter_interaction,80,0.067521225644439,0.004961205426339399,0.14622433616247302,0.0375
P15,ICA,valence,valence__face__gnb__10,3,face,gnb,10,shape_sorter_observation,104,0.07963790810399254,0.01475347145875645,0.13633783471229588,0.038461538461538464
P15,ICA,valence,valence__face__gnb__10,3,face,gnb,10,sisyphus,95,0.20021695771503079,0.0420238066114605,0.2638875639893338,0.17894736842105263
P15,ICA,valence,valence__face__gnb__10,3,face,gnb,10,stack,61,0.13288599127434336,0.0664653297469457,0.17303180232576648,0.08196721311475409
P15,ICA,valence,valence__face__gnb__5,1,face,gnb,5,pick_place,20,0.16032245451439878,0.06330203976162325,0.21589683173770202,0.1
P15,ICA,valence,valence__face__gnb__5,1,face,gnb,5,shape_sorter_alone,12,0.21692413465911511,0.03351897213106835,0.3407602740757499,0.25
P15,ICA,valence,valence__face__gnb__5,1,face,gnb,5,shape_sorter_interaction,80,0.24473786506474388,0.12563628412347824,0.2551568918524355,0.1875
P15,ICA,valence,valence__face__gnb__5,1,face,gnb,5,shape_sorter_observation,104,0.2984237747817987,0.19480462461497766,0.2748234578754907,0.2692307692307692
P15,ICA,valence,valence__face__gnb__5,1,face,gnb,5,sisyphus,95,0.44914891772789756,0.5096730694542276,0.31476508270988995,0.5052631578947369
P15,ICA,valence,valence__face__gnb__5,1,face,gnb,5,stack,61,0.30543355218045964,0.2869776275322607,0.25115946426732033,0.29508196721311475
P15,no-ICA,arousal,arousal__face__gnb__5,1,face,gnb,5,pick_place,20,0.3522172524768127,0.17035609450803785,0.3892657841353795,0.35
P15,no-ICA,arousal,arousal__face__gnb__5,1,face,gnb,5,shape_sorter_alone,12,0.5274723789148663,0.617906069851776,0.3696387121899444,0.5833333333333334
P15,no-ICA,arousal,arousal__face__gnb__5,1,face,gnb,5,shape_sorter_interaction,80,0.7859706449588336,0.9614424023910964,0.31274094928470425,0.825
P15,no-ICA,arousal,arousal__face__gnb__5,1,face,gnb,5,shape_sorter_observation,104,0.7559751595405785,0.9599224568776215,0.35790364752968085,0.7596153846153846
P15,no-ICA,arousal,arousal__face__gnb__5,1,face,gnb,5,sisyphus,95,0.6656914985240718,0.8757557002859646,0.36801488177574454,0.7052631578947368
P15,no-ICA,arousal,arousal__face__gnb__5,1,face,gnb,5,stack,61,0.811438745720732,0.9751474648256124,0.2963316096217013,0.8524590163934426
P15,no-ICA,arousal,arousal__multimodal__gnb__20,3,multimodal,gnb,20,pick_place,20,0.8935993681940065,0.999998103423759,0.3059733922466018,0.9
P15,no-ICA,arousal,arousal__multimodal__gnb__20,3,multimodal,gnb,20,shape_sorter_alone,12,0.9764590357732691,0.9999999999987138,0.07618725191518777,1.0
P15,no-ICA,arousal,arousal__multimodal__gnb__20,3,multimodal,gnb,20,shape_sorter_interaction,80,0.8663788825466975,0.999826249472423,0.2789293637108523,0.8625
P15,no-ICA,arousal,arousal__multimodal__gnb__20,3,multimodal,gnb,20,shape_sorter_observation,104,0.9015620007999321,0.9995605305841853,0.2300890909279382,0.9423076923076923
P15,no-ICA,arousal,arousal__multimodal__gnb__20,3,multimodal,gnb,20,sisyphus,95,0.8892450342025546,0.9996050806576748,0.2521796129560185,0.8947368421052632
P15,no-ICA,arousal,arousal__multimodal__gnb__20,3,multimodal,gnb,20,stack,61,0.9415921626809491,0.999796998012484,0.20207019053404943,0.9508196721311475
P15,no-ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,pick_place,20,0.6599999999999999,0.6,0.14653901941300934,0.9
P15,no-ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,shape_sorter_alone,12,0.7666666666666667,0.8,0.11547005383792518,1.0
P15,no-ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,shape_sorter_interaction,80,0.8150000000000001,0.8,0.13416407864998736,1.0
P15,no-ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,shape_sorter_observation,104,0.7442307692307693,0.8,0.20754081272601632,0.8653846153846154
P15,no-ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,sisyphus,95,0.7452631578947368,0.8,0.1582943803874984,0.9368421052631579
P15,no-ICA,arousal,arousal__multimodal__knn__all,2,multimodal,knn,all,stack,61,0.7704918032786885,0.8,0.20924010314714367,0.9016393442622951
P15,no-ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,pick_place,25,0.7464155758315069,0.7525014423399353,0.13671250544460536,0.88
P15,no-ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,shape_sorter_alone,23,0.7658852557162356,0.76894186306409,0.11423048686584661,0.9130434782608695
P15,no-ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,shape_sorter_interaction,85,0.6733683872700993,0.6854174027406035,0.14737122013982937,0.7176470588235294
P15,no-ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,shape_sorter_observation,108,0.6736871759152384,0.7181998301357367,0.18233522848757283,0.7222222222222222
P15,no-ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,sisyphus,107,0.6780126414607616,0.7280032142241653,0.15564281606830446,0.6728971962616822
P15,no-ICA,valence,valence__eeg__svm__20,2,eeg,svm,20,stack,69,0.645402096359425,0.7034412562612526,0.17581716593318245,0.6521739130434783
P15,no-ICA,valence,valence__face__gnb__10,3,face,gnb,10,pick_place,20,0.03955208056073466,2.0110391176238952e-05,0.10443902557361781,0.0
P15,no-ICA,valence,valence__face__gnb__10,3,face,gnb,10,shape_sorter_alone,12,0.11391200525012878,1.6028302327233255e-05,0.2519865919132231,0.16666666666666666
P15,no-ICA,valence,valence__face__gnb__10,3,face,gnb,10,shape_sorter_interaction,80,0.067521225644439,0.004961205426339399,0.14622433616247302,0.0375
P15,no-ICA,valence,valence__face__gnb__10,3,face,gnb,10,shape_sorter_observation,104,0.07963790810399254,0.01475347145875645,0.13633783471229588,0.038461538461538464
P15,no-ICA,valence,valence__face__gnb__10,3,face,gnb,10,sisyphus,95,0.20021695771503079,0.0420238066114605,0.2638875639893338,0.17894736842105263
P15,no-ICA,valence,valence__face__gnb__10,3,face,gnb,10,stack,61,0.13288599127434336,0.0664653297469457,0.17303180232576648,0.08196721311475409
P15,no-ICA,valence,valence__face__gnb__5,1,face,gnb,5,pick_place,20,0.16032245451439878,0.06330203976162325,0.21589683173770202,0.1
P15,no-ICA,valence,valence__face__gnb__5,1,face,gnb,5,shape_sorter_alone,12,0.21692413465911511,0.03351897213106835,0.3407602740757499,0.25
P15,no-ICA,valence,valence__face__gnb__5,1,face,gnb,5,shape_sorter_interaction,80,0.24473786506474388,0.12563628412347824,0.2551568918524355,0.1875
P15,no-ICA,valence,valence__face__gnb__5,1,face,gnb,5,shape_sorter_observation,104,0.2984237747817987,0.19480462461497766,0.2748234578754907,0.2692307692307692
P15,no-ICA,valence,valence__face__gnb__5,1,face,gnb,5,sisyphus,95,0.44914891772789756,0.5096730694542276,0.31476508270988995,0.5052631578947369
P15,no-ICA,valence,valence__face__gnb__5,1,face,gnb,5,stack,61,0.30543355218045964,0.2869776275322607,0.25115946426732033,0.29508196721311475
